Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,31.486038,[36  2] ; [ 6 17],[26.16393443 11.83606557] ; [15.83606557  7.16393443],1
p7,1,0.64853,0.207759,[26 12] ; [17  6],[26.78688525 11.21311475] ; [16.21311475  6.78688525],0
r1,1,0.71378,0.13453,[27 10] ; [17  5],[27.59322034  9.40677966] ; [16.40677966  5.59322034],0
b4,1,0.715973,0.132384,[18 20] ; [12 11],[18.68852459 19.31147541] ; [11.31147541 11.68852459],0
a7,1,0.757918,0.094997,[23 15] ; [13 10],[22.42622951 15.57377049] ; [13.57377049  9.42622951],0
p1,1,0.769455,0.0859,[ 6 32] ; [ 3 20],[ 5.60655738 32.39344262] ; [ 3.39344262 19.60655738],0
p9,1,0.769455,0.0859,[32  6] ; [20  3],[32.39344262  5.60655738] ; [19.60655738  3.39344262],0
d2,1,0.796159,0.06673,[12 26] ; [ 8 15],[12.45901639 25.54098361] ; [ 7.54098361 15.45901639],0
b1,1,0.814474,0.055065,[17 21] ; [11 12],[17.44262295 20.55737705] ; [10.55737705 12.44262295],0
u3,1,0.850646,0.035455,[9 7] ; [6 4],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
a3,1,0.916303,0.011044,[22 16] ; [13 10],[21.80327869 16.19672131] ; [13.19672131  9.80327869],0
b5,1,0.923589,0.009199,[21 17] ; [13 10],[21.18032787 16.81967213] ; [12.81967213 10.18032787],0
v2,1,0.939885,0.005687,[18 19] ; [10 11],[17.86206897 19.13793103] ; [10.13793103 10.86206897],0
p10,1,0.958469,0.002712,[32  5] ; [20  3],[32.06666667  4.93333333] ; [19.93333333  3.06666667],0
p4,1,0.978782,0.000707,[23 15] ; [14  9],[23.04918033 14.95081967] ; [13.95081967  9.04918033],0
