Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,111.575888,[419 102] ; [ 65 107],[363.87301587 157.12698413] ; [120.12698413  51.87301587],1
n3,1,0.540484,0.374643,[77 27] ; [29 13],[75.50684932 28.49315068] ; [30.49315068 11.50684932],0
p5,1,0.595537,0.281779,[ 57 461] ; [ 21 147],[ 58.89795918 459.10204082] ; [ 19.10204082 148.89795918],0
n1,1,0.606207,0.265735,[39 63] ; [18 24],[40.375 61.625] ; [16.625 25.375],0
s3,1,0.62735,0.235671,[292 223] ; [100  70],[294.71532847 220.28467153] ; [97.28467153 72.71532847],0
u2,1,0.644734,0.212604,[84 46] ; [23 15],[82.79761905 47.20238095] ; [24.20238095 13.79761905],0
v3,1,0.645429,0.211712,[202 295] ; [70 94],[204.51437216 292.48562784] ; [67.48562784 96.51437216],0
r3,1,0.698187,0.150364,[513   7] ; [168   3],[512.47467438   7.52532562] ; [168.52532562   2.47467438],0
a4,1,0.709635,0.138642,[255 266] ; [87 85],[257.11688312 263.88311688] ; [84.88311688 87.11688312],0
n4,1,0.766101,0.088494,[405 116] ; [134  36],[406.39507959 114.60492041] ; [132.60492041  37.39507959],0
n5,1,0.766546,0.088147,[384 136] ; [126  42],[385.46511628 134.53488372] ; [124.53488372  43.46511628],0
p1,1,0.776526,0.08057,[ 40 478] ; [ 12 158],[ 39.15116279 478.84883721] ; [ 12.84883721 157.15116279],0
s2,1,0.848898,0.036299,[280 238] ; [91 80],[278.92307692 239.07692308] ; [92.07692308 78.92307692],0
p8,1,0.865276,0.028785,[280 235] ; [89 77],[279.05286344 235.94713656] ; [89.94713656 76.05286344],0
p11,1,0.878561,0.023346,[416 106] ; [138  34],[416.69740634 105.30259366] ; [137.30259366  34.69740634],0
s1,1,0.884111,0.021246,[ 14 499] ; [  5 165],[ 14.27086384 498.72913616] ; [  4.72913616 165.27086384],0
s6,1,0.898107,0.016398,[360 154] ; [114  50],[359.34513274 154.65486726] ; [114.65486726  49.34513274],0
p9,1,0.910908,0.01252,[441  72] ; [145  23],[441.43612335  71.56387665] ; [144.56387665  23.43612335],0
d2,1,0.918174,0.010554,[281 240] ; [93 78],[281.58092486 239.41907514] ; [92.41907514 78.58092486],0
a5,1,0.943387,0.005043,[405 117] ; [133  39],[404.66282421 117.33717579] ; [133.33717579  38.66282421],0
p6,1,0.970312,0.001385,[197 318] ; [ 63 101],[197.2017673 317.7982327] ; [ 62.7982327 101.2017673],0
