Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000254,13.379167,[ 3 42] ; [6 6],[ 7.10526316 37.89473684] ; [ 1.89473684 10.10526316],1
d1,1,0.474579,0.511296,[12 33] ; [ 2 10],[11.05263158 33.94736842] ; [2.94736842 9.05263158],0
d3,1,0.488514,0.479798,[20 25] ; [4 8],[18.94736842 26.05263158] ; [5.05263158 6.94736842],0
v1,1,0.490696,0.475,[14 31] ; [5 7],[15. 30.] ; [4. 8.],0
b2,1,0.512285,0.429396,[ 8 23] ; [3 5],[ 8.74358974 22.25641026] ; [2.25641026 5.74358974],0
b3,1,0.512285,0.429396,[ 8 23] ; [3 5],[ 8.74358974 22.25641026] ; [2.25641026 5.74358974],0
a3,1,0.514828,0.424242,[21 23] ; [7 5],[22. 22.] ; [6. 6.],0
v2,1,0.523013,0.407949,[14 30] ; [5 7],[14.92857143 29.07142857] ; [4.07142857 7.92857143],0
u1,1,0.591927,0.287346,[ 2 43] ; [ 1 11],[ 2.36842105 42.63157895] ; [ 0.63157895 11.36842105],0
p5,1,0.605474,0.266819,[ 2 42] ; [ 1 11],[ 2.35714286 41.64285714] ; [ 0.64285714 11.35714286],0
a7,1,0.757333,0.095471,[21 24] ; [5 7],[20.52631579 24.47368421] ; [5.47368421 6.52631579],0
a4,1,0.789944,0.07096,[13 32] ; [3 9],[12.63157895 32.36842105] ; [3.36842105 8.63157895],0
s4,1,0.79488,0.067589,[ 9 36] ; [ 2 10],[ 8.68421053 36.31578947] ; [2.31578947 9.68421053],0
v4,1,0.837197,0.042222,[21 24] ; [6 6],[21.31578947 23.68421053] ; [5.68421053 6.31578947],0
p12,1,0.840836,0.04033,[ 3 42] ; [ 1 11],[ 3.15789474 41.84210526] ; [ 0.84210526 11.15789474],0
a6,1,0.863201,0.029688,[20 25] ; [5 7],[19.73684211 25.26315789] ; [5.26315789 6.73684211],0
b4,1,0.863201,0.029688,[25 20] ; [7 5],[25.26315789 19.73684211] ; [6.73684211 5.26315789],0
d4,1,0.886038,0.020541,[29 16] ; [8 4],[29.21052632 15.78947368] ; [7.78947368 4.21052632],0
d2,1,0.907259,0.013571,[12 33] ; [3 9],[11.84210526 33.15789474] ; [3.15789474 8.84210526],0
d5,1,0.94546,0.00468,[23 22] ; [6 6],[22.89473684 22.10526316] ; [6.10526316 5.89473684],0
a2,1,0.9518,0.003654,[ 4 41] ; [ 1 11],[ 3.94736842 41.05263158] ; [ 1.05263158 10.94736842],0
p1,1,0.9518,0.003654,[ 4 41] ; [ 1 11],[ 3.94736842 41.05263158] ; [ 1.05263158 10.94736842],0
s1,1,0.9518,0.003654,[ 4 41] ; [ 1 11],[ 3.94736842 41.05263158] ; [ 1.05263158 10.94736842],0
a8,1,0.965123,0.001912,[ 4 38] ; [ 1 10],[ 3.96226415 38.03773585] ; [1.03773585 9.96226415],0
