Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.4e-05,18.805714,[63 12] ; [17 21],[53.09734513 21.90265487] ; [26.90265487 11.09734513],1
s5,1,0.338441,0.916327,[ 8 65] ; [ 2 35],[ 6.63636364 66.36363636] ; [ 3.36363636 33.63636364],0
d4,1,0.350178,0.872812,[45 31] ; [19 19],[42.66666667 33.33333333] ; [21.33333333 16.66666667],0
s3,1,0.364531,0.822222,[18 56] ; [12 25],[20. 54.] ; [10. 27.],0
v1,1,0.368393,0.809079,[16 57] ; [11 26],[17.91818182 55.08181818] ; [ 9.08181818 27.91818182],0
u3,1,0.392899,0.729951,[ 9 24] ; [ 7 11],[10.35294118 22.64705882] ; [ 5.64705882 12.35294118],0
u1,1,0.461251,0.542857,[ 7 69] ; [ 2 36],[ 6. 70.] ; [ 3. 35.],0
s8,1,0.556698,0.345455,[11 65] ; [ 4 34],[10. 66.] ; [ 5. 33.],0
s4,1,0.556698,0.345455,[ 9 67] ; [ 6 32],[10. 66.] ; [ 5. 33.],0
p1,1,0.574869,0.314604,[ 9 66] ; [ 6 32],[ 9.95575221 65.04424779] ; [ 5.04424779 32.95575221],0
v2,1,0.57734,0.310555,[22 53] ; [ 9 28],[20.75892857 54.24107143] ; [10.24107143 26.75892857],0
a3,1,0.634496,0.226013,[43 32] ; [20 18],[41.81415929 33.18584071] ; [21.18584071 16.81415929],0
a7,1,0.63862,0.220551,[41 34] ; [19 19],[39.82300885 35.17699115] ; [20.17699115 17.82300885],0
a2,1,0.653725,0.201236,[ 8 68] ; [ 3 35],[ 7.33333333 68.66666667] ; [ 3.66666667 34.33333333],0
n1,1,0.672851,0.178286,[ 8 16] ; [6 9],[ 8.61538462 15.38461538] ; [5.38461538 9.61538462],0
n3,1,0.67786,0.172545,[17  7] ; [11  6],[16.3902439  7.6097561] ; [11.6097561  5.3902439],0
n5,1,0.680429,0.169643,[49 27] ; [23 15],[48. 28.] ; [24. 14.],0
u2,1,0.691555,0.157407,[11 22] ; [ 7 11],[11.64705882 21.35294118] ; [ 6.35294118 11.64705882],0
a4,1,0.702476,0.145909,[23 52] ; [13 25],[23.89380531 51.10619469] ; [12.10619469 25.89380531],0
p5,1,0.734806,0.114744,[ 3 72] ; [ 2 35],[ 3.34821429 71.65178571] ; [ 1.65178571 35.34821429],0
b4,1,0.790956,0.070262,[40 36] ; [19 19],[39.33333333 36.66666667] ; [19.66666667 18.33333333],0
b2,1,0.809362,0.058201,[20 25] ; [10 11],[20.45454545 24.54545455] ; [ 9.54545455 11.45454545],0
b3,1,0.809362,0.058201,[20 25] ; [10 11],[20.45454545 24.54545455] ; [ 9.54545455 11.45454545],0
s2,1,0.861768,0.030319,[13 63] ; [ 7 31],[13.33333333 62.66666667] ; [ 6.66666667 31.33333333],0
a6,1,0.89422,0.01768,[41 35] ; [21 17],[41.33333333 34.66666667] ; [20.66666667 17.33333333],0
p6,1,0.912492,0.012077,[16 57] ; [ 8 27],[16.22222222 56.77777778] ; [ 7.77777778 27.22222222],0
v3,1,0.974702,0.001006,[14 61] ; [ 7 31],[13.9380531 61.0619469] ; [ 7.0619469 30.9380531],0
a5,1,1.0,0.0,[34 42] ; [17 21],[34. 42.] ; [17. 21.],0
