Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,1.3e-05,18.962812,[223  36] ; [17 14],[214.34482759  44.65517241] ; [25.65517241  5.34482759],1
n5,1,0.0246,5.051804,[197  60] ; [18 13],[191.85763889  65.14236111] ; [23.14236111  7.85763889],0
s3,1,0.026169,4.944793,[123 133] ; [ 8 22],[117.25874126 138.74125874] ; [13.74125874 16.25874126],0
a7,1,0.052883,3.747614,[199  59] ; [19 12],[194.61591696  63.38408304] ; [23.38408304  7.61591696],0
r2,1,0.05329,3.734793,[237  17] ; [25  5],[234.32394366  19.67605634] ; [27.67605634  2.32394366],0
d4,1,0.061699,3.491126,[212  47] ; [21 10],[208.09310345  50.90689655] ; [24.90689655  6.09310345],0
d1,1,0.082347,3.017956,[151 108] ; [13 18],[146.46896552 112.53103448] ; [17.53103448 13.46896552],0
s6,1,0.084481,2.976512,[149 107] ; [13 18],[144.50174216 111.49825784] ; [17.49825784 13.50174216],0
a5,1,0.092068,2.837835,[188  71] ; [18 13],[183.97931034  75.02068966] ; [22.02068966  8.97931034],0
s4,1,0.12632,2.337159,[ 32 224] ; [ 1 30],[ 29.43554007 226.56445993] ; [ 3.56445993 27.43554007],0
p6,1,0.164156,1.935514,[108 149] ; [ 9 22],[104.40625 152.59375] ; [12.59375 18.40625],0
n1,1,0.254371,1.299137,[12 27] ; [5 5],[13.53061224 25.46938776] ; [3.46938776 6.53061224],0
a3,1,0.275059,1.191342,[172  86] ; [17 13],[169.3125  88.6875] ; [19.6875 10.3125],0
u1,1,0.309672,1.032075,[ 33 226] ; [ 2 29],[ 31.25862069 227.74137931] ; [ 3.74137931 27.25862069],0
a8,1,0.320738,0.985934,[ 32 199] ; [ 2 26],[ 30.32432432 200.67567568] ; [ 3.67567568 24.32432432],0
p5,1,0.322419,0.979107,[ 20 239] ; [ 4 27],[ 21.43448276 237.56551724] ; [ 2.56551724 28.43448276],0
s2,1,0.329405,0.951234,[ 98 160] ; [ 9 22],[ 95.52249135 162.47750865] ; [11.47750865 19.52249135],0
a2,1,0.338927,0.914487,[ 52 207] ; [ 4 27],[ 50.0137931 208.9862069] ; [ 5.9862069 25.0137931],0
n3,1,0.382078,0.764007,[26 14] ; [5 5],[24.8 15.2] ; [6.2 3.8],0
p12,1,0.388581,0.743377,[ 19 238] ; [ 1 30],[ 17.84722222 239.15277778] ; [ 2.15277778 28.84722222],0
b4,1,0.397935,0.714557,[146 113] ; [15 16],[143.78965517 115.21034483] ; [17.21034483 13.78965517],0
n2,1,0.440401,0.595238,[27 13] ; [8 2],[28. 12.] ; [7. 3.],0
b3,1,0.484985,0.487634,[ 48 103] ; [ 4 13],[ 46.73809524 104.26190476] ; [ 5.26190476 11.73809524],0
b2,1,0.484985,0.487634,[ 48 103] ; [ 4 13],[ 46.73809524 104.26190476] ; [ 5.26190476 11.73809524],0
d2,1,0.493705,0.468442,[117 142] ; [12 19],[115.21034483 143.78965517] ; [13.78965517 17.21034483],0
u3,1,0.536783,0.381535,[44 41] ; [6 8],[42.92929293 42.07070707] ; [7.07070707 6.92929293],0
p1,1,0.562172,0.335957,[ 25 234] ; [ 2 29],[ 24.1137931 234.8862069] ; [ 2.8862069 28.1137931],0
p3,1,0.597881,0.278204,[146 112] ; [16 15],[144.62283737 113.37716263] ; [17.37716263 13.62283737],0
a4,1,0.618443,0.248062,[ 98 160] ; [10 20],[ 96.75 161.25] ; [11.25 18.75],0
b5,1,0.626807,0.236416,[162  97] ; [18 13],[160.75862069  98.24137931] ; [19.24137931 11.75862069],0
a6,1,0.699169,0.149338,[176  83] ; [20 11],[175.04827586  83.95172414] ; [20.95172414 10.04827586],0
u4,1,0.755262,0.097162,[  6 253] ; [ 1 30],[  6.25172414 252.74827586] ; [ 0.74827586 30.25172414],0
b1,1,0.766361,0.088291,[ 99 160] ; [11 20],[ 98.24137931 160.75862069] ; [11.75862069 19.24137931],0
v3,1,0.830815,0.045649,[ 94 157] ; [11 20],[ 93.45744681 157.54255319] ; [11.54255319 19.45744681],0
v2,1,0.842869,0.039293,[138 114] ; [17 13],[138.5106383 113.4893617] ; [16.4893617 13.5106383],0
a1,1,0.966841,0.001728,[  8 251] ; [ 1 30],[  8.03793103 250.96206897] ; [ 0.96206897 30.03793103],0
u2,1,0.981599,0.000532,[50 37] ; [8 6],[49.96039604 37.03960396] ; [8.03960396 5.96039604],0
