Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6e-06,20.604252,[14  8] ; [13 69],[ 5.71153846 16.28846154] ; [21.28846154 60.71153846],1
a4,1,0.578816,0.308153,[ 2 21] ; [11 74],[ 2.76851852 20.23148148] ; [10.23148148 74.76851852],0
d3,1,0.586931,0.295163,[12 11] ; [38 45],[10.8490566 12.1509434] ; [39.1509434 43.8490566],0
v3,1,0.599309,0.276039,[ 7 16] ; [21 63],[ 6.01869159 16.98130841] ; [21.98130841 62.01869159],0
n4,1,0.632319,0.22893,[14  9] ; [47 38],[12.99074074 10.00925926] ; [48.00925926 36.99074074],0
b5,1,0.64886,0.20734,[15  8] ; [51 34],[14.05555556  8.94444444] ; [51.94444444 33.05555556],0
n6,1,0.674916,0.175905,[17  6] ; [59 26],[16.18518519  6.81481481] ; [59.81481481 25.18518519],0
a8,1,0.712422,0.13587,[ 2 18] ; [ 6 74],[ 1.6 18.4] ; [ 6.4 73.6],0
s5,1,0.72324,0.125409,[ 4 16] ; [14 70],[ 3.46153846 16.53846154] ; [14.53846154 69.46153846],0
p2,1,0.814185,0.055239,[17  6] ; [60 24],[16.55140187  6.44859813] ; [60.44859813 23.55140187],0
n5,1,0.842542,0.039459,[13 10] ; [50 35],[13.41666667  9.58333333] ; [49.58333333 35.41666667],0
d2,1,0.856688,0.032613,[ 5 18] ; [20 65],[ 5.32407407 17.67592593] ; [19.67592593 65.32407407],0
n2,1,0.886436,0.020396,[2 1] ; [20 12],[1.88571429 1.11428571] ; [20.11428571 11.88571429],0
d5,1,0.933366,0.006991,[11 12] ; [41 43],[11.17757009 11.82242991] ; [40.82242991 43.17757009],0
a6,1,0.939755,0.005712,[ 9 14] ; [34 51],[ 9.15740741 13.84259259] ; [33.84259259 51.15740741],0
n1,1,0.940753,0.005524,[1 2] ; [10 22],[0.94285714 2.05714286] ; [10.05714286 21.94285714],0
n3,1,0.971007,0.001321,[2 1] ; [21 11],[1.97142857 1.02857143] ; [21.02857143 10.97142857],0
