Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,39.216668,[ 20 112] ; [78 77],[45.07317073 86.92682927] ; [ 52.92682927 102.07317073],1
u2,1,0.0539,3.715797,[32 21] ; [17 25],[27.33684211 25.66315789] ; [21.66315789 20.33684211],0
n4,1,0.072995,3.214358,[90 43] ; [124  37],[96.80952381 36.19047619] ; [117.19047619  43.80952381],0
u1,1,0.081613,3.032492,[ 13 120] ; [ 27 134],[ 18.0952381 114.9047619] ; [ 21.9047619 139.0952381],0
s1,1,0.082238,3.020109,[  6 125] ; [  2 159],[  3.5890411 127.4109589] ; [  4.4109589 156.5890411],0
d2,1,0.082495,3.015038,[49 83] ; [76 85],[56.31399317 75.68600683] ; [68.68600683 92.31399317],0
a6,1,0.088248,2.906042,[81 51] ; [114  47],[87.84982935 44.15017065] ; [107.15017065  53.84982935],0
r2,1,0.128215,2.313981,[117  15] ; [148  10],[120.62068966  11.37931034] ; [144.37931034  13.62068966],0
p3,1,0.157161,2.001333,[68 65] ; [95 65],[73.98976109 59.01023891] ; [89.01023891 70.98976109],0
s4,1,0.193662,1.689537,[ 24 105] ; [ 21 140],[ 20.01724138 108.98275862] ; [ 24.98275862 136.01724138],0
s3,1,0.200493,1.638778,[63 69] ; [64 95],[57.60824742 74.39175258] ; [69.39175258 89.60824742],0
b5,1,0.248576,1.331291,[84 49] ; [91 70],[79.16666667 53.83333333] ; [95.83333333 65.16666667],0
a7,1,0.347182,0.883732,[91 41] ; [119  42],[94.60750853 37.39249147] ; [115.39249147  45.60750853],0
n3,1,0.419524,0.651648,[25  9] ; [23  5],[26.32258065  7.67741935] ; [21.67741935  6.32258065],0
p4,1,0.426065,0.633526,[81 52] ; [104  55],[84.26369863 48.73630137] ; [100.73630137  58.26369863],0
b4,1,0.426356,0.632729,[69 64] ; [91 70],[72.38095238 60.61904762] ; [87.61904762 73.38095238],0
n1,1,0.43259,0.615859,[12 22] ; [ 7 20],[10.59016393 23.40983607] ; [ 8.40983607 18.59016393],0
n6,1,0.458405,0.549788,[106  26] ; [133  26],[108.41237113  23.58762887] ; [130.58762887  28.41237113],0
p8,1,0.476272,0.507387,[79 53] ; [101  57],[81.93103448 50.06896552] ; [98.06896552 59.93103448],0
s5,1,0.476498,0.506868,[33 98] ; [ 46 113],[35.6862069 95.3137931] ; [ 43.3137931 115.6862069],0
s7,1,0.48492,0.487778,[35 91] ; [ 49 106],[37.66548043 88.33451957] ; [ 46.33451957 108.66548043],0
p5,1,0.519088,0.415706,[ 11 121] ; [ 17 144],[ 12.61433447 119.38566553] ; [ 15.38566553 145.61433447],0
u3,1,0.543107,0.369811,[28 25] ; [21 24],[26.5 26.5] ; [22.5 22.5],0
b1,1,0.604997,0.267525,[56 77] ; [63 98],[53.83333333 79.16666667] ; [65.16666667 95.83333333],0
s2,1,0.64755,0.209004,[48 85] ; [ 54 107],[46.14285714 86.85714286] ; [ 55.85714286 105.14285714],0
p2,1,0.652483,0.202784,[114  18] ; [141  19],[115.2739726  16.7260274] ; [139.7260274  20.2739726],0
a1,1,0.675649,0.175065,[  6 127] ; [  9 152],[  6.78571429 126.21428571] ; [  8.21428571 152.78571429],0
p6,1,0.697884,0.150682,[53 77] ; [68 90],[54.61805556 75.38194444] ; [66.38194444 91.61805556],0
b2,1,0.707185,0.141105,[20 59] ; [27 70],[21.09659091 57.90340909] ; [25.90340909 71.09659091],0
b3,1,0.707185,0.141105,[20 59] ; [27 70],[21.09659091 57.90340909] ; [25.90340909 71.09659091],0
s6,1,0.736364,0.113348,[69 61] ; [87 71],[70.41666667 59.58333333] ; [85.58333333 72.41666667],0
a8,1,0.773571,0.082776,[ 15 108] ; [ 19 123],[ 15.78113208 107.21886792] ; [ 18.21886792 123.78113208],0
p1,1,0.833874,0.043989,[  9 123] ; [ 12 149],[  9.46075085 122.53924915] ; [ 11.53924915 149.46075085],0
n2,1,0.984934,0.000357,[26  9] ; [20  7],[25.96774194  9.03225806] ; [20.03225806  6.96774194],0
