Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,25.071829,[135  20] ; [94 57],[115.99673203  39.00326797] ; [113.00326797  37.99673203],1
a8,1,0.16171,1.958163,[ 23 116] ; [ 14 117],[ 19.04814815 119.95185185] ; [ 17.95185185 113.04814815],0
a4,1,0.167066,1.909078,[82 74] ; [67 83],[75.96078431 80.03921569] ; [73.03921569 76.96078431],0
b1,1,0.180593,1.792733,[61 95] ; [ 48 103],[ 55.38762215 100.61237785] ; [53.61237785 97.38762215],0
s1,1,0.273596,1.198628,[  5 151] ; [  2 148],[  3.56862745 152.43137255] ; [  3.43137255 146.56862745],0
s3,1,0.291965,1.110537,[91 63] ; [78 69],[86.46511628 67.53488372] ; [82.53488372 64.46511628],0
r3,1,0.329403,0.951242,[149   6] ; [148   3],[150.44117647   4.55882353] ; [146.55882353   4.44117647],0
u4,1,0.334282,0.932237,[  6 150] ; [  3 148],[  4.5732899 151.4267101] ; [  4.4267101 146.5732899],0
a7,1,0.346597,0.885878,[123  32] ; [113  38],[119.54248366  35.45751634] ; [116.45751634  34.54248366],0
b5,1,0.349292,0.876027,[95 61] ; [84 67],[90.95765472 65.04234528] ; [88.04234528 62.95765472],0
d5,1,0.350988,0.869883,[134  22] ; [135  16],[136.69055375  19.30944625] ; [132.30944625  18.69055375],0
a5,1,0.353999,0.859071,[126  30] ; [128  23],[129.06840391  26.93159609] ; [124.93159609  26.06840391],0
d1,1,0.362264,0.830029,[103  53] ; [107  44],[106.71009772  49.28990228] ; [103.28990228  47.71009772],0
u2,1,0.421854,0.645144,[22 14] ; [17 16],[20.34782609 15.65217391] ; [18.65217391 14.34782609],0
a6,1,0.484997,0.487607,[108  48] ; [110  41],[110.7752443  45.2247557] ; [107.2247557  43.7752443],0
n5,1,0.558732,0.341904,[130  25] ; [122  28],[128.06557377  26.93442623] ; [123.93442623  26.06557377],0
n3,1,0.581995,0.303021,[19  6] ; [23  5],[19.81132075  5.18867925] ; [22.18867925  5.81132075],0
n1,1,0.609156,0.261405,[11 14] ; [10 17],[10.09615385 14.90384615] ; [10.90384615 16.09615385],0
p2,1,0.632373,0.228856,[142  14] ; [135  16],[140.75570033  15.24429967] ; [136.24429967  14.75570033],0
r1,1,0.637493,0.222036,[131  25] ; [128  21],[132.47213115  23.52786885] ; [126.52786885  22.47213115],0
a2,1,0.660148,0.193343,[ 48 108] ; [ 43 108],[ 46.24104235 109.75895765] ; [ 44.75895765 106.24104235],0
v4,1,0.665251,0.187207,[146   9] ; [142   7],[146.84210526   8.15789474] ; [141.15789474   7.84210526],0
r2,1,0.738808,0.111177,[147   8] ; [140   9],[146.33223684   8.66776316] ; [140.66776316   8.33223684],0
u3,1,0.769607,0.085784,[21 15] ; [21 13],[21.6 14.4] ; [20.4 13.6],0
d2,1,0.804234,0.06144,[90 66] ; [85 66],[88.92508143 67.07491857] ; [86.07491857 64.92508143],0
p11,1,0.899822,0.015847,[131  25] ; [126  25],[130.59283388  25.40716612] ; [126.40716612  24.59283388],0
a3,1,0.906864,0.013688,[120  36] ; [117  34],[120.42996743  35.57003257] ; [116.57003257  34.42996743],0
d4,1,0.907069,0.013627,[134  22] ; [129  22],[133.64169381  22.35830619] ; [129.35830619  21.64169381],0
d3,1,0.915528,0.01125,[118  38] ; [115  36],[118.39739414  37.60260586] ; [114.60260586  36.39739414],0
v3,1,0.934204,0.006816,[87 64] ; [84 63],[86.64765101 64.35234899] ; [84.35234899 62.64765101],0
r4,1,0.936798,0.006288,[145  11] ; [140  11],[144.82084691  11.17915309] ; [140.17915309  10.82084691],0
