Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00098,10.864043,[23 74] ; [14 10],[29.66115702 67.33884298] ; [ 7.33884298 16.66115702],1
n2,1,0.233751,1.417892,[18 11] ; [9 2],[19.575  9.425] ; [7.425 3.575],0
p10,1,0.243858,1.358152,[54 42] ; [16  7],[56.47058824 39.52941176] ; [13.52941176  9.47058824],0
p4,1,0.271866,1.207309,[38 58] ; [12 11],[40.33613445 55.66386555] ; [ 9.66386555 13.33613445],0
a4,1,0.277354,1.180009,[40 57] ; [ 7 17],[37.67768595 59.32231405] ; [ 9.32231405 14.67768595],0
a6,1,0.283738,1.149098,[67 29] ; [14 10],[64.8 31.2] ; [16.2  7.8],0
p7,1,0.308957,1.03513,[48 45] ; [14  8],[50.13913043 42.86086957] ; [11.86086957 10.13913043],0
d1,1,0.338476,0.916197,[46 51] ; [14 10],[48.09917355 48.90082645] ; [11.90082645 12.09917355],0
d4,1,0.343093,0.89884,[75 20] ; [21  3],[76.63865546 18.36134454] ; [19.36134454  4.63865546],0
r2,1,0.348642,0.878393,[87 10] ; [23  1],[88.18181818  8.81818182] ; [21.81818182  2.18181818],0
u3,1,0.374333,0.789231,[22 10] ; [3 3],[21.05263158 10.94736842] ; [3.94736842 2.05263158],0
d3,1,0.380455,0.769231,[63 33] ; [18  6],[64.8 31.2] ; [16.2  7.8],0
r3,1,0.408961,0.681818,[87  9] ; [23  1],[88.  8.] ; [22.  2.],0
p9,1,0.416419,0.660399,[58 38] ; [16  7],[59.69747899 36.30252101] ; [14.30252101  8.69747899],0
a3,1,0.432472,0.616175,[64 32] ; [18  6],[65.6 30.4] ; [16.4  7.6],0
p2,1,0.435043,0.609322,[68 29] ; [18  5],[69.51666667 27.48333333] ; [16.48333333  6.51666667],0
d5,1,0.444194,0.585424,[73 23] ; [20  4],[74.4 21.6] ; [18.6  5.4],0
v3,1,0.485417,0.486669,[30 59] ; [ 6 17],[28.60714286 60.39285714] ; [ 7.39285714 15.60714286],0
b5,1,0.551888,0.353946,[59 38] ; [13 11],[57.71900826 39.28099174] ; [14.28099174  9.71900826],0
p1,1,0.559057,0.34134,[ 5 91] ; [ 2 22],[ 5.6 90.4] ; [ 1.4 22.6],0
r4,1,0.578061,0.309381,[85 12] ; [20  4],[84.17355372 12.82644628] ; [20.82644628  3.17355372],0
n5,1,0.603891,0.269167,[38 57] ; [11 13],[39.11764706 55.88235294] ; [ 9.88235294 14.11764706],0
n3,1,0.630202,0.231786,[17 10] ; [6 5],[16.34210526 10.65789474] ; [6.65789474 4.34210526],0
u2,1,0.670556,0.180952,[24  8] ; [4 2],[23.57894737  8.42105263] ; [4.42105263 1.57894737],0
b4,1,0.680756,0.169276,[61 36] ; [14 10],[60.12396694 36.87603306] ; [14.87603306  9.12396694],0
b1,1,0.681249,0.168723,[48 49] ; [13 11],[48.90082645 48.09917355] ; [12.09917355 11.90082645],0
n4,1,0.683195,0.166551,[53 44] ; [12 12],[52.10743802 44.89256198] ; [12.89256198 11.10743802],0
n1,1,0.747972,0.103243,[ 9 20] ; [4 7],[ 9.425 19.575] ; [3.575 7.425],0
p11,1,0.751249,0.100485,[60 37] ; [14 10],[59.32231405 37.67768595] ; [14.67768595  9.32231405],0
u1,1,0.771838,0.084083,[10 87] ; [ 2 22],[ 9.61983471 87.38016529] ; [ 2.38016529 21.61983471],0
a2,1,0.829811,0.046201,[18 79] ; [ 4 20],[17.63636364 79.36363636] ; [ 4.36363636 19.63636364],0
a8,1,0.883916,0.021318,[ 8 78] ; [ 2 22],[ 7.81818182 78.18181818] ; [ 2.18181818 21.81818182],0
v4,1,0.900419,0.015658,[84 11] ; [21  3],[83.82352941 11.17647059] ; [21.17647059  2.82352941],0
a5,1,0.974439,0.001027,[65 32] ; [16  8],[64.9338843 32.0661157] ; [16.0661157  7.9338843],0
v2,1,1.0,0.0,[44 44] ; [12 12],[44. 44.] ; [12. 12.],0
