Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,79.284487,[ 5 40] ; [228  67],[30.83823529 14.16176471] ; [202.16176471  92.83823529],1
s5,1,0.616952,0.250175,[18 25] ; [130 153],[19.52147239 23.47852761] ; [128.47852761 154.52147239],0
a6,1,0.632606,0.228543,[29 16] ; [200  94],[30.39823009 14.60176991] ; [198.60176991  95.39823009],0
p9,1,0.638716,0.220426,[40  5] ; [265  26],[40.84821429  4.15178571] ; [264.15178571  26.84821429],0
p8,1,0.647515,0.209047,[28 17] ; [170 120],[26.59701493 18.40298507] ; [171.40298507 118.59701493],0
s1,1,0.670132,0.181448,[ 1 44] ; [ 10 281],[ 1.47321429 43.52678571] ; [  9.52678571 281.47321429],0
n6,1,0.685643,0.163842,[39  6] ; [260  33],[39.80769231  5.19230769] ; [259.19230769  33.80769231],0
b4,1,0.695563,0.153129,[25 20] ; [173 122],[26.20588235 18.79411765] ; [171.79411765 123.20588235],0
s3,1,0.704699,0.14363,[32 13] ; [214  76],[33.04477612 11.95522388] ; [212.95522388  77.04477612],0
p5,1,0.727375,0.121536,[ 8 36] ; [ 47 245],[ 7.20238095 36.79761905] ; [ 47.79761905 244.20238095],0
p2,1,0.730297,0.118839,[39  6] ; [249  45],[38.2300885  6.7699115] ; [249.7699115  44.2300885],0
n1,1,0.760518,0.092903,[4 6] ; [28 34],[4.44444444 5.55555556] ; [27.55555556 34.44444444],0
n2,1,0.780085,0.077958,[7 3] ; [46 16],[7.36111111 2.63888889] ; [45.63888889 16.36111111],0
p10,1,0.803312,0.062033,[39  6] ; [256  35],[39.50892857  5.49107143] ; [255.49107143  35.50892857],0
b5,1,0.810615,0.057424,[26 19] ; [176 119],[26.73529412 18.26470588] ; [175.26470588 119.73529412],0
u2,1,0.831399,0.04533,[9 5] ; [35 17],[9.33333333 4.66666667] ; [34.66666667 17.33333333],0
p7,1,0.861064,0.030632,[31 14] ; [200  85],[31.5 13.5] ; [199.5  85.5],0
n3,1,0.870546,0.026558,[6 3] ; [43 19],[6.21126761 2.78873239] ; [42.78873239 19.21126761],0
u3,1,0.871392,0.026209,[10  4] ; [39 14],[10.23880597  3.76119403] ; [38.76119403 14.23880597],0
u4,1,0.905714,0.014029,[ 2 43] ; [ 12 283],[ 1.85294118 43.14705882] ; [ 12.14705882 282.85294118],0
a8,1,0.938224,0.006007,[ 8 35] ; [ 48 217],[ 7.81818182 35.18181818] ; [ 48.18181818 216.81818182],0
v1,1,0.964262,0.002008,[28 16] ; [181 105],[27.86666667 16.13333333] ; [181.13333333 104.86666667],0
