Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,43.983348,[130  38] ; [48 75],[102.7628866  65.2371134] ; [75.2371134 47.7628866],1
d5,1,0.334561,0.931163,[146  25] ; [99 23],[142.98634812  28.01365188] ; [102.01365188  19.98634812],0
n2,1,0.359835,0.838468,[19 11] ; [23  8],[20.6557377  9.3442623] ; [21.3442623  9.6557377],0
d2,1,0.37816,0.776674,[93 78] ; [61 63],[89.26779661 81.73220339] ; [64.73220339 59.26779661],0
p9,1,0.378177,0.77662,[156  14] ; [110  14],[153.80952381  16.19047619] ; [112.19047619  11.80952381],0
n3,1,0.390073,0.738714,[23  7] ; [20 10],[21.5  8.5] ; [21.5  8.5],0
a1,1,0.401964,0.702444,[ 14 157] ; [  7 117],[ 12.17288136 158.82711864] ; [  8.82711864 115.17288136],0
b1,1,0.43009,0.622582,[ 68 103] ; [55 69],[71.29830508 99.70169492] ; [51.70169492 72.29830508],0
p8,1,0.438598,0.599948,[117  52] ; [91 33],[119.97269625  49.02730375] ; [88.02730375 35.97269625],0
s2,1,0.439483,0.597632,[103  66] ; [70 54],[99.78498294 69.21501706] ; [73.21501706 50.78498294],0
p10,1,0.453973,0.560712,[150  20] ; [104  18],[147.87671233  22.12328767] ; [106.12328767  15.87671233],0
s5,1,0.463644,0.537084,[66 95] ; [54 65],[69. 92.] ; [51. 68.],0
n6,1,0.469719,0.522636,[153  16] ; [109  15],[151.11945392  17.88054608] ; [110.88054608  13.11945392],0
d4,1,0.47541,0.509373,[147  24] ; [102  21],[144.82653061  26.17346939] ; [104.17346939  18.82653061],0
a4,1,0.554424,0.349451,[83 88] ; [64 59],[85.5 85.5] ; [61.5 61.5],0
r1,1,0.568826,0.324651,[141  30] ; [99 25],[139.11864407  31.88135593] ; [100.88135593  23.11864407],0
s3,1,0.61296,0.255887,[100  69] ; [77 47],[102.09215017  66.90784983] ; [74.90784983 49.09215017],0
r2,1,0.648044,0.208376,[161   9] ; [116   5],[161.82130584   8.17869416] ; [115.17869416   5.82130584],0
a8,1,0.648942,0.207237,[ 23 129] ; [15 99],[ 21.71428571 130.28571429] ; [16.28571429 97.71428571],0
p1,1,0.697289,0.151307,[ 22 148] ; [ 18 106],[ 23.1292517 146.8707483] ; [ 16.8707483 107.1292517],0
p11,1,0.72363,0.125042,[142  29] ; [101  23],[140.85762712  30.14237288] ; [102.14237288  21.85762712],0
p4,1,0.72363,0.125042,[142  29] ; [101  23],[140.85762712  30.14237288] ; [102.14237288  21.85762712],0
n1,1,0.767669,0.087276,[12 17] ; [14 17],[12.56666667 16.43333333] ; [13.43333333 17.56666667],0
p7,1,0.775666,0.081209,[145  23] ; [103  18],[144.16608997  23.83391003] ; [103.83391003  17.16608997],0
b2,1,0.822915,0.050085,[51 57] ; [36 43],[50.2459893 57.7540107] ; [36.7540107 42.2459893],0
b3,1,0.822915,0.050085,[51 57] ; [36 43],[50.2459893 57.7540107] ; [36.7540107 42.2459893],0
r4,1,0.835096,0.043335,[157  14] ; [113  11],[156.50847458  14.49152542] ; [113.49152542  10.50847458],0
u2,1,0.850141,0.035698,[24 16] ; [22 16],[23.58974359 16.41025641] ; [22.41025641 15.58974359],0
u3,1,0.861619,0.030385,[23 17] ; [22 15],[23.37662338 16.62337662] ; [21.62337662 15.37662338],0
s1,1,0.869276,0.027086,[  5 165] ; [  4 118],[  5.23972603 164.76027397] ; [  3.76027397 118.23972603],0
p5,1,0.87122,0.026279,[ 33 138] ; [ 23 101],[ 32.46101695 138.53898305] ; [ 23.53898305 100.46101695],0
s6,1,0.883191,0.021587,[122  45] ; [86 33],[121.45454545  45.54545455] ; [86.54545455 32.45454545],0
d3,1,0.923541,0.009211,[127  44] ; [90 32],[126.64505119  44.35494881] ; [90.35494881 31.64505119],0
r3,1,0.98211,0.000503,[163   7] ; [118   5],[163.03754266   6.96245734] ; [117.96245734   5.03754266],0
d1,1,0.995355,3.4e-05,[109  62] ; [79 45],[108.97627119  62.02372881] ; [79.02372881 44.97627119],0
