Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,6e-06,20.431546,[22 10] ; [ 8 37],[12.46753247 19.53246753] ; [17.53246753 27.46753247],1
p11,1,0.383826,0.758413,[16 16] ; [27 18],[17.87012987 14.12987013] ; [25.12987013 19.87012987],0
r3,1,0.38659,0.749639,[28  4] ; [36  9],[26.5974026  5.4025974] ; [37.4025974  7.5974026],0
s1,1,0.386869,0.74876,[ 3 29] ; [ 2 43],[ 2.07792208 29.92207792] ; [ 2.92207792 42.07792208],0
n3,1,0.39033,0.737913,[9 4] ; [8 7],[7.89285714 5.10714286] ; [9.10714286 5.89285714],0
u2,1,0.393153,0.729167,[3 4] ; [17 11],[4. 3.] ; [16. 12.],0
p1,1,0.397714,0.715227,[ 4 28] ; [ 3 41],[ 2.94736842 29.05263158] ; [ 4.05263158 39.94736842],0
a8,1,0.434854,0.609825,[ 1 31] ; [ 3 38],[ 1.75342466 30.24657534] ; [ 2.24657534 38.75342466],0
b1,1,0.452441,0.564529,[17 15] ; [20 25],[15.37662338 16.62337662] ; [21.62337662 23.37662338],0
a7,1,0.506504,0.441284,[22 10] ; [27 17],[20.63157895 11.36842105] ; [28.36842105 15.63157895],0
s5,1,0.529641,0.395081,[10 21] ; [11 32],[ 8.7972973 22.2027027] ; [12.2027027 30.7972973],0
s8,1,0.553786,0.350578,[ 9 23] ; [10 35],[ 7.8961039 24.1038961] ; [11.1038961 33.8961039],0
p8,1,0.57093,0.32113,[10 21] ; [17 27],[11.16 19.84] ; [15.84 28.16],0
s3,1,0.579313,0.307347,[11 20] ; [18 25],[12.14864865 18.85135135] ; [16.85135135 26.14864865],0
v3,1,0.585657,0.297177,[ 8 23] ; [ 9 35],[ 7.02666667 23.97333333] ; [ 9.97333333 34.02666667],0
p10,1,0.684396,0.165219,[16 16] ; [23 19],[16.86486486 15.13513514] ; [22.13513514 19.86486486],0
p7,1,0.713358,0.134946,[17 15] ; [21 22],[16.21333333 15.78666667] ; [21.78666667 21.21333333],0
p5,1,0.742485,0.107955,[ 2 30] ; [ 2 42],[ 1.68421053 30.31578947] ; [ 2.31578947 41.68421053],0
v4,1,0.745385,0.10545,[26  6] ; [37  7],[26.52631579  5.47368421] ; [36.47368421  7.52631579],0
b4,1,0.800028,0.064167,[18 14] ; [24 21],[17.45454545 14.54545455] ; [24.54545455 20.45454545],0
s4,1,0.841598,0.03994,[ 7 25] ; [ 9 36],[ 6.64935065 25.35064935] ; [ 9.35064935 35.64935065],0
n6,1,0.861236,0.030556,[20 12] ; [29 16],[20.36363636 11.63636364] ; [28.63636364 16.36363636],0
r2,1,0.869678,0.026918,[23  7] ; [33 11],[22.7027027  7.2972973] ; [33.2972973 10.7027027],0
p9,1,0.879089,0.023142,[20 11] ; [27 16],[19.68918919 11.31081081] ; [27.31081081 15.68918919],0
p6,1,0.917191,0.01081,[ 8 22] ; [11 32],[ 7.80821918 22.19178082] ; [11.19178082 31.80821918],0
