Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.004612,8.02551,[10 18] ; [18  6],[15.07692308 12.92307692] ; [12.92307692 11.07692308],0
d4,1,0.33025,0.947917,[21  7] ; [15  9],[19.38461538  8.61538462] ; [16.61538462  7.38461538],0
p11,1,0.334564,0.931151,[23  5] ; [17  7],[21.53846154  6.46153846] ; [18.46153846  5.53846154],0
p10,1,0.373934,0.790551,[20  7] ; [15  9],[18.52941176  8.47058824] ; [16.47058824  7.52941176],0
s7,1,0.374392,0.789035,[ 8 16] ; [ 5 18],[ 6.63829787 17.36170213] ; [ 6.36170213 16.63829787],0
p9,1,0.374813,0.787645,[21  6] ; [16  8],[19.58823529  7.41176471] ; [17.41176471  6.58823529],0
a1,1,0.377062,0.780258,[ 3 25] ; [ 1 23],[ 2.15384615 25.84615385] ; [ 1.84615385 22.15384615],0
p1,1,0.462833,0.539035,[ 1 27] ; [ 2 22],[ 1.61538462 26.38461538] ; [ 1.38461538 22.61538462],0
a7,1,0.54789,0.361111,[14 14] ; [14 10],[15.07692308 12.92307692] ; [12.92307692 11.07692308],0
d1,1,0.570866,0.321236,[ 9 19] ; [ 6 18],[ 8.07692308 19.92307692] ; [ 6.92307692 17.07692308],0
b5,1,0.730342,0.118798,[15 13] ; [14 10],[15.61538462 12.38461538] ; [13.38461538 10.61538462],0
u2,1,0.755794,0.096726,[9 5] ; [7 5],[8.61538462 5.38461538] ; [7.38461538 4.61538462],0
n3,1,0.768571,0.08658,[6 3] ; [8 3],[6.3 2.7] ; [7.7 3.3],0
b1,1,0.797205,0.066032,[15 13] ; [12 12],[14.53846154 13.46153846] ; [12.46153846 11.53846154],0
a5,1,0.797205,0.066032,[15 13] ; [12 12],[14.53846154 13.46153846] ; [12.46153846 11.53846154],0
a8,1,0.84957,0.035974,[ 4 22] ; [ 4 19],[ 4.24489796 21.75510204] ; [ 3.75510204 19.24489796],0
r1,1,0.893948,0.017772,[10 18] ; [ 9 15],[10.23076923 17.76923077] ; [ 8.76923077 15.23076923],0
u1,1,0.911402,0.012381,[ 1 27] ; [ 1 23],[ 1.07692308 26.92307692] ; [ 0.92307692 23.07692308],0
a2,1,0.911402,0.012381,[ 1 27] ; [ 1 23],[ 1.07692308 26.92307692] ; [ 0.92307692 23.07692308],0
d2,1,0.927308,0.008323,[ 9 19] ; [ 8 16],[ 9.15384615 18.84615385] ; [ 7.84615385 16.15384615],0
d3,1,1.0,0.0,[14 14] ; [12 12],[14. 14.] ; [12. 12.],0
a3,1,1.0,0.0,[14 14] ; [12 12],[14. 14.] ; [12. 12.],0
