Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.2e-05,19.175629,[34 36] ; [30  2],[43.92156863 26.07843137] ; [20.07843137 11.92156863],1
p4,1,0.557299,0.344402,[40 31] ; [20 12],[41.3592233 29.6407767] ; [18.6407767 13.3592233],0
n1,1,0.573025,0.317647,[ 5 12] ; [4 6],[ 5.66666667 11.33333333] ; [3.33333333 6.66666667],0
n2,1,0.589951,0.29042,[12  5] ; [8 2],[12.59259259  4.40740741] ; [7.40740741 2.59259259],0
d5,1,0.632646,0.228489,[50 21] ; [24  8],[51.00970874 19.99029126] ; [22.99029126  9.00970874],0
b2,1,0.638289,0.220987,[10 21] ; [ 7 11],[10.75510204 20.24489796] ; [ 6.24489796 11.75510204],0
b3,1,0.638289,0.220987,[10 21] ; [ 7 11],[10.75510204 20.24489796] ; [ 6.24489796 11.75510204],0
d2,1,0.639203,0.219786,[19 52] ; [10 22],[19.99029126 51.00970874] ; [ 9.00970874 22.99029126],0
b4,1,0.773083,0.083142,[40 31] ; [19 13],[40.66990291 30.33009709] ; [18.33009709 13.66990291],0
u2,1,0.797046,0.066138,[22 14] ; [8 6],[21.6 14.4] ; [8.4 5.6],0
n5,1,0.826073,0.048286,[26 45] ; [11 21],[25.50485437 45.49514563] ; [11.49514563 20.50485437],0
a6,1,0.851956,0.034828,[43 28] ; [20 12],[43.42718447 27.57281553] ; [19.57281553 12.42718447],0
v2,1,0.881664,0.022159,[34 34] ; [15 16],[33.65656566 34.34343434] ; [15.34343434 15.65656566],0
s1,1,0.931427,0.007405,[ 2 69] ; [ 1 31],[ 2.06796117 68.93203883] ; [ 0.93203883 31.06796117],0
a2,1,0.938782,0.005898,[ 7 64] ; [ 3 29],[ 6.89320388 64.10679612] ; [ 3.10679612 28.89320388],0
a4,1,0.969633,0.001449,[18 53] ; [ 8 24],[17.9223301 53.0776699] ; [ 8.0776699 23.9223301],0
d3,1,0.996333,2.1e-05,[51 20] ; [23  9],[51.00970874 19.99029126] ; [22.99029126  9.00970874],0
