Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,35.69141,[147   7] ; [59 29],[131.09090909  22.90909091] ; [74.90909091 13.09090909],1
a2,1,0.43004,0.622716,[ 24 132] ; [17 71],[ 26.21311475 129.78688525] ; [14.78688525 73.21311475],0
s4,1,0.473957,0.512736,[ 26 129] ; [18 70],[ 28.06584362 126.93415638] ; [15.93415638 72.06584362],0
u2,1,0.51175,0.430487,[28 34] ; [13 21],[26.47916667 35.52083333] ; [14.52083333 19.47916667],0
a6,1,0.553055,0.351873,[101  55] ; [53 34],[98.86419753 57.13580247] ; [55.13580247 31.86419753],0
d4,1,0.584481,0.299047,[115  40] ; [61 25],[113.19502075  41.80497925] ; [62.80497925 23.19502075],0
b4,1,0.61705,0.250036,[92 64] ; [49 39],[90.14754098 65.85245902] ; [50.85245902 37.14754098],0
u1,1,0.645925,0.211077,[ 19 137] ; [ 9 79],[ 17.90163934 138.09836066] ; [10.09836066 77.90163934],0
a3,1,0.707596,0.14069,[93 63] ; [54 33],[94.37037037 61.62962963] ; [52.62962963 34.37037037],0
p6,1,0.737642,0.11221,[ 21 134] ; [13 73],[ 21.86721992 133.13278008] ; [12.13278008 73.86721992],0
a7,1,0.750558,0.101063,[102  53] ; [59 28],[103.11983471  51.88016529] ; [57.88016529 29.11983471],0
d5,1,0.795258,0.067334,[110  46] ; [62 24],[110.87603306  45.12396694] ; [61.12396694 24.87603306],0
p1,1,0.814363,0.055132,[  8 145] ; [ 4 84],[  7.61825726 145.38174274] ; [ 4.38174274 83.61825726],0
n1,1,0.869546,0.026973,[16 32] ; [14 26],[16.36363636 31.63636364] ; [13.63636364 26.36363636],0
a4,1,0.873402,0.025389,[ 54 102] ; [31 56],[ 54.56790123 101.43209877] ; [30.43209877 56.56790123],0
p3,1,0.878012,0.023559,[ 26 130] ; [14 74],[ 25.57377049 130.42622951] ; [14.42622951 73.57377049],0
d1,1,0.94758,0.004323,[72 84] ; [41 47],[72.24590164 83.75409836] ; [40.75409836 47.24590164],0
