Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.189032,[21  7] ; [ 9 37],[11.35135135 16.64864865] ; [18.64864865 27.35135135],1
n5,1,0.615013,0.25294,[21  7] ; [32 14],[20.05405405  7.94594595] ; [32.94594595 13.05405405],0
n1,1,0.654992,0.199664,[2 3] ; [ 5 12],[1.59090909 3.40909091] ; [ 5.40909091 11.59090909],0
a5,1,0.666089,0.186211,[13 15] ; [19 27],[12.10810811 15.89189189] ; [19.89189189 26.10810811],0
b5,1,0.666089,0.186211,[15 13] ; [27 19],[15.89189189 12.10810811] ; [26.10810811 19.89189189],0
a3,1,0.716372,0.131996,[14 14] ; [21 25],[13.24324324 14.75675676] ; [21.75675676 24.24324324],0
a2,1,0.71919,0.12927,[ 1 27] ; [ 1 45],[ 0.75675676 27.24324324] ; [ 1.24324324 44.75675676],0
a1,1,0.71919,0.12927,[ 1 27] ; [ 1 45],[ 0.75675676 27.24324324] ; [ 1.24324324 44.75675676],0
r4,1,0.746389,0.10459,[21  7] ; [36 10],[21.56756757  6.43243243] ; [35.43243243 10.56756757],0
n6,1,0.766892,0.087878,[22  6] ; [34 11],[21.47945205  6.52054795] ; [34.52054795 10.47945205],0
v2,1,0.802839,0.062338,[11 17] ; [16 28],[10.5 17.5] ; [16.5 27.5],0
s1,1,0.840205,0.040655,[ 1 27] ; [ 2 42],[ 1.16666667 26.83333333] ; [ 1.83333333 42.16666667],0
a8,1,0.842246,0.03961,[ 1 25] ; [ 2 39],[ 1.1641791 24.8358209] ; [ 1.8358209 39.1641791],0
u1,1,0.869545,0.026973,[ 1 27] ; [ 2 44],[ 1.13513514 26.86486486] ; [ 1.86486486 44.13513514],0
s6,1,0.876587,0.024117,[19  8] ; [31 12],[19.28571429  7.71428571] ; [30.71428571 12.28571429],0
s5,1,0.880525,0.022591,[10 15] ; [18 25],[10.29411765 14.70588235] ; [17.70588235 25.29411765],0
d2,1,0.912994,0.011938,[ 4 24] ; [ 7 39],[ 4.16216216 23.83783784] ; [ 6.83783784 39.16216216],0
a4,1,0.915824,0.011171,[ 7 21] ; [11 35],[ 6.81081081 21.18918919] ; [11.18918919 34.81081081],0
p1,1,0.917774,0.010658,[ 2 26] ; [ 3 43],[ 1.89189189 26.10810811] ; [ 3.10810811 42.89189189],0
