Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.834867,[ 8 31] ; [101  29],[25.15384615 13.84615385] ; [83.84615385 46.15384615],1
d1,1,0.73169,0.117565,[15 24] ; [54 76],[15.92307692 23.07692308] ; [53.07692308 76.92307692],0
n4,1,0.796595,0.066439,[24 15] ; [77 53],[23.30769231 15.69230769] ; [77.69230769 52.30769231],0
b4,1,0.819933,0.051816,[22 17] ; [76 54],[22.61538462 16.38461538] ; [75.38461538 54.61538462],0
s4,1,0.836745,0.04246,[ 6 33] ; [ 18 110],[ 5.60479042 33.39520958] ; [ 18.39520958 109.60479042],0
a3,1,0.870567,0.026549,[22 16] ; [76 52],[22.43373494 15.56626506] ; [75.56626506 52.43373494],0
p5,1,0.908285,0.013271,[ 1 37] ; [  3 127],[ 0.9047619 37.0952381] ; [  3.0952381 126.9047619],0
b2,1,0.931133,0.007468,[ 8 18] ; [23 54],[ 7.82524272 18.17475728] ; [23.17475728 53.82524272],0
b3,1,0.931133,0.007468,[ 8 18] ; [23 54],[ 7.82524272 18.17475728] ; [23.17475728 53.82524272],0
p12,1,0.931771,0.00733,[ 1 38] ; [  3 126],[ 0.92857143 38.07142857] ; [  3.07142857 125.92857143],0
a5,1,0.93258,0.007157,[21 18] ; [71 59],[21.23076923 17.76923077] ; [70.76923077 59.23076923],0
n5,1,0.955194,0.003157,[20 19] ; [66 64],[19.84615385 19.15384615] ; [66.15384615 63.84615385],0
n1,1,0.976756,0.000849,[ 8 13] ; [20 32],[ 8.05479452 12.94520548] ; [19.94520548 32.05479452],0
