Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,2e-06,22.664532,[ 5 26] ; [28 10],[14.82608696 16.17391304] ; [18.17391304 19.82608696],1
s8,1,0.436223,0.606199,[11 20] ; [17 21],[12.57971014 18.42028986] ; [15.42028986 22.57971014],0
n4,1,0.444175,0.585473,[ 9 22] ; [ 8 30],[ 7.63768116 23.36231884] ; [ 9.36231884 28.63768116],0
p5,1,0.48686,0.483458,[ 4 26] ; [ 3 34],[ 3.13432836 26.86567164] ; [ 3.86567164 33.13432836],0
p12,1,0.501442,0.451884,[ 3 28] ; [ 2 35],[ 2.27941176 28.72058824] ; [ 2.72058824 34.27941176],0
p7,1,0.556098,0.346505,[18 12] ; [19 17],[16.81818182 13.18181818] ; [20.18181818 15.81818182],0
n1,1,0.571107,0.320833,[3 5] ; [7 7],[3.63636364 4.36363636] ; [6.36363636 7.63636364],0
a7,1,0.588388,0.292869,[21 10] ; [28 10],[22.01449275  8.98550725] ; [26.98550725 11.01449275],0
p8,1,0.60374,0.269392,[14 17] ; [14 22],[12.95522388 18.04477612] ; [15.04477612 20.95522388],0
s6,1,0.669111,0.182644,[24  7] ; [31  7],[24.71014493  6.28985507] ; [30.28985507  7.71014493],0
u2,1,0.691398,0.157576,[8 7] ; [5 6],[7.5 7.5] ; [5.5 5.5],0
s2,1,0.698941,0.149576,[19 12] ; [25 13],[19.76811594 11.23188406] ; [24.23188406 13.76811594],0
b2,1,0.720786,0.127741,[ 6 11] ; [ 9 13],[ 6.53846154 10.46153846] ; [ 8.46153846 13.53846154],0
b3,1,0.720786,0.127741,[ 6 11] ; [ 9 13],[ 6.53846154 10.46153846] ; [ 8.46153846 13.53846154],0
v2,1,0.725745,0.123054,[15 16] ; [20 18],[15.72463768 15.27536232] ; [19.27536232 18.72463768],0
b4,1,0.77141,0.084408,[23  8] ; [27 11],[22.46376812  8.53623188] ; [27.53623188 10.46376812],0
v1,1,0.779309,0.078523,[14 16] ; [16 21],[13.43283582 16.56716418] ; [16.56716418 20.43283582],0
s3,1,0.790187,0.070792,[18 12] ; [24 14],[18.52941176 11.47058824] ; [23.47058824 14.52941176],0
s7,1,0.80519,0.060829,[15 16] ; [18 17],[15.5 15.5] ; [17.5 17.5],0
s1,1,0.818093,0.0529,[ 2 29] ; [ 3 35],[ 2.24637681 28.75362319] ; [ 2.75362319 35.24637681],0
b1,1,0.819112,0.052298,[ 9 22] ; [12 26],[ 9.43478261 21.56521739] ; [11.56521739 26.43478261],0
p2,1,0.826573,0.048004,[22  8] ; [28  9],[22.3880597  7.6119403] ; [27.6119403  9.3880597],0
r3,1,0.883644,0.021419,[30  1] ; [37  1],[30.10144928  0.89855072] ; [36.89855072  1.10144928],0
b5,1,0.932849,0.0071,[16 15] ; [20 18],[16.17391304 14.82608696] ; [19.82608696 18.17391304],0
n2,1,0.933249,0.007015,[5 3] ; [9 5],[5.09090909 2.90909091] ; [8.90909091 5.09090909],0
r4,1,0.969427,0.001469,[26  5] ; [32  6],[26.05797101  4.94202899] ; [31.94202899  6.05797101],0
v3,1,0.980821,0.000578,[ 9 21] ; [11 26],[ 8.95522388 21.04477612] ; [11.04477612 25.95522388],0
