Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-06,25.0162,[ 68 101] ; [92 41],[89.53642384 79.46357616] ; [70.46357616 62.53642384],1
d5,1,0.549003,0.359106,[149  27] ; [115  25],[147.03797468  28.96202532] ; [116.96202532  23.03797468],0
b1,1,0.562464,0.335457,[ 71 105] ; [52 88],[ 68.50632911 107.49367089] ; [54.49367089 85.50632911],0
p10,1,0.598582,0.277141,[122  54] ; [98 38],[124.1025641  51.8974359] ; [95.8974359 40.1025641],0
n4,1,0.669988,0.181616,[115  61] ; [94 45],[116.77460317  59.22539683] ; [92.22539683 46.77460317],0
b4,1,0.673329,0.177733,[104  72] ; [86 54],[105.82278481  70.17721519] ; [84.17721519 55.82278481],0
d1,1,0.688742,0.160451,[107  69] ; [82 58],[105.26582278  70.73417722] ; [83.73417722 56.26582278],0
a2,1,0.715308,0.133033,[ 36 140] ; [ 31 109],[ 37.3164557 138.6835443] ; [ 29.6835443 110.3164557],0
u3,1,0.821115,0.051126,[27 26] ; [15 16],[26.5 26.5] ; [15.5 15.5],0
u1,1,0.83938,0.041082,[ 24 152] ; [ 18 122],[ 23.39240506 152.60759494] ; [ 18.60759494 121.39240506],0
n6,1,0.989219,0.000183,[132  43] ; [104  34],[131.94888179  43.05111821] ; [104.05111821  33.94888179],0
