Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.078412,[42 27] ; [ 3 31],[30.14563107 38.85436893] ; [14.85436893 19.14563107],1
a4,1,0.526769,0.400621,[30 43] ; [18 20],[31.56756757 41.43243243] ; [16.43243243 21.56756757],0
s4,1,0.59286,0.2859,[ 8 64] ; [ 3 35],[ 7.2 64.8] ; [ 3.8 34.2],0
p8,1,0.625447,0.238286,[18 55] ; [11 27],[19.07207207 53.92792793] ; [ 9.92792793 28.07207207],0
u4,1,0.635368,0.224852,[ 1 72] ; [ 1 37],[ 1.31531532 71.68468468] ; [ 0.68468468 37.31531532],0
d2,1,0.676596,0.173983,[40 32] ; [19 18],[38.97247706 33.02752294] ; [20.02752294 16.97247706],0
b1,1,0.689502,0.159625,[26 47] ; [15 23],[26.96396396 46.03603604] ; [14.03603604 23.96396396],0
n4,1,0.703309,0.145052,[58 15] ; [29  9],[57.21621622 15.78378378] ; [29.78378378  8.21621622],0
v2,1,0.725288,0.123482,[51 21] ; [25 12],[50.20183486 21.79816514] ; [25.79816514 11.20183486],0
b4,1,0.781338,0.077048,[50 23] ; [27 11],[50.63963964 22.36036036] ; [26.36036036 11.63963964],0
a3,1,0.78738,0.072746,[54 19] ; [29  9],[54.58558559 18.41441441] ; [28.41441441  9.58558559],0
n2,1,0.804113,0.061517,[13  6] ; [8 3],[13.3  5.7] ; [7.7 3.3],0
n3,1,0.832894,0.044518,[14  5] ; [7 3],[13.75862069  5.24137931] ; [7.24137931 2.75862069],0
p6,1,0.943717,0.004984,[11 61] ; [ 6 32],[11.12727273 60.87272727] ; [ 5.87272727 32.12727273],0
n1,1,0.954001,0.003327,[ 7 11] ; [4 6],[ 7.07142857 10.92857143] ; [3.92857143 6.07142857],0
r2,1,0.961861,0.002287,[69  4] ; [36  2],[69.05405405  3.94594595] ; [35.94594595  2.05405405],0
a7,1,0.969395,0.001472,[55 18] ; [28  9],[55.08181818 17.91818182] ; [27.91818182  9.08181818],0
