Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,7.2e-05,15.752727,[ 7 47] ; [26 28],[16.5 37.5] ; [16.5 37.5],1
d4,1,0.227946,1.453634,[45 13] ; [50  8],[47.5 10.5] ; [47.5 10.5],0
n3,1,0.23314,1.421602,[11  5] ; [13  2],[12.38709677  3.61290323] ; [11.61290323  3.38709677],0
n1,1,0.25341,1.304405,[ 6 12] ; [7 6],[ 7.5483871 10.4516129] ; [5.4516129 7.5483871],0
p6,1,0.274927,1.191997,[12 46] ; [16 38],[14.5 43.5] ; [13.5 40.5],0
a8,1,0.323611,0.974296,[ 8 49] ; [ 4 46],[ 6.39252336 50.60747664] ; [ 5.60747664 44.39252336],0
u3,1,0.385223,0.753968,[20  4] ; [10  4],[18.94736842  5.05263158] ; [11.05263158  2.94736842],0
b2,1,0.390882,0.736197,[ 9 30] ; [10 21],[10.58571429 28.41428571] ; [ 8.41428571 22.58571429],0
b3,1,0.390882,0.736197,[ 9 30] ; [10 21],[10.58571429 28.41428571] ; [ 8.41428571 22.58571429],0
n2,1,0.391805,0.733333,[12  6] ; [12  3],[13.09090909  4.90909091] ; [10.90909091  4.09090909],0
p7,1,0.392459,0.73131,[26 30] ; [30 25],[28.25225225 27.74774775] ; [27.74774775 27.25225225],0
s2,1,0.450805,0.568627,[22 36] ; [26 32],[24. 34.] ; [24. 34.],0
s4,1,0.47688,0.50599,[11 48] ; [ 8 50],[ 9.58119658 49.41880342] ; [ 9.41880342 48.58119658],0
d3,1,0.555445,0.347652,[37 21] ; [40 18],[38.5 19.5] ; [38.5 19.5],0
s6,1,0.567771,0.326427,[30 29] ; [32 25],[31.53448276 27.46551724] ; [30.46551724 26.53448276],0
a1,1,0.568731,0.32481,[ 2 57] ; [ 1 57],[ 1.51282051 57.48717949] ; [ 1.48717949 56.51282051],0
p9,1,0.581095,0.304468,[39 20] ; [39 16],[40.36842105 18.63157895] ; [37.63157895 17.36842105],0
a7,1,0.593626,0.284717,[39 20] ; [41 17],[40.34188034 18.65811966] ; [39.65811966 18.34188034],0
r2,1,0.63362,0.227184,[57  2] ; [55  3],[56.47863248  2.52136752] ; [55.52136752  2.47863248],0
s8,1,0.648063,0.208351,[19 40] ; [21 37],[20.17094017 38.82905983] ; [19.82905983 38.17094017],0
b4,1,0.650082,0.205796,[35 24] ; [32 26],[33.78632479 25.21367521] ; [33.21367521 24.78632479],0
a2,1,0.65329,0.201777,[11 48] ; [ 9 49],[10.08547009 48.91452991] ; [ 9.91452991 48.08547009],0
d2,1,0.704239,0.144099,[24 34] ; [22 36],[23. 35.] ; [23. 35.],0
p1,1,0.728539,0.120457,[ 4 54] ; [ 5 53],[ 4.5 53.5] ; [ 4.5 53.5],0
s5,1,0.780702,0.077509,[12 44] ; [13 42],[12.61261261 43.38738739] ; [12.38738739 42.61261261],0
n4,1,0.785379,0.074156,[32 27] ; [30 28],[31.26495726 27.73504274] ; [30.73504274 27.26495726],0
a4,1,0.793139,0.068768,[21 38] ; [22 36],[21.68376068 37.31623932] ; [21.31623932 36.68376068],0
p11,1,0.899831,0.015844,[38 21] ; [38 20],[38.32478632 20.67521368] ; [37.67521368 20.32478632],0
p2,1,0.916565,0.010975,[45 14] ; [43 14],[44.75862069 14.24137931] ; [43.24137931 13.75862069],0
b1,1,0.929413,0.007847,[28 31] ; [28 30],[28.23931624 30.76068376] ; [27.76068376 30.23931624],0
u1,1,0.975066,0.000977,[ 6 53] ; [ 6 52],[ 6.05128205 52.94871795] ; [ 5.94871795 52.05128205],0
a6,1,1.0,0.0,[40 18] ; [40 18],[40. 18.] ; [40. 18.],0
