Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,2.5e-05,17.756543,[123  24] ; [31 25],[111.51724138  35.48275862] ; [42.48275862 13.51724138],1
d5,1,0.563398,0.333855,[113  36] ; [41 16],[111.38834951  37.61165049] ; [42.61165049 14.38834951],0
u1,1,0.601336,0.272986,[ 19 130] ; [ 9 49],[ 20.15458937 128.84541063] ; [ 7.84541063 50.15458937],0
s5,1,0.616664,0.250584,[51 91] ; [17 36],[49.51794872 92.48205128] ; [18.48205128 34.51794872],0
a3,1,0.648712,0.207528,[101  47] ; [37 20],[99.62926829 48.37073171] ; [38.37073171 18.62926829],0
p5,1,0.676828,0.173719,[  4 143] ; [ 1 57],[  3.58536585 143.41463415] ; [ 1.41463415 56.58536585],0
a4,1,0.679144,0.171091,[57 92] ; [24 34],[58.30434783 90.69565217] ; [22.69565217 35.30434783],0
n3,1,0.710644,0.137634,[22 11] ; [22  9],[22.6875 10.3125] ; [21.3125  9.6875],0
p3,1,0.761655,0.091996,[ 37 112] ; [13 44],[ 36.16504854 112.83495146] ; [13.83495146 43.16504854],0
a5,1,0.782937,0.075897,[93 56] ; [35 23],[92.1352657 56.8647343] ; [35.8647343 22.1352657],0
s7,1,0.788362,0.072059,[78 68] ; [30 24],[78.84 67.16] ; [29.16 24.84],0
n1,1,0.800184,0.064064,[13 19] ; [14 18],[13.5 18.5] ; [13.5 18.5],0
r1,1,0.858813,0.031643,[114  34] ; [44 14],[113.51456311  34.48543689] ; [44.48543689 13.51456311],0
b2,1,0.949534,0.004006,[34 56] ; [10 16],[34.13793103 55.86206897] ; [ 9.86206897 16.13793103],0
b3,1,0.949534,0.004006,[34 56] ; [10 16],[34.13793103 55.86206897] ; [ 9.86206897 16.13793103],0
a8,1,0.959248,0.002611,[ 23 115] ; [ 9 46],[ 22.88082902 115.11917098] ; [ 9.11917098 45.88082902],0
