Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,81.100716,[ 43 224] ; [147 131],[ 93.08256881 173.91743119] ; [ 96.91743119 181.08256881],1
p8,1,0.005297,7.775101,[ 89 184] ; [124 157],[104.96209386 168.03790614] ; [108.03790614 172.96209386],0
s6,1,0.006861,7.308893,[140 132] ; [176 104],[155.71014493 116.28985507] ; [160.28985507 119.71014493],0
a3,1,0.008936,6.83549,[169 102] ; [208  78],[183.42369838  87.57630162] ; [193.57630162  92.42369838],0
a7,1,0.011916,6.323326,[177  97] ; [212  73],[190.6726297  83.3273703] ; [198.3273703  86.6726297],0
p3,1,0.015787,5.826397,[ 84 189] ; [116 170],[ 97.6744186 175.3255814] ; [102.3255814 183.6744186],0
n2,1,0.016561,5.742318,[58 32] ; [51 11],[64.53947368 25.46052632] ; [44.46052632 17.53947368],0
s2,1,0.020502,5.368659,[101 170] ; [133 150],[114.46570397 156.53429603] ; [119.53429603 163.46570397],0
s5,1,0.020994,5.32733,[ 55 215] ; [ 80 197],[ 66.63619744 203.36380256] ; [ 68.36380256 208.63619744],0
b1,1,0.025932,4.960556,[114 160] ; [ 93 193],[101.28214286 172.71785714] ; [105.71785714 180.28214286],0
p2,1,0.032461,4.573989,[193  81] ; [224  62],[204.03214286  69.96785714] ; [212.96785714  73.03214286],0
p4,1,0.034309,4.479223,[105 168] ; [134 149],[117.35071942 155.64928058] ; [121.64928058 161.35071942],0
n4,1,0.03948,4.240101,[179  94] ; [209  75],[190.16876122  82.83123878] ; [197.83123878  86.16876122],0
n3,1,0.040643,4.190855,[54 33] ; [49 14],[59.74 27.26] ; [43.26 19.74],0
d2,1,0.042019,4.134446,[108 163] ; [138 147],[119.9028777 151.0971223] ; [126.0971223 158.9028777],0
a2,1,0.043582,4.072667,[ 48 226] ; [ 70 216],[ 57.73571429 216.26428571] ; [ 60.26428571 225.73571429],0
a4,1,0.060309,3.528873,[ 99 173] ; [126 159],[109.87432675 162.12567325] ; [115.12567325 169.87432675],0
u1,1,0.084427,2.977558,[ 32 242] ; [ 48 238],[ 39.14285714 234.85714286] ; [ 40.85714286 245.14285714],0
s3,1,0.135729,2.225728,[127 143] ; [149 130],[135.73770492 134.26229508] ; [140.26229508 138.73770492],0
s4,1,0.137529,2.205388,[ 51 222] ; [ 40 245],[ 44.52150538 228.47849462] ; [ 46.47849462 238.52150538],0
a6,1,0.142623,2.14943,[173 100] ; [198  88],[181.18604651  91.81395349] ; [189.81395349  96.18604651],0
a8,1,0.273974,1.196743,[ 30 227] ; [ 38 216],[ 34.19960861 222.80039139] ; [ 33.80039139 220.19960861],0
p1,1,0.274527,1.193986,[ 17 255] ; [ 12 274],[ 14.13620072 257.86379928] ; [ 14.86379928 271.13620072],0
n5,1,0.292318,1.108913,[180  93] ; [197  84],[185.77797834  87.22202166] ; [191.22202166  89.77797834],0
n1,1,0.303724,1.057769,[33 56] ; [18 44],[30.05960265 58.94039735] ; [20.94039735 41.05960265],0
p12,1,0.437869,0.601861,[  9 264] ; [ 13 271],[ 10.78276481 262.21723519] ; [ 11.21723519 272.78276481],0
u2,1,0.457273,0.552561,[53 51] ; [34 41],[50.54748603 53.45251397] ; [36.45251397 38.54748603],0
u4,1,0.514843,0.424211,[  3 271] ; [  5 281],[  3.91428571 270.08571429] ; [  4.08571429 281.91428571],0
b5,1,0.594254,0.28375,[167 107] ; [168 118],[163.91071429 110.08928571] ; [171.08928571 114.91071429],0
a1,1,0.753286,0.09879,[ 13 261] ; [ 12 274],[ 12.23214286 261.76785714] ; [ 12.76785714 273.23214286],0
b4,1,0.804168,0.061482,[159 115] ; [163 123],[157.55 116.45] ; [164.45 121.55],0
u3,1,0.830401,0.045876,[55 49] ; [40 38],[54.28571429 49.71428571] ; [40.71428571 37.28571429],0
b2,1,0.993033,7.6e-05,[ 48 114] ; [ 50 119],[ 47.96374622 114.03625378] ; [ 50.03625378 118.96374622],0
b3,1,0.993033,7.6e-05,[ 48 114] ; [ 50 119],[ 47.96374622 114.03625378] ; [ 50.03625378 118.96374622],0
