Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.123172,[ 9 23] ; [69 21],[20.45901639 11.54098361] ; [57.54098361 32.45901639],1
b5,1,0.527285,0.399621,[13 20] ; [43 51],[14.5511811 18.4488189] ; [41.4488189 52.5511811],0
v1,1,0.554839,0.34872,[16 16] ; [51 40],[17.43089431 14.56910569] ; [49.56910569 41.43089431],0
p7,1,0.597655,0.278547,[25  8] ; [66 27],[23.83333333  9.16666667] ; [67.16666667 25.83333333],0
a6,1,0.614244,0.254041,[15 18] ; [38 56],[13.77165354 19.22834646] ; [39.22834646 54.77165354],0
s4,1,0.619179,0.247024,[ 7 26] ; [24 70],[ 8.05511811 24.94488189] ; [22.94488189 71.05511811],0
b2,1,0.648434,0.20788,[10 14] ; [32 36],[10.95652174 13.04347826] ; [31.04347826 36.95652174],0
b3,1,0.648434,0.20788,[10 14] ; [32 36],[10.95652174 13.04347826] ; [31.04347826 36.95652174],0
n4,1,0.684259,0.165371,[28  5] ; [76 17],[27.23809524  5.76190476] ; [76.76190476 16.23809524],0
d2,1,0.754868,0.097485,[16 16] ; [50 44],[16.76190476 15.23809524] ; [49.23809524 44.76190476],0
b4,1,0.785983,0.073729,[17 16] ; [51 43],[17.66929134 15.33070866] ; [50.33070866 43.66929134],0
u1,1,0.789481,0.071281,[ 2 31] ; [ 7 87],[ 2.33858268 30.66141732] ; [ 6.66141732 87.33858268],0
a1,1,0.789481,0.071281,[ 2 31] ; [ 7 87],[ 2.33858268 30.66141732] ; [ 6.66141732 87.33858268],0
s1,1,0.872431,0.025783,[ 2 31] ; [ 5 89],[ 1.81889764 31.18110236] ; [ 5.18110236 88.81889764],0
p11,1,0.893,0.018093,[26  7] ; [73 21],[25.72440945  7.27559055] ; [73.27559055 20.72440945],0
p1,1,0.907719,0.013436,[ 4 29] ; [12 81],[ 4.19047619 28.80952381] ; [11.80952381 81.19047619],0
p2,1,0.990036,0.000156,[27  6] ; [76 17],[26.97619048  6.02380952] ; [76.02380952 16.97619048],0
