Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,3.3e-05,17.245622,[39 22] ; [126  16],[49.58128079 11.41871921] ; [115.41871921  26.58128079],1
r2,1,0.192237,1.700393,[56  6] ; [137   7],[58.08737864  3.91262136] ; [134.91262136   9.08737864],0
a2,1,0.203862,1.614487,[17 45] ; [ 28 116],[13.54368932 48.45631068] ; [ 31.45631068 112.54368932],0
a6,1,0.207301,1.590179,[37 25] ; [99 45],[40.93203883 21.06796117] ; [95.06796117 48.93203883],0
s1,1,0.251832,1.313109,[ 5 56] ; [  6 136],[ 3.30541872 57.69458128] ; [  7.69458128 134.30541872],0
u1,1,0.257067,1.284484,[14 48] ; [ 23 121],[11.13592233 50.86407767] ; [ 25.86407767 118.13592233],0
b5,1,0.26128,1.261964,[39 23] ; [102  42],[42.4368932 19.5631068] ; [98.5631068 45.4368932],0
a4,1,0.278351,1.175125,[30 31] ; [59 85],[26.48292683 34.51707317] ; [62.51707317 81.48292683],0
b2,1,0.283248,1.151441,[17 23] ; [25 52],[14.35897436 25.64102564] ; [27.64102564 49.35897436],0
b3,1,0.283248,1.151441,[17 23] ; [25 52],[14.35897436 25.64102564] ; [27.64102564 49.35897436],0
d3,1,0.288749,1.125444,[37 25] ; [97 47],[40.33009709 21.66990291] ; [93.66990291 50.33009709],0
a8,1,0.338482,0.916173,[ 4 53] ; [ 15 114],[ 5.82258065 51.17741935] ; [ 13.17741935 115.82258065],0
s2,1,0.379399,0.772649,[36 25] ; [93 49],[38.7635468 22.2364532] ; [90.2364532 51.7635468],0
r3,1,0.38518,0.754104,[56  6] ; [135   9],[57.48543689  4.51456311] ; [133.51456311  10.48543689],0
v2,1,0.419053,0.652971,[28 29] ; [76 61],[30.55670103 26.44329897] ; [73.44329897 63.55670103],0
s5,1,0.446436,0.579685,[23 36] ; [46 92],[20.66497462 38.33502538] ; [48.33502538 89.66497462],0
n3,1,0.46645,0.530372,[15  8] ; [31 11],[16.27692308  6.72307692] ; [29.72307692 12.27692308],0
d2,1,0.476697,0.506409,[35 27] ; [73 70],[32.66341463 29.33658537] ; [75.33658537 67.66341463],0
p12,1,0.497747,0.459737,[ 8 54] ; [ 14 130],[ 6.62135922 55.37864078] ; [ 15.37864078 128.62135922],0
d4,1,0.527642,0.398931,[48 14] ; [117  27],[49.66019417 12.33980583] ; [115.33980583  28.66019417],0
n1,1,0.585608,0.297255,[11 11] ; [18 24],[ 9.96875 12.03125] ; [19.03125 22.96875],0
b4,1,0.671763,0.179546,[39 23] ; [95 49],[40.33009709 21.66990291] ; [93.66990291 50.33009709],0
a3,1,0.688833,0.160352,[42 19] ; [95 49],[40.76585366 20.23414634] ; [96.23414634 47.76585366],0
p1,1,0.706058,0.142246,[ 5 57] ; [ 14 130],[ 5.7184466 56.2815534] ; [ 13.2815534 130.7184466],0
p6,1,0.722736,0.125887,[10 52] ; [ 26 117],[10.88780488 51.11219512] ; [ 25.11219512 117.88780488],0
s8,1,0.74737,0.103754,[31 31] ; [68 75],[29.94146341 32.05853659] ; [69.05853659 73.94146341],0
r4,1,0.759913,0.093388,[56  6] ; [128  16],[55.37864078  6.62135922] ; [128.62135922  15.37864078],0
n6,1,0.77595,0.080997,[52 10] ; [123  21],[52.66990291  9.33009709] ; [122.33009709  21.66990291],0
u3,1,0.799538,0.064488,[12  8] ; [31 18],[12.46376812  7.53623188] ; [30.53623188 18.46376812],0
a5,1,0.935002,0.006651,[44 18] ; [103  41],[44.24271845 17.75728155] ; [102.75728155  41.24271845],0
s7,1,0.962175,0.002249,[31 28] ; [72 66],[30.84771574 28.15228426] ; [72.15228426 65.84771574],0
u2,1,0.974475,0.001024,[12  8] ; [29 19],[12.05882353  7.94117647] ; [28.94117647 19.05882353],0
n2,1,0.992755,8.2e-05,[17  6] ; [31 11],[16.98461538  6.01538462] ; [31.01538462 10.98461538],0
r1,1,0.998546,3e-06,[49 13] ; [113  30],[48.99512195 13.00487805] ; [113.00487805  29.99512195],0
p5,1,1.0,0.0,[ 5 55] ; [ 12 132],[ 5. 55.] ; [ 12. 132.],0
