Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,31.606161,[84 17] ; [10 22],[71.38345865 29.61654135] ; [22.61654135  9.38345865],1
s5,1,0.37037,0.802421,[36 60] ; [14 16],[38.0952381 57.9047619] ; [11.9047619 18.0952381],0
u4,1,0.382708,0.761986,[  1 101] ; [ 1 31],[  1.52238806 100.47761194] ; [ 0.47761194 31.52238806],0
p6,1,0.389867,0.739358,[26 73] ; [ 6 26],[24.18320611 74.81679389] ; [ 7.81679389 24.18320611],0
p2,1,0.405406,0.692232,[72 30] ; [25  7],[73.8358209 28.1641791] ; [23.1641791  8.8358209],0
s7,1,0.424908,0.636701,[75 25] ; [21 10],[73.28244275 26.71755725] ; [22.71755725  8.28244275],0
r1,1,0.431611,0.618485,[85 16] ; [25  7],[83.53383459 17.46616541] ; [26.46616541  5.53383459],0
d3,1,0.433619,0.61311,[59 43] ; [21 11],[60.89552239 41.10447761] ; [19.10447761 12.89552239],0
p9,1,0.462768,0.539192,[86 15] ; [28  3],[87.22727273 13.77272727] ; [26.77272727  4.22727273],0
b4,1,0.495785,0.463946,[58 44] ; [16 16],[56.32835821 45.67164179] ; [17.67164179 14.32835821],0
d4,1,0.502612,0.449416,[85 17] ; [25  7],[83.73134328 18.26865672] ; [26.26865672  5.73134328],0
v4,1,0.540801,0.374057,[96  6] ; [31  1],[96.67164179  5.32835821] ; [30.32835821  1.67164179],0
n3,1,0.564222,0.332447,[17  7] ; [8 5],[16.21621622  7.78378378] ; [8.78378378 4.21621622],0
r2,1,0.594835,0.282857,[96  4] ; [30  2],[95.45454545  4.54545455] ; [30.54545455  1.45454545],0
n1,1,0.64155,0.216721,[11 13] ; [7 6],[11.67567568 12.32432432] ; [6.32432432 6.67567568],0
p1,1,0.643573,0.214099,[ 9 93] ; [ 2 30],[ 8.37313433 93.62686567] ; [ 2.62686567 29.37313433],0
r4,1,0.643573,0.214099,[93  9] ; [30  2],[93.62686567  8.37313433] ; [29.37313433  2.62686567],0
s6,1,0.648,0.208431,[81 20] ; [26  5],[81.87121212 19.12878788] ; [25.12878788  5.87121212],0
b5,1,0.648215,0.208159,[62 40] ; [18 14],[60.89552239 41.10447761] ; [19.10447761 12.89552239],0
u2,1,0.664001,0.1887,[13  9] ; [8 4],[13.58823529  8.41176471] ; [7.41176471 4.58823529],0
r3,1,0.671524,0.179825,[97  5] ; [31  1],[97.43283582  4.56716418] ; [30.56716418  1.43283582],0
a1,1,0.671524,0.179825,[ 5 97] ; [ 1 31],[ 4.56716418 97.43283582] ; [ 1.43283582 30.56716418],0
p10,1,0.675332,0.175428,[84 16] ; [27  4],[84.73282443 15.26717557] ; [26.26717557  4.73282443],0
d5,1,0.683138,0.166615,[86 16] ; [26  6],[85.25373134 16.74626866] ; [26.74626866  5.25373134],0
p5,1,0.69375,0.155055,[ 5 97] ; [ 1 30],[ 4.60150376 97.39849624] ; [ 1.39849624 29.60150376],0
n2,1,0.825309,0.048718,[20  5] ; [10  3],[19.73684211  5.26315789] ; [10.26315789  2.73684211],0
v1,1,0.846331,0.037559,[52 45] ; [16 15],[51.53125 45.46875] ; [16.46875 14.53125],0
p12,1,0.916008,0.011123,[ 7 93] ; [ 2 29],[ 6.87022901 93.12977099] ; [ 2.12977099 28.87022901],0
