Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.000182,14.009833,[28  7] ; [13 23],[20.21126761 14.78873239] ; [20.78873239 15.21126761],1
n4,1,0.539583,0.376313,[21 14] ; [19 17],[19.71830986 15.28169014] ; [20.28169014 15.71830986],0
p6,1,0.561883,0.336455,[ 5 29] ; [ 7 28],[ 5.91304348 28.08695652] ; [ 6.08695652 28.91304348],0
s5,1,0.561883,0.336455,[ 5 29] ; [ 7 28],[ 5.91304348 28.08695652] ; [ 6.08695652 28.91304348],0
s4,1,0.561993,0.336265,[ 5 30] ; [ 7 29],[ 5.91549296 29.08450704] ; [ 6.08450704 29.91549296],0
n6,1,0.584076,0.299691,[22 12] ; [21 15],[20.88571429 13.11428571] ; [22.11428571 13.88571429],0
s3,1,0.606603,0.265152,[12 23] ; [10 25],[11. 24.] ; [11. 24.],0
p4,1,0.633719,0.227051,[ 8 27] ; [10 26],[ 8.87323944 26.12676056] ; [ 9.12676056 26.87323944],0
s1,1,0.661828,0.191311,[ 4 31] ; [ 3 33],[ 3.45070423 31.54929577] ; [ 3.54929577 32.45070423],0
n3,1,0.704786,0.143541,[5 6] ; [10  9],[5.5 5.5] ; [9.5 9.5],0
s8,1,0.716542,0.13183,[ 7 28] ; [ 6 30],[ 6.4084507 28.5915493] ; [ 6.5915493 29.4084507],0
s7,1,0.719791,0.128693,[ 8 25] ; [ 7 27],[ 7.3880597 25.6119403] ; [ 7.6119403 26.3880597],0
a1,1,0.755404,0.097046,[ 4 31] ; [ 5 31],[ 4.43661972 30.56338028] ; [ 4.56338028 31.43661972],0
u3,1,0.765688,0.088816,[3 5] ; [ 6 13],[2.66666667 5.33333333] ; [ 6.33333333 12.66666667],0
p1,1,0.802045,0.062851,[ 6 29] ; [ 7 29],[ 6.4084507 28.5915493] ; [ 6.5915493 29.4084507],0
p7,1,0.854686,0.033541,[10 25] ; [11 25],[10.35211268 24.64788732] ; [10.64788732 25.35211268],0
p3,1,0.885969,0.020565,[ 8 26] ; [ 9 27],[ 8.25714286 25.74285714] ; [ 8.74285714 27.25714286],0
p11,1,0.914383,0.011559,[16 19] ; [16 20],[15.77464789 19.22535211] ; [16.22535211 19.77464789],0
s6,1,0.932409,0.007194,[12 23] ; [12 24],[11.83098592 23.16901408] ; [12.16901408 23.83098592],0
s2,1,0.940751,0.005524,[10 25] ; [10 26],[ 9.85915493 25.14084507] ; [10.14084507 25.85915493],0
b3,1,0.970962,0.001325,[11 14] ; [10 13],[10.9375 14.0625] ; [10.0625 12.9375],0
b2,1,0.970962,0.001325,[11 14] ; [10 13],[10.9375 14.0625] ; [10.0625 12.9375],0
