Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,3e-06,21.741641,[117  41] ; [14 26],[104.53535354  53.46464646] ; [26.46464646 13.53535354],1
v1,1,0.097873,2.739858,[98 57] ; [19 20],[93.47938144 61.52061856] ; [23.52061856 15.47938144],0
r1,1,0.11339,2.506329,[135  23] ; [30 10],[131.66666667  26.33333333] ; [33.33333333  6.66666667],0
r4,1,0.133723,2.24874,[149   9] ; [35  5],[146.82828283  11.17171717] ; [37.17171717  2.82828283],0
s4,1,0.13461,2.23852,[ 42 114] ; [ 6 33],[ 38.4 117.6] ; [ 9.6 29.4],0
u1,1,0.145966,2.113905,[ 41 117] ; [ 6 34],[ 37.50505051 120.49494949] ; [ 9.49494949 30.50505051],0
a7,1,0.180797,1.791065,[115  42] ; [25 15],[111.57360406  45.42639594] ; [28.42639594 11.57360406],0
u3,1,0.272152,1.20587,[20 15] ; [9 3],[21.59574468 13.40425532] ; [7.40425532 4.59574468],0
a2,1,0.325493,0.966747,[ 48 110] ; [ 9 31],[ 45.48484848 112.51515152] ; [11.51515152 28.48484848],0
s5,1,0.336048,0.925452,[79 69] ; [16 20],[76.41304348 71.58695652] ; [18.58695652 17.41304348],0
n5,1,0.338369,0.9166,[136  22] ; [32  8],[134.06060606  23.93939394] ; [33.93939394  6.06060606],0
s7,1,0.339282,0.913141,[114  38] ; [27 13],[111.625  40.375] ; [29.375 10.625],0
n2,1,0.367448,0.812276,[20  5] ; [11  1],[20.94594595  4.05405405] ; [10.05405405  1.94594595],0
b4,1,0.387281,0.747461,[91 67] ; [20 20],[88.57575758 69.42424242] ; [22.42424242 17.57575758],0
b3,1,0.401402,0.704124,[46 57] ; [14 12],[47.90697674 55.09302326] ; [12.09302326 13.90697674],0
b2,1,0.401402,0.704124,[46 57] ; [14 12],[47.90697674 55.09302326] ; [12.09302326 13.90697674],0
r3,1,0.420407,0.649177,[153   4] ; [38  2],[152.21827411   4.78172589] ; [38.78172589  1.21827411],0
a1,1,0.423521,0.640525,[ 14 144] ; [ 2 38],[ 12.76767677 145.23232323] ; [ 3.23232323 36.76767677],0
a3,1,0.423579,0.640365,[123  35] ; [28 11],[121.10659898  36.89340102] ; [29.89340102  9.10659898],0
d2,1,0.460812,0.543922,[97 61] ; [22 18],[94.95959596 63.04040404] ; [24.04040404 15.95959596],0
v3,1,0.46288,0.538922,[64 87] ; [14 25],[61.98947368 89.01052632] ; [16.01052632 22.98947368],0
n4,1,0.494973,0.465698,[137  21] ; [33  7],[135.65656566  22.34343434] ; [34.34343434  5.65656566],0
n1,1,0.517482,0.418909,[13 12] ; [7 4],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
v4,1,0.547837,0.361206,[150   8] ; [37  3],[149.22222222   8.77777778] ; [37.77777778  2.22222222],0
n3,1,0.564222,0.332447,[17  8] ; [7 5],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
b1,1,0.573569,0.316748,[75 83] ; [17 23],[73.41414141 84.58585859] ; [18.58585859 21.41414141],0
a6,1,0.582447,0.302295,[102  56] ; [27 12],[103.46192893  54.53807107] ; [25.53807107 13.46192893],0
s8,1,0.628629,0.233924,[109  49] ; [26 14],[107.72727273  50.27272727] ; [27.27272727 12.72727273],0
s1,1,0.647738,0.208764,[  9 148] ; [ 3 36],[  9.6122449 147.3877551] ; [ 2.3877551 36.6122449],0
p1,1,0.654221,0.20062,[ 23 134] ; [ 7 33],[ 23.90862944 133.09137056] ; [ 6.09137056 33.90862944],0
v2,1,0.699643,0.148844,[91 64] ; [21 17],[89.94818653 65.05181347] ; [22.05181347 15.94818653],0
r2,1,0.817346,0.053342,[151   5] ; [39  1],[151.2244898   4.7755102] ; [38.7755102  1.2244898],0
u2,1,0.919135,0.010307,[21 14] ; [7 5],[20.85106383 14.14893617] ; [7.14893617 4.85106383],0
d4,1,0.945215,0.004722,[138  19] ; [35  5],[137.87309645  19.12690355] ; [35.12690355  4.87309645],0
a8,1,0.960155,0.002496,[ 25 126] ; [ 6 31],[ 24.89893617 126.10106383] ; [ 6.10106383 30.89893617],0
