Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,2e-06,22.339275,[ 10 119] ; [12 17],[ 17.96202532 111.03797468] ; [ 4.03797468 24.96202532],1
a6,1,0.388931,0.742281,[88 42] ; [22  7],[89.93710692 40.06289308] ; [20.06289308  8.93710692],0
b1,1,0.442516,0.589749,[44 86] ; [12 17],[45.78616352 84.21383648] ; [10.21383648 18.78616352],0
s7,1,0.446636,0.579174,[42 80] ; [11 15],[43.68918919 78.31081081] ; [ 9.31081081 16.68918919],0
p2,1,0.469146,0.523986,[98 30] ; [24  5],[99.46496815 28.53503185] ; [22.53503185  6.46496815],0
p9,1,0.472148,0.516943,[103  25] ; [25  4],[104.3566879  23.6433121] ; [23.6433121  5.3566879],0
n1,1,0.501594,0.451561,[ 7 16] ; [1 5],[ 6.34482759 16.65517241] ; [1.65517241 4.34482759],0
a2,1,0.605895,0.266196,[ 28 102] ; [ 5 24],[ 26.98113208 103.01886792] ; [ 6.01886792 22.98113208],0
d4,1,0.621209,0.244172,[103  27] ; [21  7],[102.02531646  27.97468354] ; [21.97468354  6.02531646],0
d2,1,0.656796,0.197439,[59 71] ; [14 14],[60.06329114 69.93670886] ; [12.93670886 15.06329114],0
n2,1,0.663986,0.188718,[15  9] ; [5 2],[15.48387097  8.51612903] ; [4.51612903 2.48387097],0
b2,1,0.688329,0.1609,[31 57] ; [ 8 12],[31.77777778 56.22222222] ; [ 7.22222222 12.77777778],0
b3,1,0.688329,0.1609,[31 57] ; [ 8 12],[31.77777778 56.22222222] ; [ 7.22222222 12.77777778],0
n6,1,0.752164,0.099722,[109  21] ; [25  4],[109.55974843  20.44025157] ; [24.44025157  4.55974843],0
a7,1,0.771549,0.084303,[94 36] ; [21  7],[94.62025316 35.37974684] ; [20.37974684  7.62025316],0
d3,1,0.796731,0.066347,[91 39] ; [21  8],[91.57232704 38.42767296] ; [20.42767296  8.57232704],0
d1,1,0.804124,0.061511,[75 55] ; [16 13],[74.40251572 55.59748428] ; [16.59748428 12.40251572],0
a3,1,0.841151,0.040169,[91 38] ; [21  8],[91.44303797 37.55696203] ; [20.55696203  8.44303797],0
a4,1,0.873016,0.025545,[51 78] ; [11 18],[50.62025316 78.37974684] ; [11.37974684 17.62025316],0
n3,1,0.896446,0.01694,[17  6] ; [5 2],[16.86666667  6.13333333] ; [5.13333333 1.86666667],0
n4,1,0.904267,0.014466,[101  28] ; [23  6],[101.24050633  27.75949367] ; [22.75949367  6.24050633],0
b4,1,0.919076,0.010322,[82 48] ; [18 11],[81.76100629 48.23899371] ; [18.23899371 10.76100629],0
p11,1,0.919705,0.010162,[102  28] ; [23  6],[102.20125786  27.79874214] ; [22.79874214  6.20125786],0
r3,1,0.920702,0.00991,[120  10] ; [26  2],[120.12658228   9.87341772] ; [25.87341772  2.12658228],0
d5,1,0.933249,0.007015,[104  26] ; [23  6],[103.83647799  26.16352201] ; [23.16352201  5.83647799],0
n5,1,0.939883,0.005688,[97 32] ; [22  7],[97.15822785 31.84177215] ; [21.84177215  7.15822785],0
a8,1,0.942499,0.005203,[ 15 100] ; [ 3 21],[ 14.89208633 100.10791367] ; [ 3.10791367 20.89208633],0
