Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8e-05,15.550319,[ 9 37] ; [98 91],[20.94468085 25.05531915] ; [ 86.05531915 102.94468085],1
s6,1,0.638425,0.220807,[35 11] ; [149  39],[36.17094017  9.82905983] ; [147.82905983  40.17094017],0
n3,1,0.725655,0.123139,[11  4] ; [26 12],[10.47169811  4.52830189] ; [26.52830189 11.47169811],0
a3,1,0.763717,0.090363,[33 13] ; [132  58],[32.16101695 13.83898305] ; [132.83898305  57.16101695],0
b5,1,0.803429,0.061957,[29 17] ; [116  74],[28.26271186 17.73728814] ; [116.73728814  73.26271186],0
b3,1,0.833017,0.044451,[10 20] ; [40 73],[10.48951049 19.51048951] ; [39.51048951 73.48951049],0
b2,1,0.833017,0.044451,[10 20] ; [40 73],[10.48951049 19.51048951] ; [39.51048951 73.48951049],0
a4,1,0.865728,0.028591,[20 26] ; [ 80 110],[19.49152542 26.50847458] ; [ 80.50847458 109.49152542],0
v3,1,0.903745,0.014625,[16 26] ; [ 70 109],[16.3438914 25.6561086] ; [ 69.6561086 109.3438914],0
v2,1,0.922528,0.009458,[25 20] ; [98 81],[24.70982143 20.29017857] ; [98.29017857 80.70982143],0
r1,1,0.923748,0.009161,[37  9] ; [154  36],[37.22881356  8.77118644] ; [153.77118644  36.22881356],0
u3,1,0.94861,0.004154,[8 5] ; [35 21],[8.10144928 4.89855072] ; [34.89855072 21.10144928],0
v1,1,0.967796,0.00163,[21 23] ; [87 94],[21.12 22.88] ; [86.88 94.12],0
s4,1,0.979346,0.00067,[ 8 38] ; [ 33 155],[ 8.05982906 37.94017094] ; [ 32.94017094 155.05982906],0
