Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.3e-05,15.720863,[23  6] ; [38 63],[13.60769231 15.39230769] ; [47.39230769 53.60769231],1
b1,1,0.244234,1.355991,[15 14] ; [40 61],[12.26923077 16.73076923] ; [42.73076923 58.26923077],0
p2,1,0.245733,1.347399,[22  7] ; [65 36],[19.40769231  9.59230769] ; [67.59230769 33.40769231],0
n6,1,0.245733,1.347399,[22  7] ; [65 36],[19.40769231  9.59230769] ; [67.59230769 33.40769231],0
v3,1,0.253411,1.304398,[ 4 25] ; [23 74],[ 6.21428571 22.78571429] ; [20.78571429 76.21428571],0
r3,1,0.28378,1.148896,[26  3] ; [82 19],[24.09230769  4.90769231] ; [83.90769231 17.09230769],0
u1,1,0.28666,1.135242,[ 3 26] ; [ 5 96],[ 1.78461538 27.21538462] ; [ 6.21538462 94.78461538],0
r4,1,0.292664,1.107324,[23  6] ; [70 31],[20.74615385  8.25384615] ; [72.25384615 28.74615385],0
n1,1,0.300464,1.072133,[ 5 11] ; [ 7 31],[ 3.55555556 12.44444444] ; [ 8.44444444 29.55555556],0
s8,1,0.327627,0.958256,[ 6 22] ; [14 87],[ 4.34108527 23.65891473] ; [15.65891473 85.34108527],0
p1,1,0.332494,0.93916,[ 2 27] ; [ 3 98],[ 1.11538462 27.88461538] ; [ 3.88461538 97.11538462],0
a8,1,0.489798,0.476971,[ 2 25] ; [ 4 92],[ 1.31707317 25.68292683] ; [ 4.68292683 91.31707317],0
d1,1,0.491415,0.473427,[10 19] ; [42 59],[11.6 17.4] ; [40.4 60.6],0
s6,1,0.493857,0.468111,[11 16] ; [34 67],[ 9.4921875 17.5078125] ; [35.5078125 65.4921875],0
b4,1,0.49482,0.466029,[14 15] ; [56 45],[15.61538462 13.38461538] ; [54.38461538 46.61538462],0
a3,1,0.521235,0.411449,[15 14] ; [59 42],[16.50769231 12.49230769] ; [57.49230769 43.50769231],0
a2,1,0.551196,0.355179,[ 4 25] ; [10 91],[ 3.12307692 25.87692308] ; [10.87692308 90.12307692],0
a5,1,0.556692,0.345464,[14 15] ; [55 46],[15.39230769 13.60769231] ; [53.60769231 47.39230769],0
p9,1,0.559665,0.340284,[21  8] ; [66 33],[19.7109375  9.2890625] ; [67.2890625 31.7109375],0
a7,1,0.610904,0.258861,[20  8] ; [67 34],[18.88372093  9.11627907] ; [68.11627907 32.88372093],0
p10,1,0.659003,0.194737,[19 10] ; [61 39],[17.98449612 11.01550388] ; [62.01550388 37.98449612],0
a6,1,0.72274,0.125883,[15 14] ; [56 45],[15.83846154 13.16153846] ; [55.16153846 45.83846154],0
d2,1,0.727562,0.121362,[ 9 20] ; [28 73],[ 8.25384615 20.74615385] ; [28.74615385 72.25384615],0
d3,1,0.750878,0.100795,[18  9] ; [64 37],[17.296875  9.703125] ; [64.703125 36.296875],0
u3,1,0.75702,0.095726,[8 6] ; [22 20],[7.5 6.5] ; [22.5 19.5],0
p11,1,0.757368,0.095443,[19 10] ; [63 38],[18.29230769 10.70769231] ; [63.70769231 37.29230769],0
v2,1,0.774735,0.081903,[13 16] ; [41 57],[12.33070866 16.66929134] ; [41.66929134 56.33070866],0
d5,1,0.828755,0.046785,[20  8] ; [70 31],[19.53488372  8.46511628] ; [70.46511628 30.53488372],0
b5,1,0.831715,0.045157,[19 10] ; [64 37],[18.51538462 10.48461538] ; [64.48461538 36.51538462],0
v1,1,0.908261,0.013278,[10 19] ; [36 65],[10.26153846 18.73846154] ; [35.73846154 65.26153846],0
n5,1,0.916999,0.010861,[10 18] ; [35 66],[ 9.76744186 18.23255814] ; [35.23255814 65.76744186],0
