Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001059,10.721621,[15 11] ; [13 47],[ 8.46511628 17.53488372] ; [19.53488372 40.46511628],0
v4,1,0.199238,1.64795,[22  4] ; [43 17],[19.65116279  6.34883721] ; [45.34883721 14.65116279],0
n3,1,0.20638,1.596639,[6 2] ; [15 15],[4.42105263 3.57894737] ; [16.57894737 13.42105263],0
s4,1,0.215564,1.533659,[ 2 24] ; [11 50],[ 3.88505747 22.11494253] ; [ 9.11494253 51.88505747],0
d3,1,0.23659,1.400797,[12 14] ; [20 41],[ 9.56321839 16.43678161] ; [22.43678161 38.56321839],0
d1,1,0.246339,1.343947,[11 15] ; [18 43],[ 8.66666667 17.33333333] ; [20.33333333 40.66666667],0
p6,1,0.249085,1.32843,[ 7 18] ; [10 49],[ 5.05952381 19.94047619] ; [11.94047619 47.05952381],0
d5,1,0.290491,1.117343,[16 10] ; [30 31],[13.74712644 12.25287356] ; [32.25287356 28.74712644],0
r4,1,0.299614,1.075913,[18  8] ; [35 26],[15.83908046 10.16091954] ; [37.16091954 23.83908046],0
d2,1,0.389664,0.739989,[13 13] ; [24 36],[11.18604651 14.81395349] ; [25.81395349 34.18604651],0
s1,1,0.434284,0.611339,[ 3 23] ; [ 4 57],[ 2.09195402 23.90804598] ; [ 4.90804598 56.09195402],0
u2,1,0.437967,0.601604,[6 5] ; [14 20],[4.88888889 6.11111111] ; [15.11111111 18.88888889],0
n5,1,0.513587,0.426751,[12 13] ; [34 27],[13.37209302 11.62790698] ; [32.62790698 28.37209302],0
u1,1,0.529538,0.395279,[ 1 25] ; [ 1 60],[ 0.59770115 25.40229885] ; [ 1.40229885 59.59770115],0
p4,1,0.54044,0.374725,[10 16] ; [19 41],[ 8.76744186 17.23255814] ; [20.23255814 39.76744186],0
p7,1,0.554969,0.34849,[12 14] ; [24 37],[10.75862069 15.24137931] ; [25.24137931 35.75862069],0
n4,1,0.570241,0.32228,[16  9] ; [35 26],[14.8255814 10.1744186] ; [36.1744186 24.8255814],0
p8,1,0.596164,0.28082,[ 7 19] ; [13 47],[ 6.04651163 19.95348837] ; [13.95348837 46.04651163],0
p1,1,0.618924,0.247383,[ 1 25] ; [ 4 57],[ 1.49425287 24.50574713] ; [ 3.50574713 57.49425287],0
p9,1,0.671889,0.1794,[ 9 17] ; [18 42],[ 8.1627907 17.8372093] ; [18.8372093 41.1627907],0
a6,1,0.68712,0.162221,[11 15] ; [23 38],[10.16091954 15.83908046] ; [23.83908046 37.16091954],0
n6,1,0.689839,0.15926,[14 11] ; [37 24],[14.8255814 10.1744186] ; [36.1744186 24.8255814],0
p2,1,0.725926,0.122886,[13 13] ; [28 33],[12.25287356 13.74712644] ; [28.74712644 32.25287356],0
b1,1,0.826183,0.048224,[16 10] ; [36 25],[15.54022989 10.45977011] ; [36.45977011 24.54022989],0
b2,1,0.842057,0.039706,[ 7 13] ; [11 23],[ 6.66666667 13.33333333] ; [11.33333333 22.66666667],0
b3,1,0.842057,0.039706,[ 7 13] ; [11 23],[ 6.66666667 13.33333333] ; [11.33333333 22.66666667],0
p12,1,0.894363,0.017632,[ 1 25] ; [ 2 59],[ 0.89655172 25.10344828] ; [ 2.10344828 58.89655172],0
b4,1,0.978279,0.000741,[15 11] ; [35 26],[14.94252874 11.05747126] ; [35.05747126 25.94252874],0
