Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u1,1,0.010459,6.554996,[18 52] ; [ 1 28],[13.43434343 56.56565657] ; [ 5.56565657 23.43434343],0
s4,1,0.801009,0.063525,[ 8 59] ; [ 4 25],[ 8.375 58.625] ; [ 3.625 25.375],0
b2,1,0.811278,0.057015,[23 26] ; [11 11],[23.46478873 25.53521127] ; [10.53521127 11.46478873],0
b3,1,0.811278,0.057015,[23 26] ; [11 11],[23.46478873 25.53521127] ; [10.53521127 11.46478873],0
d5,1,0.813368,0.055735,[54 16] ; [23  6],[54.44444444 15.55555556] ; [22.55555556  6.44444444],0
d1,1,0.847946,0.036764,[42 28] ; [18 11],[42.42424242 27.57575758] ; [17.57575758 11.42424242],0
p7,1,0.880849,0.022468,[53 15] ; [23  6],[53.27835052 14.72164948] ; [22.72164948  6.27835052],0
p4,1,0.920454,0.009972,[60  9] ; [25  4],[59.84693878  9.15306122] ; [25.15306122  3.84693878],0
s6,1,0.92205,0.009575,[54 10] ; [23  4],[54.15384615  9.84615385] ; [22.84615385  4.15384615],0
p3,1,0.934768,0.006699,[55 15] ; [23  6],[55.15151515 14.84848485] ; [22.84848485  6.15151515],0
a1,1,0.948957,0.004098,[10 60] ; [ 4 25],[ 9.8989899 60.1010101] ; [ 4.1010101 24.8989899],0
p11,1,0.948957,0.004098,[60 10] ; [25  4],[60.1010101  9.8989899] ; [24.8989899  4.1010101],0
s8,1,0.985177,0.000345,[40 28] ; [17 12],[39.95876289 28.04123711] ; [17.04123711 11.95876289],0
r1,1,0.985726,0.00032,[57 12] ; [24  5],[57.03061224 11.96938776] ; [23.96938776  5.03061224],0
