Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,62.579178,[437 122] ; [65 80],[398.60511364 160.39488636] ; [103.39488636  41.60511364],1
u2,1,0.19522,1.677777,[87 80] ; [33 20],[91.09090909 75.90909091] ; [28.90909091 24.09090909],0
n2,1,0.218316,1.515403,[91 33] ; [32 18],[87.65517241 36.34482759] ; [35.34482759 14.65517241],0
u4,1,0.240926,1.375169,[ 12 549] ; [  1 146],[ 10.30084746 550.69915254] ; [  2.69915254 144.30084746],0
n3,1,0.250483,1.320609,[88 35] ; [30 18],[84.87719298 38.12280702] ; [33.12280702 14.87719298],0
s3,1,0.264188,1.246676,[278 274] ; [65 79],[272.03448276 279.96551724] ; [70.96551724 73.03448276],0
p1,1,0.310693,1.02773,[ 33 525] ; [ 12 134],[ 35.66761364 522.33238636] ; [  9.33238636 136.66761364],0
b4,1,0.393497,0.728109,[331 230] ; [81 66],[326.45762712 234.54237288] ; [85.54237288 61.45762712],0
u3,1,0.654113,0.200753,[86 82] ; [29 24],[87.42081448 80.57918552] ; [27.57918552 25.42081448],0
a6,1,0.71316,0.135141,[381 179] ; [97 49],[379.15014164 180.84985836] ; [98.84985836 47.15014164],0
n1,1,0.762182,0.091577,[47 77] ; [17 31],[46.13953488 77.86046512] ; [17.86046512 30.13953488],0
b5,1,0.777656,0.079736,[343 218] ; [88 59],[341.51271186 219.48728814] ; [89.48728814 57.51271186],0
