Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1e-06,23.992405,[ 5 20] ; [59 20],[15.38461538  9.61538462] ; [48.61538462 30.38461538],1
a2,1,0.125261,2.350276,[ 3 22] ; [ 3 76],[ 1.44230769 23.55769231] ; [ 4.55769231 74.44230769],0
p9,1,0.139226,2.186493,[11 13] ; [49 29],[14.11764706  9.88235294] ; [45.88235294 32.11764706],0
u2,1,0.218142,1.516555,[6 7] ; [23 12],[7.85416667 5.14583333] ; [21.14583333 13.85416667],0
s5,1,0.257705,1.281046,[ 2 23] ; [13 62],[ 3.75 21.25] ; [11.25 63.75],0
p6,1,0.27015,1.215987,[ 3 22] ; [17 60],[ 4.90196078 20.09803922] ; [15.09803922 61.90196078],0
d2,1,0.310183,1.029897,[ 6 19] ; [12 67],[ 4.32692308 20.67307692] ; [13.67307692 65.32692308],0
b1,1,0.341745,0.903874,[16  9] ; [42 37],[13.94230769 11.05769231] ; [44.05769231 34.94230769],0
a4,1,0.353715,0.860084,[ 8 17] ; [18 61],[ 6.25 18.75] ; [19.75 59.25],0
a8,1,0.358762,0.842222,[ 2 22] ; [12 64],[ 3.36 20.64] ; [10.64 65.36],0
n1,1,0.367123,0.813378,[6 6] ; [ 9 17],[4.73684211 7.26315789] ; [10.26315789 15.73684211],0
v1,1,0.395045,0.723358,[ 8 17] ; [32 45],[ 9.80392157 15.19607843] ; [30.19607843 46.80392157],0
v3,1,0.566975,0.32777,[ 5 20] ; [19 55],[ 6.06060606 18.93939394] ; [17.93939394 56.06060606],0
s1,1,0.583092,0.301262,[ 2 23] ; [ 4 75],[ 1.44230769 23.55769231] ; [ 4.55769231 74.44230769],0
s4,1,0.590464,0.28962,[ 3 22] ; [13 66],[ 3.84615385 21.15384615] ; [12.15384615 66.84615385],0
p5,1,0.684492,0.165113,[ 1 23] ; [ 2 76],[ 0.70588235 23.29411765] ; [ 2.29411765 75.70588235],0
a3,1,0.70317,0.145196,[12 12] ; [43 36],[12.81553398 11.18446602] ; [42.18446602 36.81553398],0
n4,1,0.733962,0.115505,[12 13] ; [41 38],[12.74038462 12.25961538] ; [40.25961538 38.74038462],0
p1,1,0.740192,0.109958,[ 2 23] ; [ 8 70],[ 2.42718447 22.57281553] ; [ 7.57281553 70.42718447],0
b4,1,0.905139,0.014202,[12 13] ; [39 40],[12.25961538 12.74038462] ; [38.74038462 40.25961538],0
