Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,91.594493,[ 9 37] ; [251  46],[34.86880466 11.13119534] ; [225.13119534  71.86880466],1
v2,1,0.061171,3.505355,[14 31] ; [128 150],[19.78328173 25.21671827] ; [122.21671827 155.78328173],0
p1,1,0.068264,3.324288,[ 5 41] ; [ 13 282],[ 2.42815249 43.57184751] ; [ 15.57184751 279.42815249],0
a5,1,0.075928,3.149986,[22 24] ; [183 114],[27.49271137 18.50728863] ; [177.50728863 119.49271137],0
b5,1,0.084508,2.976003,[23 23] ; [188 109],[28.29737609 17.70262391] ; [182.70262391 114.29737609],0
s3,1,0.103296,2.653905,[12 33] ; [114 176],[16.92537313 28.07462687] ; [109.07462687 180.92537313],0
d2,1,0.14156,2.160922,[22 23] ; [110 184],[17.52212389 27.47787611] ; [114.47787611 179.52212389],0
d1,1,0.169504,1.887327,[17 29] ; [142 155],[21.32361516 24.67638484] ; [137.67638484 159.32361516],0
a2,1,0.281876,1.15802,[ 5 41] ; [ 51 246],[ 7.51020408 38.48979592] ; [ 48.48979592 248.51020408],0
u1,1,0.28194,1.157716,[ 2 44] ; [ 27 270],[ 3.88921283 42.11078717] ; [ 25.11078717 271.88921283],0
n1,1,0.310444,1.028786,[10 13] ; [32 67],[ 7.91803279 15.08196721] ; [34.08196721 64.91803279],0
a3,1,0.357488,0.846699,[25 20] ; [185 110],[27.79411765 17.20588235] ; [182.20588235 112.79411765],0
n5,1,0.400447,0.706983,[27 19] ; [192 103],[29.54252199 16.45747801] ; [189.45747801 105.54252199],0
s5,1,0.442738,0.589175,[ 6 39] ; [ 52 237],[ 7.81437126 37.18562874] ; [ 50.18562874 238.81437126],0
b2,1,0.468993,0.524347,[12 19] ; [ 47 100],[10.2752809 20.7247191] ; [48.7247191 98.2752809],0
b3,1,0.468993,0.524347,[12 19] ; [ 47 100],[10.2752809 20.7247191] ; [48.7247191 98.2752809],0
u4,1,0.493875,0.468074,[ 1 45] ; [  3 294],[ 0.53644315 45.46355685] ; [  3.46355685 293.53644315],0
s4,1,0.522024,0.409892,[ 5 41] ; [ 42 250],[ 6.3964497 39.6035503] ; [ 40.6035503 251.3964497],0
p12,1,0.589704,0.290807,[ 1 45] ; [ 11 282],[ 1.62831858 44.37168142] ; [ 10.37168142 282.62831858],0
b4,1,0.737051,0.112736,[28 18] ; [173 124],[26.95626822 19.04373178] ; [174.04373178 122.95626822],0
p5,1,0.812131,0.056491,[ 2 43] ; [ 11 285],[ 1.71554252 43.28445748] ; [ 11.28445748 284.71554252],0
a8,1,0.902852,0.014899,[ 5 40] ; [ 29 247],[ 4.76635514 40.23364486] ; [ 29.23364486 246.76635514],0
s7,1,0.920113,0.010058,[ 8 36] ; [ 54 233],[ 8.24169184 35.75830816] ; [ 53.75830816 233.24169184],0
a4,1,0.925856,0.00866,[16 29] ; [107 188],[16.27941176 28.72058824] ; [106.72058824 188.27941176],0
n4,1,0.950892,0.003793,[29 17] ; [188 108],[29.1871345 16.8128655] ; [187.8128655 108.1871345],0
