Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,44.695238,[11 49] ; [54 16],[30. 30.] ; [35. 35.],1
s4,1,0.285788,1.139357,[13 45] ; [21 47],[15.65079365 42.34920635] ; [18.34920635 49.65079365],0
p2,1,0.386997,0.748355,[51  9] ; [63  7],[52.61538462  7.38461538] ; [61.38461538  8.61538462],0
p10,1,0.451139,0.56779,[43 16] ; [55 15],[44.82170543 14.17829457] ; [53.17829457 16.82170543],0
s1,1,0.495965,0.463559,[ 2 58] ; [ 4 64],[ 2.8125 57.1875] ; [ 3.1875 64.8125],0
p11,1,0.498103,0.458975,[46 14] ; [50 20],[44.30769231 15.69230769] ; [51.69230769 18.30769231],0
a7,1,0.53207,0.390436,[41 18] ; [45 25],[39.33333333 19.66666667] ; [46.66666667 23.33333333],0
b1,1,0.548488,0.360033,[28 32] ; [29 41],[26.30769231 33.69230769] ; [30.69230769 39.30769231],0
v4,1,0.561997,0.336259,[56  4] ; [66  3],[56.74418605  3.25581395] ; [65.25581395  3.74418605],0
b4,1,0.588235,0.29311,[28 32] ; [36 34],[29.53846154 30.46153846] ; [34.46153846 35.53846154],0
v2,1,0.612039,0.257216,[20 39] ; [26 42],[21.37007874 37.62992126] ; [24.62992126 43.37007874],0
p3,1,0.6152,0.252672,[36 24] ; [45 25],[37.38461538 22.61538462] ; [43.61538462 26.38461538],0
n2,1,0.648133,0.208262,[13  6] ; [15  5],[13.64102564  5.35897436] ; [14.35897436  5.64102564],0
a8,1,0.657093,0.197074,[ 8 51] ; [ 7 57],[ 7.19512195 51.80487805] ; [ 7.80487805 56.19512195],0
n5,1,0.718494,0.12994,[43 16] ; [49 21],[42.07751938 16.92248062] ; [49.92248062 20.07751938],0
n1,1,0.732396,0.116923,[ 6 13] ; [ 7 12],[ 6.5 12.5] ; [ 6.5 12.5],0
s2,1,0.734172,0.115316,[33 27] ; [40 29],[33.95348837 26.04651163] ; [39.04651163 29.95348837],0
p8,1,0.757725,0.095153,[37 23] ; [45 25],[37.84615385 22.15384615] ; [44.15384615 25.84615385],0
a6,1,0.777156,0.080105,[38 22] ; [46 24],[38.76923077 21.23076923] ; [45.23076923 24.76923077],0
a1,1,0.821778,0.050742,[ 4 56] ; [ 4 66],[ 3.69230769 56.30769231] ; [ 4.30769231 65.69230769],0
r3,1,0.854852,0.033464,[56  4] ; [64  4],[56.25  3.75] ; [63.75  4.25],0
b2,1,0.864962,0.028921,[14 17] ; [19 25],[13.64 17.36] ; [19.36 24.64],0
b3,1,0.864962,0.028921,[14 17] ; [19 25],[13.64 17.36] ; [19.36 24.64],0
v3,1,0.887768,0.019917,[15 45] ; [18 51],[15.34883721 44.65116279] ; [17.65116279 51.34883721],0
b5,1,0.935006,0.00665,[33 27] ; [38 32],[32.76923077 27.23076923] ; [38.23076923 31.76923077],0
s5,1,0.94042,0.005586,[21 36] ; [24 40],[21.19834711 35.80165289] ; [23.80165289 40.19834711],0
p12,1,0.978241,0.000744,[ 6 54] ; [ 7 62],[ 6.04651163 53.95348837] ; [ 6.95348837 62.04651163],0
