Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,4.7e-05,16.556104,[ 8 63] ; [20 25],[17.13793103 53.86206897] ; [10.86206897 34.13793103],1
r3,1,0.39545,0.722118,[53 19] ; [37  9],[54.91525424 17.08474576] ; [35.08474576 10.91525424],0
r4,1,0.463957,0.536331,[46 27] ; [32 14],[47.8487395 25.1512605] ; [30.1512605 15.8487395],0
d4,1,0.496345,0.462743,[38 35] ; [21 25],[36.19327731 36.80672269] ; [22.80672269 23.19327731],0
v1,1,0.544141,0.367918,[23 49] ; [12 33],[21.53846154 50.46153846] ; [13.46153846 31.53846154],0
a8,1,0.547739,0.361383,[ 9 60] ; [ 4 39],[ 8.00892857 60.99107143] ; [ 4.99107143 38.00892857],0
n5,1,0.548922,0.359252,[43 29] ; [30 16],[44.54237288 27.45762712] ; [28.45762712 17.54237288],0
b1,1,0.573181,0.31739,[34 39] ; [19 27],[32.51260504 40.48739496] ; [20.48739496 25.51260504],0
n3,1,0.588355,0.292921,[19 10] ; [5 4],[18.31578947 10.68421053] ; [5.68421053 3.31578947],0
u3,1,0.591292,0.288331,[17 20] ; [11 17],[15.93846154 21.06153846] ; [12.06153846 15.93846154],0
r2,1,0.632268,0.228997,[56 17] ; [37  9],[57.05042017 15.94957983] ; [35.94957983 10.05042017],0
s4,1,0.671086,0.180335,[15 58] ; [ 8 38],[14.1092437 58.8907563] ; [ 8.8907563 37.1092437],0
a1,1,0.733082,0.1163,[ 6 67] ; [ 3 43],[ 5.5210084 67.4789916] ; [ 3.4789916 42.5210084],0
s3,1,0.737773,0.112094,[35 38] ; [22 21],[35.87068966 37.12931034] ; [21.12931034 21.87068966],0
n2,1,0.804228,0.061444,[22  9] ; [6 3],[21.7  9.3] ; [6.3 2.7],0
u1,1,0.847951,0.036762,[ 2 71] ; [ 1 45],[ 1.84033613 71.15966387] ; [ 1.15966387 44.84033613],0
u2,1,0.851129,0.035223,[15 22] ; [12 16],[15.36923077 21.63076923] ; [11.63076923 16.36923077],0
b3,1,0.880857,0.022465,[20 30] ; [ 8 13],[19.71830986 30.28169014] ; [ 8.28169014 12.71830986],0
b2,1,0.880857,0.022465,[20 30] ; [ 8 13],[19.71830986 30.28169014] ; [ 8.28169014 12.71830986],0
r1,1,0.894105,0.017719,[39 34] ; [24 22],[38.64705882 34.35294118] ; [24.35294118 21.64705882],0
v3,1,0.918499,0.01047,[12 60] ; [ 8 38],[12.20338983 59.79661017] ; [ 7.79661017 38.20338983],0
d3,1,0.926152,0.008591,[26 47] ; [16 30],[25.76470588 47.23529412] ; [16.23529412 29.76470588],0
s1,1,0.945051,0.00475,[ 6 66] ; [ 4 42],[ 6.10169492 65.89830508] ; [ 3.89830508 42.10169492],0
n4,1,0.982049,0.000506,[43 30] ; [27 19],[42.94117647 30.05882353] ; [27.05882353 18.94117647],0
n1,1,1.0,0.0,[10 20] ; [3 6],[10. 20.] ; [3. 6.],0
