Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,107.359385,[244  60] ; [ 86 150],[185.77777778 118.22222222] ; [144.22222222  91.77777778],1
n2,1,0.069466,3.295591,[50 19] ; [44  7],[54.05 14.95] ; [39.95 11.05],0
p8,1,0.070253,3.277107,[182 131] ; [121 119],[171.49909584 141.50090416] ; [131.50090416 108.49909584],0
p7,1,0.07412,3.189332,[215  94] ; [147  89],[205.2440367 103.7559633] ; [156.7559633  79.2440367],0
p5,1,0.088991,2.892533,[ 51 265] ; [ 27 216],[ 44.09302326 271.90697674] ; [ 33.90697674 209.09302326],0
u3,1,0.094169,2.801623,[50 19] ; [50 34],[45.09803922 23.90196078] ; [54.90196078 29.09803922],0
u2,1,0.109106,2.567123,[47 21] ; [48 37],[42.22222222 25.77777778] ; [52.77777778 32.22222222],0
p12,1,0.119775,2.420259,[ 39 278] ; [ 20 223],[ 33.39821429 283.60178571] ; [ 25.60178571 217.39821429],0
p4,1,0.131858,2.270488,[217 101] ; [151  92],[208.59893048 109.40106952] ; [159.40106952  83.59893048],0
a4,1,0.135691,2.226156,[156 163] ; [103 139],[147.2745098 171.7254902] ; [111.7254902 130.2745098],0
b4,1,0.142407,2.151752,[185 134] ; [157  88],[193.43617021 125.56382979] ; [148.56382979  96.43617021],0
a2,1,0.145129,2.122714,[ 93 226] ; [ 58 187],[ 85.40602837 233.59397163] ; [ 65.59397163 179.40602837],0
n5,1,0.213043,1.550623,[255  63] ; [185  59],[248.96797153  69.03202847] ; [191.03202847  52.96797153],0
p11,1,0.215466,1.534314,[256  63] ; [186  59],[249.9964539  69.0035461] ; [192.0035461  52.9964539],0
n6,1,0.240514,1.377578,[282  35] ; [209  35],[277.4456328  39.5543672] ; [213.5543672  30.4456328],0
a8,1,0.24644,1.343372,[ 49 242] ; [ 29 192],[ 44.33203125 246.66796875] ; [ 33.66796875 187.33203125],0
v4,1,0.292749,1.106937,[314   5] ; [238   7],[312.21276596   6.78723404] ; [239.78723404   5.21276596],0
v2,1,0.341988,0.902965,[178 125] ; [129 107],[172.58070501 130.41929499] ; [134.41929499 101.58070501],0
d4,1,0.363033,0.827373,[272  46] ; [201  42],[268.11764706  49.88235294] ; [204.88235294  38.11764706],0
n3,1,0.544899,0.366535,[49 20] ; [38 12],[50.44537815 18.55462185] ; [36.55462185 13.44537815],0
n1,1,0.591866,0.28744,[31 38] ; [20 30],[29.57142857 39.42857143] ; [21.42857143 28.57142857],0
r3,1,0.632701,0.228415,[313   6] ; [237   6],[312.1886121   6.8113879] ; [237.8113879   5.1886121],0
s4,1,0.785794,0.073863,[ 68 249] ; [ 49 190],[ 66.70683453 250.29316547] ; [ 50.29316547 188.70683453],0
r2,1,0.850645,0.035455,[310   7] ; [239   6],[309.66725979   7.33274021] ; [239.33274021   5.66725979],0
a1,1,0.862016,0.03021,[ 18 301] ; [ 13 232],[ 17.53368794 301.46631206] ; [ 13.46631206 231.53368794],0
d3,1,0.864508,0.029117,[225  94] ; [173  70],[225.91103203  93.08896797] ; [172.08896797  70.91103203],0
p2,1,0.892831,0.01815,[267  51] ; [203  40],[266.4171123  51.5828877] ; [203.5828877  39.4171123],0
b5,1,0.963209,0.002128,[196 123] ; [151  94],[196.2641844 122.7358156] ; [150.7358156  94.2641844],0
s1,1,0.973373,0.001114,[ 13 302] ; [ 10 229],[ 13.07761733 301.92238267] ; [  9.92238267 229.07761733],0
a6,1,0.995327,3.4e-05,[216 102] ; [165  78],[215.96791444 102.03208556] ; [165.03208556  77.96791444],0
