Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,6e-06,20.417596,[403  41] ; [30 14],[393.95901639  50.04098361] ; [39.04098361  4.95901639],1
b2,1,0.361559,0.832472,[114 166] ; [10 21],[111.63987138 168.36012862] ; [12.36012862 18.63987138],0
b3,1,0.361559,0.832472,[114 166] ; [10 21],[111.63987138 168.36012862] ; [12.36012862 18.63987138],0
n1,1,0.371238,0.799516,[28 54] ; [4 4],[29.15555556 52.84444444] ; [2.84444444 5.15555556],0
s3,1,0.400768,0.706021,[260 182] ; [23 21],[257.37860082 184.62139918] ; [25.62139918 18.37860082],0
b4,1,0.460007,0.545877,[250 198] ; [22 22],[247.67479675 200.32520325] ; [24.32520325 19.67479675],0
p5,1,0.461547,0.542142,[ 71 376] ; [ 5 38],[ 69.33061224 377.66938776] ; [ 6.66938776 36.33061224],0
v2,1,0.465837,0.531834,[259 177] ; [28 15],[261.23590814 174.76409186] ; [25.76409186 17.23590814],0
p1,1,0.488704,0.479378,[ 45 402] ; [ 3 41],[ 43.69857434 403.30142566] ; [ 4.30142566 39.69857434],0
p6,1,0.490684,0.475026,[226 218] ; [20 24],[223.81967213 220.18032787] ; [22.18032787 21.81967213],0
r3,1,0.551181,0.355206,[432  13] ; [42  2],[431.34969325  13.65030675] ; [42.65030675  1.34969325],0
n3,1,0.588321,0.292974,[66 17] ; [7 1],[66.58241758 16.41758242] ; [6.41758242 1.58241758],0
s4,1,0.592043,0.287165,[ 76 365] ; [ 9 35],[ 77.28865979 363.71134021] ; [ 7.71134021 36.28865979],0
p12,1,0.630529,0.231344,[ 40 406] ; [ 3 41],[ 39.13877551 406.86122449] ; [ 3.86122449 40.13877551],0
s8,1,0.672428,0.178775,[222 223] ; [20 23],[220.67622951 224.32377049] ; [21.32377049 21.67622951],0
s6,1,0.675008,0.1758,[306 128] ; [29 14],[304.80083857 129.19916143] ; [30.19916143 12.80083857],0
s5,1,0.703951,0.144394,[174 259] ; [16 27],[172.83613445 260.16386555] ; [17.16386555 25.83613445],0
a1,1,0.731041,0.118158,[ 26 422] ; [ 2 42],[ 25.49593496 422.50406504] ; [ 2.50406504 41.49593496],0
r4,1,0.735215,0.114377,[423  25] ; [41  3],[422.50406504  25.49593496] ; [41.49593496  2.50406504],0
v1,1,0.779451,0.078419,[259 180] ; [25 19],[258.12836439 180.87163561] ; [25.87163561 18.12836439],0
s2,1,0.833146,0.044381,[240 205] ; [23 21],[239.33537832 205.66462168] ; [23.66462168 20.33537832],0
u3,1,0.872583,0.025721,[54 53] ; [11 10],[54.3359375 52.6640625] ; [10.6640625 10.3359375],0
a8,1,0.937415,0.006165,[ 68 338] ; [ 7 36],[ 67.81737194 338.18262806] ; [ 7.18262806 35.81737194],0
