Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
u2,1,0.011108,6.447932,[ 5 16] ; [6 2],[ 7.96551724 13.03448276] ; [3.03448276 4.96551724],0
n4,1,0.711645,0.13664,[28 11] ; [10  5],[27.44444444 11.55555556] ; [10.55555556  4.44444444],0
n3,1,0.770335,0.085227,[9 3] ; [2 1],[8.8 3.2] ; [2.2 0.8],0
d4,1,0.782272,0.076375,[30  9] ; [11  4],[29.61111111  9.38888889] ; [11.38888889  3.61111111],0
p10,1,0.807541,0.059341,[ 9 30] ; [ 3 12],[ 8.66666667 30.33333333] ; [ 3.33333333 11.66666667],0
d2,1,0.81115,0.057094,[17 22] ; [6 9],[16.61111111 22.38888889] ; [6.38888889 8.61111111],0
a6,1,0.838502,0.041538,[22 17] ; [8 7],[21.66666667 17.33333333] ; [8.33333333 6.66666667],0
a3,1,0.838502,0.041538,[17 22] ; [7 8],[17.33333333 21.66666667] ; [6.66666667 8.33333333],0
p5,1,0.897436,0.016615,[ 3 36] ; [ 1 14],[ 2.88888889 36.11111111] ; [ 1.11111111 13.88888889],0
a1,1,0.897436,0.016615,[ 3 36] ; [ 1 14],[ 2.88888889 36.11111111] ; [ 1.11111111 13.88888889],0
v1,1,0.917272,0.010789,[15 24] ; [6 9],[15.16666667 23.83333333] ; [5.83333333 9.16666667],0
s5,1,0.942224,0.005253,[ 8 31] ; [ 3 11],[ 8.09433962 30.90566038] ; [ 2.90566038 11.09433962],0
r2,1,0.959923,0.002525,[34  5] ; [13  2],[33.94444444  5.05555556] ; [13.05555556  1.94444444],0
r4,1,0.966571,0.001756,[31  8] ; [12  3],[31.05555556  7.94444444] ; [11.94444444  3.05555556],0
