Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,65.48799,[77  1] ; [ 8 21],[61.96261682 16.03738318] ; [23.03738318  5.96261682],1
p7,1,0.046584,3.960355,[34 43] ; [ 7 23],[29.5046729 47.4953271] ; [11.4953271 18.5046729],0
v3,1,0.071531,3.247542,[23 53] ; [ 4 26],[19.35849057 56.64150943] ; [ 7.64150943 22.35849057],0
v1,1,0.072296,3.230113,[36 39] ; [ 9 22],[31.83962264 43.16037736] ; [13.16037736 17.83962264],0
v2,1,0.074617,3.178422,[29 45] ; [ 6 23],[25.14563107 48.85436893] ; [ 9.85436893 19.14563107],0
n5,1,0.076898,3.129283,[54 23] ; [26  4],[57.57009346 19.42990654] ; [22.42990654  7.57009346],0
p2,1,0.08344,2.996586,[54 24] ; [16 15],[50.09174312 27.90825688] ; [19.90825688 11.09174312],0
b5,1,0.152097,2.051091,[47 31] ; [14 17],[43.65137615 34.34862385] ; [17.34862385 13.65137615],0
a8,1,0.173766,1.850152,[12 59] ; [ 2 28],[ 9.84158416 61.15841584] ; [ 4.15841584 25.84158416],0
u2,1,0.272681,1.203209,[15 18] ; [ 5 12],[13.2 19.8] ; [ 6.8 10.2],0
b1,1,0.281973,1.157558,[29 49] ; [15 16],[31.48623853 46.51376147] ; [12.51376147 18.48623853],0
a6,1,0.288313,1.127483,[44 34] ; [14 17],[41.50458716 36.49541284] ; [16.49541284 14.50458716],0
a3,1,0.302607,1.062672,[45 33] ; [14 16],[42.61111111 35.38888889] ; [16.38888889 13.61111111],0
s1,1,0.386476,0.75,[ 6 69] ; [ 1 29],[ 5. 70.] ; [ 2. 28.],0
n4,1,0.405556,0.691791,[50 27] ; [22  8],[51.81308411 25.18691589] ; [20.18691589  9.81308411],0
a5,1,0.446975,0.578311,[39 39] ; [13 18],[37.21100917 40.78899083] ; [14.78899083 16.21100917],0
s5,1,0.490102,0.476303,[11 64] ; [ 3 28],[ 9.90566038 65.09433962] ; [ 4.09433962 26.90566038],0
p1,1,0.555141,0.348187,[ 5 73] ; [ 3 28],[ 5.72477064 72.27522936] ; [ 2.27522936 28.72477064],0
n1,1,0.607487,0.263851,[ 8 16] ; [ 7 10],[ 8.7804878 15.2195122] ; [ 6.2195122 10.7804878],0
a2,1,0.665951,0.186375,[ 7 71] ; [ 2 29],[ 6.44036697 71.55963303] ; [ 2.55963303 28.44036697],0
d3,1,0.6771,0.173408,[21 56] ; [ 7 23],[20.14953271 56.85046729] ; [ 7.85046729 22.14953271],0
s4,1,0.705854,0.142453,[15 63] ; [ 5 26],[14.31192661 63.68807339] ; [ 5.68807339 25.31192661],0
d2,1,0.823984,0.049472,[21 57] ; [ 9 22],[21.46788991 56.53211009] ; [ 8.53211009 22.46788991],0
d1,1,0.848919,0.03629,[ 2 76] ; [ 1 30],[ 2.14678899 75.85321101] ; [ 0.85321101 30.14678899],0
p12,1,0.848919,0.03629,[ 2 76] ; [ 1 30],[ 2.14678899 75.85321101] ; [ 0.85321101 30.14678899],0
b4,1,0.928529,0.008045,[41 37] ; [16 15],[40.78899083 37.21100917] ; [16.21100917 14.78899083],0
p6,1,0.952738,0.003513,[16 62] ; [ 6 24],[15.88888889 62.11111111] ; [ 6.11111111 23.88888889],0
a4,1,0.954666,0.003232,[17 60] ; [ 7 24],[17.11111111 59.88888889] ; [ 6.88888889 24.11111111],0
