Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.487943,[65  2] ; [ 6 11],[56.63095238 10.36904762] ; [14.36904762  2.63095238],1
d3,1,0.298032,1.082981,[38 29] ; [12  5],[39.88095238 27.11904762] ; [10.11904762  6.88095238],0
s2,1,0.300334,1.072711,[37 30] ; [ 7 10],[35.0952381 31.9047619] ; [8.9047619 8.0952381],0
a2,1,0.300757,1.070834,[ 6 61] ; [ 3 14],[ 7.17857143 59.82142857] ; [ 1.82142857 15.17857143],0
n4,1,0.30725,1.042461,[48 19] ; [10  7],[46.26190476 20.73809524] ; [11.73809524  5.26190476],0
a7,1,0.331317,0.943744,[44 23] ; [9 8],[42.27380952 24.72619048] ; [10.72619048  6.27380952],0
v2,1,0.376809,0.781086,[42 23] ; [9 8],[40.42682927 24.57317073] ; [10.57317073  6.42682927],0
s4,1,0.391864,0.733151,[14 53] ; [ 2 15],[12.76190476 54.23809524] ; [ 3.23809524 13.76190476],0
n2,1,0.436661,0.605042,[12  5] ; [6 1],[12.75  4.25] ; [5.25 1.75],0
a6,1,0.480821,0.497,[33 34] ; [10  7],[34.29761905 32.70238095] ; [8.70238095 8.29761905],0
d4,1,0.504154,0.446181,[50 17] ; [14  3],[51.04761905 15.95238095] ; [12.95238095  4.04761905],0
s7,1,0.54098,0.373726,[27 35] ; [ 6 11],[25.89873418 36.10126582] ; [7.10126582 9.89873418],0
p3,1,0.551654,0.354363,[39 28] ; [8 8],[37.93975904 29.06024096] ; [9.06024096 6.93975904],0
u2,1,0.570454,0.321923,[14 12] ; [2 3],[13.41935484 12.58064516] ; [2.58064516 2.41935484],0
d2,1,0.598695,0.276968,[23 44] ; [ 7 10],[23.92857143 43.07142857] ; [ 6.07142857 10.92857143],0
d5,1,0.638092,0.221247,[51 16] ; [12  5],[50.25 16.75] ; [12.75  4.25],0
a5,1,0.695077,0.153644,[39 28] ; [9 8],[38.28571429 28.71428571] ; [9.71428571 7.28571429],0
d1,1,0.706371,0.141929,[31 36] ; [ 7 10],[30.30952381 36.69047619] ; [7.69047619 9.30952381],0
p1,1,0.724514,0.124209,[ 6 61] ; [ 2 15],[ 6.38095238 60.61904762] ; [ 1.61904762 15.38095238],0
a3,1,0.790013,0.070912,[41 26] ; [11  6],[41.47619048 25.52380952] ; [10.52380952  6.47619048],0
s1,1,0.808085,0.058999,[ 3 64] ; [ 1 16],[ 3.19047619 63.80952381] ; [ 0.80952381 16.19047619],0
s6,1,0.81343,0.055698,[42 20] ; [11  6],[41.59493671 20.40506329] ; [11.40506329  5.59493671],0
u3,1,0.864873,0.028959,[14 12] ; [3 3],[13.8125 12.1875] ; [3.1875 2.8125],0
b5,1,0.877535,0.023745,[42 25] ; [11  6],[42.27380952 24.72619048] ; [10.72619048  6.27380952],0
n3,1,0.939491,0.005762,[10  7] ; [4 3],[9.91666667 7.08333333] ; [4.08333333 2.91666667],0
a4,1,0.940375,0.005595,[23 44] ; [ 6 11],[23.13095238 43.86904762] ; [ 5.86904762 11.13095238],0
u1,1,0.989098,0.000187,[ 4 63] ; [ 1 16],[ 3.98809524 63.01190476] ; [ 1.01190476 15.98809524],0
p12,1,0.989098,0.000187,[ 4 63] ; [ 1 16],[ 3.98809524 63.01190476] ; [ 1.01190476 15.98809524],0
