Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000411,12.480544,[49 42] ; [ 6 27],[40.36290323 50.63709677] ; [14.63709677 18.36290323],1
p3,1,0.179575,1.801141,[40 51] ; [19 14],[43.2983871 47.7016129] ; [15.7016129 17.2983871],0
u2,1,0.182127,1.780186,[18 16] ; [9 3],[19.95652174 14.04347826] ; [7.04347826 4.95652174],0
n1,1,0.191355,1.707158,[ 7 19] ; [ 1 11],[ 5.47368421 20.52631579] ; [2.52631579 9.47368421],0
b2,1,0.226324,1.463818,[10 35] ; [ 7 12],[11.953125 33.046875] ; [ 5.046875 13.953125],0
b3,1,0.226324,1.463818,[10 35] ; [ 7 12],[11.953125 33.046875] ; [ 5.046875 13.953125],0
b5,1,0.245967,1.346065,[60 31] ; [18 15],[57.24193548 33.75806452] ; [20.75806452 12.24193548],0
v4,1,0.263387,1.250867,[81  8] ; [32  1],[82.43442623  6.56557377] ; [30.56557377  2.43442623],0
p8,1,0.267755,1.228214,[50 40] ; [22 11],[52.68292683 37.31707317] ; [19.31707317 13.68292683],0
n5,1,0.316791,1.002148,[32 58] ; [15 18],[34.3902439 55.6097561] ; [12.6097561 20.3902439],0
p5,1,0.324358,0.971294,[ 4 86] ; [ 3 30],[ 5.12195122 84.87804878] ; [ 1.87804878 31.12195122],0
s3,1,0.335569,0.927285,[43 47] ; [19 14],[45.36585366 44.63414634] ; [16.63414634 16.36585366],0
p2,1,0.389382,0.74087,[74 17] ; [29  4],[75.58870968 15.41129032] ; [27.41129032  5.58870968],0
s4,1,0.411509,0.674437,[21 70] ; [10 23],[22.75 68.25] ; [ 8.25 24.75],0
d1,1,0.415337,0.66347,[34 57] ; [15 18],[35.95967742 55.04032258] ; [13.04032258 19.95967742],0
u3,1,0.430698,0.620942,[17 17] ; [7 4],[18.13333333 15.86666667] ; [5.86666667 5.13333333],0
r2,1,0.434201,0.61156,[77 13] ; [30  3],[78.29268293 11.70731707] ; [28.70731707  4.29268293],0
b4,1,0.437079,0.603939,[48 43] ; [20 13],[49.90322581 41.09677419] ; [18.09677419 14.90322581],0
a8,1,0.45028,0.569948,[ 6 80] ; [ 1 30],[ 5.14529915 80.85470085] ; [ 1.85470085 29.14529915],0
r3,1,0.507446,0.43933,[82  9] ; [31  2],[82.92741935  8.07258065] ; [30.07258065  2.92741935],0
a1,1,0.571985,0.319372,[ 5 86] ; [ 1 32],[ 4.40322581 86.59677419] ; [ 1.59677419 31.40322581],0
p4,1,0.632494,0.228694,[54 37] ; [18 15],[52.83870968 38.16129032] ; [19.16129032 13.83870968],0
s2,1,0.654268,0.200561,[40 51] ; [16 17],[41.09677419 49.90322581] ; [14.90322581 18.09677419],0
d5,1,0.732562,0.116772,[57 33] ; [22 11],[57.80487805 32.19512195] ; [21.19512195 11.80487805],0
n2,1,0.766822,0.087933,[19  8] ; [9 3],[19.38461538  7.61538462] ; [8.61538462 3.38461538],0
p1,1,0.873927,0.025177,[ 5 86] ; [ 2 30],[ 5.17886179 85.82113821] ; [ 1.82113821 30.17886179],0
a3,1,0.885805,0.020625,[56 34] ; [21 12],[56.34146341 33.65853659] ; [20.65853659 12.34146341],0
n3,1,0.889381,0.019345,[22  5] ; [10  2],[22.15384615  4.84615385] ; [9.84615385 2.15384615],0
d2,1,0.918938,0.010358,[34 57] ; [12 21],[33.75806452 57.24193548] ; [12.24193548 20.75806452],0
s1,1,0.940851,0.005506,[ 3 88] ; [ 1 32],[ 2.93548387 88.06451613] ; [ 1.06451613 31.93548387],0
a4,1,0.969435,0.001468,[30 61] ; [11 22],[30.08870968 60.91129032] ; [10.91129032 22.08870968],0
