Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000294,13.110827,[124  32] ; [12 14],[116.57142857  39.42857143] ; [19.42857143  6.57142857],1
a8,1,0.69169,0.157262,[ 25 122] ; [ 3 19],[ 24.35502959 122.64497041] ; [ 3.64497041 18.35502959],0
n4,1,0.788456,0.071994,[135  21] ; [23  3],[135.42857143  20.57142857] ; [22.57142857  3.42857143],0
p11,1,0.80917,0.058321,[129  27] ; [22  4],[129.42857143  26.57142857] ; [21.57142857  4.42857143],0
p3,1,0.846866,0.037295,[105  51] ; [17  9],[104.57142857  51.42857143] ; [17.42857143  8.57142857],0
a5,1,0.875176,0.024676,[128  28] ; [21  5],[127.71428571  28.28571429] ; [21.28571429  4.71428571],0
u4,1,0.882644,0.021791,[  7 149] ; [ 1 25],[  6.85714286 149.14285714] ; [ 1.14285714 24.85714286],0
s1,1,0.912389,0.012106,[  7 149] ; [ 1 24],[  6.89502762 149.10497238] ; [ 1.10497238 23.89502762],0
n1,1,0.927122,0.008366,[16 14] ; [1 1],[15.9375 14.0625] ; [1.0625 0.9375],0
b5,1,0.950266,0.00389,[97 59] ; [16 10],[96.85714286 59.14285714] ; [16.14285714  9.85714286],0
u2,1,0.965156,0.001908,[25 12] ; [4 2],[24.95348837 12.04651163] ; [4.04651163 1.95348837],0
a3,1,0.986722,0.000277,[119  36] ; [20  6],[119.03314917  35.96685083] ; [19.96685083  6.03314917],0
v1,1,0.995901,2.6e-05,[106  47] ; [18  8],[105.98882682  47.01117318] ; [18.01117318  7.98882682],0
n5,1,1.0,0.0,[132  24] ; [22  4],[132.  24.] ; [22.  4.],0
n2,1,1.0,0.0,[20 10] ; [2 1],[20. 10.] ; [2. 1.],0
