Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,7e-06,20.187488,[29 23] ; [ 2 29],[19.42168675 32.57831325] ; [11.57831325 19.42168675],1
u1,1,0.126389,2.336306,[ 7 45] ; [ 1 30],[ 5.01204819 46.98795181] ; [ 2.98795181 28.01204819],0
d3,1,0.146489,2.108441,[32 20] ; [14 17],[28.81927711 23.18072289] ; [17.18072289 13.81927711],0
p4,1,0.164615,1.93131,[30 22] ; [13 18],[26.93975904 25.06024096] ; [16.06024096 14.93975904],0
a3,1,0.181875,1.782232,[28 24] ; [12 19],[25.06024096 26.93975904] ; [14.93975904 16.06024096],0
a6,1,0.201059,1.634665,[31 21] ; [14 17],[28.19277108 23.80722892] ; [16.80722892 14.19277108],0
p6,1,0.208754,1.580048,[16 35] ; [14 17],[18.65853659 32.34146341] ; [11.34146341 19.65853659],0
n3,1,0.233703,1.418182,[9 6] ; [9 2],[10.38461538  4.61538462] ; [7.61538462 3.38461538],0
n5,1,0.242211,1.36768,[32 20] ; [15 16],[29.44578313 22.55421687] ; [17.55421687 13.44578313],0
r1,1,0.262749,1.254215,[38 14] ; [19 12],[35.71084337 16.28915663] ; [21.28915663  9.71084337],0
n2,1,0.332474,0.939239,[9 5] ; [9 2],[10.08  3.92] ; [7.92 3.08],0
p8,1,0.334848,0.930058,[30 22] ; [14 16],[27.90243902 24.09756098] ; [16.09756098 13.90243902],0
p3,1,0.340993,0.906694,[24 28] ; [11 20],[21.92771084 30.07228916] ; [13.07228916 17.92771084],0
s2,1,0.433123,0.614435,[23 29] ; [11 20],[21.30120482 30.69879518] ; [12.69879518 18.30120482],0
b1,1,0.437467,0.602919,[33 19] ; [17 14],[31.3253012 20.6746988] ; [18.6746988 12.3253012],0
b4,1,0.476702,0.506398,[31 21] ; [16 15],[29.44578313 22.55421687] ; [17.55421687 13.44578313],0
s1,1,0.478568,0.502126,[ 3 49] ; [ 3 27],[ 3.80487805 48.19512195] ; [ 2.19512195 27.80487805],0
v2,1,0.536974,0.381176,[24 27] ; [12 18],[22.66666667 28.33333333] ; [13.33333333 16.66666667],0
s3,1,0.586963,0.295112,[27 25] ; [18 13],[28.19277108 23.80722892] ; [16.80722892 14.19277108],0
p1,1,0.600727,0.273901,[ 3 49] ; [ 1 30],[ 2.5060241 49.4939759] ; [ 1.4939759 29.5060241],0
p5,1,0.621849,0.243277,[ 3 49] ; [ 1 29],[ 2.53658537 49.46341463] ; [ 1.46341463 28.53658537],0
v1,1,0.625075,0.238798,[19 33] ; [13 18],[20.04819277 31.95180723] ; [11.95180723 19.04819277],0
a7,1,0.669906,0.181713,[31 21] ; [17 14],[30.07228916 21.92771084] ; [17.92771084 13.07228916],0
u2,1,0.677708,0.172717,[13 10] ; [9 9],[12.34146341 10.65853659] ; [9.65853659 8.34146341],0
p2,1,0.687229,0.162102,[39 13] ; [22  9],[38.21686747 13.78313253] ; [22.78313253  8.21686747],0
n6,1,0.700874,0.147565,[35 16] ; [20 11],[34.20731707 16.79268293] ; [20.79268293 10.20731707],0
n1,1,0.729165,0.11988,[5 8] ; [5 6],[5.41666667 7.58333333] ; [4.58333333 6.41666667],0
s4,1,0.729535,0.119539,[ 8 43] ; [ 4 27],[ 7.46341463 43.53658537] ; [ 4.53658537 26.46341463],0
a8,1,0.750992,0.1007,[ 6 41] ; [ 3 26],[ 5.56578947 41.43421053] ; [ 3.43421053 25.56578947],0
b5,1,0.754413,0.09786,[32 20] ; [18 13],[31.3253012 20.6746988] ; [18.6746988 12.3253012],0
v3,1,0.835478,0.043131,[14 38] ; [ 9 22],[14.40963855 37.59036145] ; [ 8.59036145 22.40963855],0
b2,1,0.85438,0.033684,[ 6 24] ; [ 4 14],[ 6.25 23.75] ; [ 3.75 14.25],0
b3,1,0.85438,0.033684,[ 6 24] ; [ 4 14],[ 6.25 23.75] ; [ 3.75 14.25],0
