Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,95.342041,[398 103] ; [ 74 109],[345.71929825 155.28070175] ; [126.28070175  56.71929825],1
n3,1,0.160034,1.973903,[78 21] ; [37 17],[74.41176471 24.58823529] ; [40.58823529 13.41176471],0
a1,1,0.172964,1.857064,[ 12 490] ; [  8 175],[ 14.65693431 487.34306569] ; [  5.34306569 177.65693431],0
n5,1,0.180022,1.797446,[356 140] ; [140  42],[362.85545723 133.14454277] ; [133.14454277  48.85545723],0
s6,1,0.209201,1.576947,[330 165] ; [110  69],[323.14540059 171.85459941] ; [116.85459941  62.14540059],0
p9,1,0.214988,1.537519,[426  68] ; [150  32],[420.92307692  73.07692308] ; [155.07692308  26.92307692],0
b2,1,0.299937,1.074474,[ 93 186] ; [45 71],[ 97.47341772 181.52658228] ; [40.52658228 75.47341772],0
b3,1,0.299937,1.074474,[ 93 186] ; [45 71],[ 97.47341772 181.52658228] ; [40.52658228 75.47341772],0
b4,1,0.304498,1.054392,[299 203] ; [101  82],[293.13868613 208.86131387] ; [106.86131387  76.13868613],0
u4,1,0.360695,0.835472,[  7 495] ; [  1 182],[  5.86277372 496.13722628] ; [  2.13722628 180.86277372],0
p12,1,0.36569,0.818258,[ 28 472] ; [  7 174],[ 25.69750367 474.30249633] ; [  9.30249633 171.69750367],0
s2,1,0.367897,0.810756,[251 245] ; [85 97],[245.80530973 250.19469027] ; [90.19469027 91.80530973],0
p8,1,0.381071,0.767244,[268 225] ; [91 89],[262.98216939 230.01783061] ; [96.01783061 83.98216939],0
n4,1,0.385792,0.752165,[374 126] ; [142  40],[378.29912023 121.70087977] ; [137.70087977  44.29912023],0
n6,1,0.401726,0.703152,[418  80] ; [147  34],[414.38880707  83.61119293] ; [150.61119293  30.38880707],0
s8,1,0.45583,0.556115,[205 294] ; [ 81 102],[209.25806452 289.74193548] ; [ 76.74193548 106.25806452],0
a8,1,0.48316,0.491723,[ 65 382] ; [ 21 149],[ 62.30470016 384.69529984] ; [ 23.69529984 146.30470016],0
v1,1,0.485565,0.486339,[264 226] ; [91 88],[260.01494768 229.98505232] ; [94.98505232 84.01494768],0
s4,1,0.517184,0.419505,[ 82 413] ; [ 34 148],[ 84.81536189 410.18463811] ; [ 31.18463811 150.81536189],0
u2,1,0.521999,0.409942,[81 64] ; [29 28],[78.96039604 66.03960396] ; [31.03960396 25.96039604],0
p11,1,0.604384,0.268434,[404  98] ; [144  39],[401.6 100.4] ; [146.4  36.6],0
s3,1,0.681979,0.167906,[274 218] ; [104  77],[276.33878158 215.66121842] ; [101.66121842  79.33878158],0
a3,1,0.729404,0.11966,[353 147] ; [126  56],[351.17302053 148.82697947] ; [127.82697947  54.17302053],0
d2,1,0.744686,0.106051,[237 264] ; [84 99],[235.11842105 265.88157895] ; [85.88157895 97.11842105],0
n1,1,0.75066,0.100977,[33 64] ; [17 37],[32.1192053 64.8807947] ; [17.8807947 36.1192053],0
p7,1,0.760279,0.093095,[321 167] ; [122  60],[322.66268657 165.33731343] ; [120.33731343  61.66268657],0
p3,1,0.770785,0.084884,[239 262] ; [85 98],[237.31578947 263.68421053] ; [86.68421053 96.31578947],0
p6,1,0.801448,0.063239,[177 319] ; [ 62 117],[175.62074074 320.37925926] ; [ 63.37925926 115.62074074],0
v3,1,0.849802,0.035862,[178 309] ; [ 64 115],[176.95795796 310.04204204] ; [ 65.04204204 113.95795796],0
n2,1,0.868309,0.027492,[72 26] ; [39 15],[71.56578947 26.43421053] ; [39.43421053 14.56578947],0
s1,1,0.896485,0.016927,[ 10 481] ; [  4 178],[ 10.21396731 480.78603269] ; [  3.78603269 178.21396731],0
a4,1,0.917782,0.010656,[218 283] ; [ 80 102],[218.59150805 282.40849195] ; [ 79.40849195 102.59150805],0
p1,1,0.940989,0.00548,[ 28 471] ; [ 10 173],[ 27.80351906 471.19648094] ; [ 10.19648094 172.80351906],0
