Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,8e-06,19.864341,[21  8] ; [ 6 29],[12.234375 16.765625] ; [14.765625 20.234375],1
d5,1,0.565041,0.33105,[17 12] ; [18 17],[15.859375 13.140625] ; [19.140625 15.859375],0
n3,1,0.610863,0.25892,[6 5] ; [ 9 11],[5.32258065 5.67741935] ; [ 9.67741935 10.32258065],0
s4,1,0.636662,0.223135,[ 6 23] ; [ 9 26],[ 6.796875 22.203125] ; [ 8.203125 26.796875],0
u2,1,0.679365,0.170842,[5 6] ; [ 6 10],[4.48148148 6.51851852] ; [6.51851852 9.48148148],0
b4,1,0.689571,0.15955,[18 11] ; [20 15],[17.21875 11.78125] ; [20.78125 14.21875],0
n4,1,0.76223,0.091539,[18 11] ; [23 12],[18.578125 10.421875] ; [22.421875 12.578125],0
p1,1,0.775853,0.08107,[ 4 25] ; [ 4 31],[ 3.625 25.375] ; [ 4.375 30.625],0
n5,1,0.795601,0.067104,[19 10] ; [24 11],[19.484375  9.515625] ; [23.515625 11.484375],0
s1,1,0.803717,0.061772,[ 2 27] ; [ 3 32],[ 2.265625 26.734375] ; [ 2.734375 32.265625],0
a8,1,0.8635,0.029557,[ 1 25] ; [ 1 32],[ 0.88135593 25.11864407] ; [ 1.11864407 31.88135593],0
r1,1,0.865892,0.02852,[11 18] ; [14 21],[11.328125 17.671875] ; [13.671875 21.328125],0
b1,1,0.874313,0.025022,[16 13] ; [20 15],[16.3125 12.6875] ; [19.6875 15.3125],0
n1,1,0.888126,0.01979,[5 6] ; [ 9 12],[4.8125 6.1875] ; [ 9.1875 11.8125],0
v2,1,0.889269,0.019385,[ 6 22] ; [ 7 28],[ 5.77777778 22.22222222] ; [ 7.22222222 27.77777778],0
v3,1,0.892196,0.018367,[ 6 22] ; [ 8 27],[ 6.22222222 21.77777778] ; [ 7.77777778 27.22222222],0
u1,1,0.892375,0.018306,[ 1 28] ; [ 1 34],[ 0.90625 28.09375] ; [ 1.09375 33.90625],0
p12,1,0.892375,0.018306,[ 1 28] ; [ 1 34],[ 0.90625 28.09375] ; [ 1.09375 33.90625],0
a6,1,0.943449,0.005032,[13 16] ; [16 19],[13.140625 15.859375] ; [15.859375 19.140625],0
d1,1,0.972989,0.001146,[ 9 20] ; [11 24],[ 9.0625 19.9375] ; [10.9375 24.0625],0
