Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,88.187296,[ 43 213] ; [196 166],[ 99.00323625 156.99676375] ; [139.99676375 222.00323625],1
p4,1,0.216335,1.528517,[141 121] ; [218 153],[148.59083728 113.40916272] ; [210.40916272 160.59083728],0
a1,1,0.281603,1.159338,[  7 256] ; [ 16 358],[  9.49607535 253.50392465] ; [ 13.50392465 360.49607535],0
p2,1,0.300426,1.072304,[211  52] ; [312  62],[215.93249608  47.06750392] ; [307.06750392  66.93249608],0
n2,1,0.3244,0.971124,[51 25] ; [50 17],[53.67832168 22.32167832] ; [47.32167832 19.67832168],0
u4,1,0.340933,0.906918,[  3 260] ; [  8 366],[  4.54160126 258.45839874] ; [  6.45839874 367.54160126],0
u2,1,0.397597,0.715582,[53 35] ; [48 41],[50.21468927 37.78531073] ; [50.78531073 38.21468927],0
b4,1,0.495611,0.464323,[149 114] ; [222 152],[153.17582418 109.82417582] ; [217.82417582 156.17582418],0
s6,1,0.525326,0.403424,[168  91] ; [249 121],[171.70588235  87.29411765] ; [245.29411765 124.70588235],0
n1,1,0.547671,0.361506,[29 46] ; [23 45],[27.27272727 47.72727273] ; [24.72727273 43.27272727],0
a4,1,0.571418,0.320316,[120 141] ; [180 193],[123.50157729 137.49842271] ; [176.49842271 196.50157729],0
p6,1,0.628273,0.23441,[ 85 176] ; [127 242],[ 87.82857143 173.17142857] ; [124.17142857 244.82857143],0
p1,1,0.834445,0.043683,[ 15 246] ; [ 20 353],[ 14.40851735 246.59148265] ; [ 20.59148265 352.40851735],0
s3,1,0.874273,0.025038,[145 116] ; [201 165],[144.02870813 116.97129187] ; [201.97129187 164.02870813],0
s5,1,0.884049,0.021269,[ 80 177] ; [115 248],[ 80.83064516 176.16935484] ; [114.16935484 248.83064516],0
b2,1,0.983442,0.000431,[ 55 102] ; [ 78 144],[ 55.09498681 101.90501319] ; [ 77.90501319 144.09498681],0
b3,1,0.983442,0.000431,[ 55 102] ; [ 78 144],[ 55.09498681 101.90501319] ; [ 77.90501319 144.09498681],0
b5,1,0.994228,5.2e-05,[159 104] ; [226 148],[158.95604396 104.04395604] ; [226.04395604 147.95604396],0
