Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,58.130188,[ 7 32] ; [129  30],[26.78787879 12.21212121] ; [109.21212121  49.78787879],1
p3,1,0.094996,2.787602,[ 4 35] ; [ 35 123],[ 7.72081218 31.27918782] ; [ 31.27918782 126.72081218],0
n3,1,0.119126,2.428775,[ 9 11] ; [32 17],[11.88405797  8.11594203] ; [29.11594203 19.88405797],0
d4,1,0.157284,2.000149,[25 14] ; [119  39],[28.50761421 10.49238579] ; [115.49238579  42.50761421],0
b2,1,0.168537,1.89591,[13 13] ; [29 54],[10.01834862 15.98165138] ; [31.98165138 51.01834862],0
b3,1,0.168537,1.89591,[13 13] ; [29 54],[10.01834862 15.98165138] ; [31.98165138 51.01834862],0
d1,1,0.181028,1.789163,[14 25] ; [76 83],[17.72727273 21.27272727] ; [72.27272727 86.72727273],0
a5,1,0.211662,1.560025,[19 20] ; [95 64],[22.45454545 16.54545455] ; [91.54545455 67.45454545],0
a2,1,0.227403,1.457032,[ 3 36] ; [ 24 135],[ 5.31818182 33.68181818] ; [ 21.68181818 137.31818182],0
a8,1,0.261272,1.262005,[ 6 33] ; [ 14 138],[ 4.08376963 34.91623037] ; [ 15.91623037 136.08376963],0
p12,1,0.283812,1.148746,[ 1 38] ; [  1 156],[ 0.39795918 38.60204082] ; [  1.60204082 155.39795918],0
v1,1,0.291603,1.112205,[ 9 29] ; [ 51 106],[11.69230769 26.30769231] ; [ 48.30769231 108.69230769],0
a3,1,0.321161,0.984212,[22 16] ; [105  53],[24.62244898 13.37755102] ; [102.37755102  55.62244898],0
s2,1,0.412776,0.67079,[ 5 34] ; [ 29 129],[ 6.73096447 32.26903553] ; [ 27.26903553 130.73096447],0
n2,1,0.415068,0.664236,[11 10] ; [32 19],[12.54166667  8.45833333] ; [30.45833333 20.54166667],0
a4,1,0.43649,0.605492,[12 26] ; [61 98],[14.08121827 23.91878173] ; [ 58.91878173 100.08121827],0
b4,1,0.441794,0.591619,[24 15] ; [87 72],[21.86363636 17.13636364] ; [89.13636364 69.86363636],0
n4,1,0.459578,0.546923,[27 12] ; [100  59],[25.01515152 13.98484848] ; [101.98484848  57.01515152],0
s3,1,0.692326,0.156578,[10 28] ; [ 37 122],[ 9.06598985 28.93401015] ; [ 37.93401015 121.06598985],0
s4,1,0.734578,0.114949,[ 3 36] ; [ 15 144],[ 3.54545455 35.45454545] ; [ 14.45454545 144.54545455],0
s5,1,0.88445,0.021121,[ 4 34] ; [ 15 139],[ 3.76041667 34.23958333] ; [ 15.23958333 138.76041667],0
d2,1,0.892766,0.018172,[16 22] ; [68 89],[16.36923077 21.63076923] ; [67.63076923 89.36923077],0
s7,1,0.919463,0.010223,[ 6 31] ; [ 23 125],[ 5.8 31.2] ; [ 23.2 124.8],0
u1,1,0.920868,0.009869,[ 3 36] ; [ 13 146],[ 3.15151515 35.84848485] ; [ 12.84848485 146.15151515],0
n5,1,0.95284,0.003498,[23 16] ; [94 64],[23.16243655 15.83756345] ; [93.83756345 64.16243655],0
