Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,65.324874,[134  30] ; [ 99 141],[94.58415842 69.41584158] ; [138.41584158 101.58415842],1
n4,1,0.039395,4.243744,[140  27] ; [187  61],[131.58795181  35.41204819] ; [195.41204819  52.58795181],0
p10,1,0.061109,3.507017,[146  21] ; [197  48],[139.0315534  27.9684466] ; [203.9684466  41.0315534],0
s4,1,0.064686,3.412978,[ 30 137] ; [ 63 182],[ 37.69660194 129.30339806] ; [ 55.30339806 189.69660194],0
s2,1,0.066958,3.35606,[141  26] ; [192  57],[133.68028846  33.31971154] ; [199.31971154  49.68028846],0
p7,1,0.070782,3.264782,[117  45] ; [150  86],[108.67839196  53.32160804] ; [158.32160804  77.67839196],0
d3,1,0.078372,3.098334,[134  33] ; [181  68],[126.45432692  40.54567308] ; [188.54567308  60.45432692],0
s5,1,0.095959,2.771454,[81 80] ; [ 97 135],[72.92111959 88.07888041] ; [105.07888041 126.92111959],0
p2,1,0.11306,2.510919,[148  19] ; [205  42],[142.39371981  24.60628019] ; [210.60628019  36.39371981],0
p9,1,0.123665,2.370278,[149  17] ; [207  38],[143.78588808  22.21411192] ; [212.21411192  32.78588808],0
a2,1,0.135586,2.227354,[ 52 115] ; [ 61 188],[ 45.36298077 121.63701923] ; [ 67.63701923 181.36298077],0
a4,1,0.143427,2.140799,[88 79] ; [113 136],[80.68990385 86.31009615] ; [120.31009615 128.68990385],0
n1,1,0.195401,1.676416,[12 20] ; [30 28],[14.93333333 17.06666667] ; [27.06666667 30.93333333],0
u1,1,0.198528,1.653168,[ 41 126] ; [ 48 201],[ 35.72836538 131.27163462] ; [ 53.27163462 195.72836538],0
r1,1,0.237938,1.392767,[144  23] ; [203  45],[139.63614458  27.36385542] ; [207.36385542  40.63614458],0
v4,1,0.26306,1.252582,[161   6] ; [233  15],[158.54939759   8.45060241] ; [235.45060241  12.54939759],0
s6,1,0.270001,1.216742,[143  21] ; [203  41],[139.07843137  24.92156863] ; [206.92156863  37.07843137],0
b5,1,0.293679,1.102677,[94 73] ; [153  96],[99.15625 67.84375] ; [147.84375 101.15625],0
b4,1,0.303687,1.057934,[105  62] ; [144 105],[99.95913462 67.04086538] ; [149.04086538  99.95913462],0
d2,1,0.368391,0.809085,[98 69] ; [135 114],[93.53605769 73.46394231] ; [139.46394231 109.53605769],0
s1,1,0.459014,0.548299,[  5 160] ; [ 11 235],[  6.42335766 158.57664234] ; [  9.57664234 236.42335766],0
a8,1,0.495158,0.465299,[ 22 136] ; [ 39 198],[ 24.4 133.6] ; [ 36.6 200.4],0
b1,1,0.509072,0.435974,[ 65 102] ; [105 144],[68.24519231 98.75480769] ; [101.75480769 147.24519231],0
a6,1,0.546897,0.362905,[116  50] ; [167  82],[113.2  52.8] ; [169.8  79.2],0
r2,1,0.55241,0.353017,[162   5] ; [233  10],[160.8902439   6.1097561] ; [234.1097561   8.8902439],0
u2,1,0.584215,0.29947,[20  8] ; [40 21],[18.87640449  9.12359551] ; [41.12359551 19.87640449],0
b2,1,0.600878,0.273674,[43 56] ; [63 94],[40.9921875 58.0078125] ; [65.0078125 91.9921875],0
b3,1,0.600878,0.273674,[43 56] ; [63 94],[40.9921875 58.0078125] ; [65.0078125 91.9921875],0
n3,1,0.605807,0.266326,[25  9] ; [39 18],[23.91208791 10.08791209] ; [40.08791209 16.91208791],0
a7,1,0.654331,0.200483,[118  48] ; [182  67],[120.  46.] ; [180.  69.],0
n2,1,0.750123,0.101428,[26  7] ; [44 14],[25.38461538  7.61538462] ; [44.61538462 13.38461538],0
p6,1,0.854482,0.033636,[66 99] ; [ 99 143],[66.89189189 98.10810811] ; [ 98.10810811 143.89189189],0
u3,1,0.923675,0.009179,[19  8] ; [43 19],[18.80898876  8.19101124] ; [43.19101124 18.80898876],0
