Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,1e-06,24.823026,[ 5 21] ; [42 12],[15.275 10.725] ; [31.725 22.275],1
b4,1,0.20655,1.595442,[12 14] ; [33 21],[14.625 11.375] ; [30.375 23.625],0
s8,1,0.231393,1.432277,[ 5 21] ; [17 36],[ 7.24050633 18.75949367] ; [14.75949367 38.24050633],0
s4,1,0.251505,1.314924,[ 3 23] ; [12 42],[ 4.875 21.125] ; [10.125 43.875],0
s1,1,0.281441,1.160118,[ 1 25] ; [ 6 48],[ 2.275 23.725] ; [ 4.725 49.275],0
p8,1,0.322889,0.977207,[ 6 20] ; [18 35],[ 7.89873418 18.10126582] ; [16.10126582 36.89873418],0
p4,1,0.330879,0.945455,[ 9 17] ; [24 28],[11. 15.] ; [22. 30.],0
p1,1,0.389259,0.741254,[ 1 25] ; [ 5 49],[ 1.95 24.05] ; [ 4.05 49.95],0
s3,1,0.420886,0.647841,[10 16] ; [25 27],[11.66666667 14.33333333] ; [23.33333333 28.66666667],0
n3,1,0.477897,0.503658,[6 7] ; [14 10],[7.02702703 5.97297297] ; [12.97297297 11.02702703],0
s7,1,0.483832,0.490213,[ 7 17] ; [18 30],[ 8.33333333 15.66666667] ; [16.66666667 31.33333333],0
p7,1,0.518381,0.417112,[10 16] ; [24 28],[11.33333333 14.66666667] ; [22.66666667 29.33333333],0
a2,1,0.537674,0.379867,[ 1 25] ; [ 4 50],[ 1.625 24.375] ; [ 3.375 50.625],0
b1,1,0.537674,0.379867,[15 11] ; [35 19],[16.25  9.75] ; [33.75 20.25],0
n2,1,0.571257,0.320584,[8 7] ; [15  9],[8.84615385 6.15384615] ; [14.15384615  9.84615385],0
v3,1,0.59951,0.275735,[ 7 18] ; [17 33],[ 8. 17.] ; [16. 34.],0
p12,1,0.602405,0.271384,[ 1 25] ; [ 1 52],[ 0.65822785 25.34177215] ; [ 1.34177215 51.65822785],0
n6,1,0.621511,0.24375,[15 11] ; [33 19],[16. 10.] ; [32. 20.],0
a1,1,0.63307,0.22792,[ 2 24] ; [ 6 48],[ 2.6 23.4] ; [ 5.4 48.6],0
b5,1,0.63307,0.22792,[12 14] ; [28 26],[13. 13.] ; [27. 27.],0
p2,1,0.692991,0.155867,[13 13] ; [29 24],[13.82278481 12.17721519] ; [28.17721519 24.82278481],0
p5,1,0.727439,0.121476,[ 2 24] ; [ 3 50],[ 1.64556962 24.35443038] ; [ 3.35443038 49.64556962],0
p6,1,0.792007,0.06954,[ 5 20] ; [12 41],[ 5.44871795 19.55128205] ; [11.55128205 41.44871795],0
b2,1,0.869454,0.027011,[6 9] ; [12 20],[5.74468085 9.25531915] ; [12.25531915 19.74468085],0
b3,1,0.869454,0.027011,[6 9] ; [12 20],[5.74468085 9.25531915] ; [12.25531915 19.74468085],0
n1,1,0.918006,0.010598,[6 9] ; [10 14],[6.15384615 8.84615385] ; [ 9.84615385 14.15384615],0
