Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,9.9e-05,15.147093,[53  5] ; [51 31],[43.08571429 14.91428571] ; [60.91428571 21.08571429],1
b1,1,0.420677,0.648423,[25 33] ; [41 41],[27.34285714 30.65714286] ; [38.65714286 43.34285714],0
s1,1,0.430536,0.621378,[ 4 53] ; [ 9 73],[ 5.33093525 51.66906475] ; [ 7.66906475 74.33093525],0
a6,1,0.442535,0.589701,[36 22] ; [45 36],[33.79856115 24.20143885] ; [47.20143885 33.79856115],0
u2,1,0.446587,0.579299,[11  8] ; [15 17],[9.68627451 9.31372549] ; [16.31372549 15.68627451],0
n4,1,0.495489,0.464585,[40 18] ; [52 30],[38.11428571 19.88571429] ; [53.88571429 28.11428571],0
b3,1,0.562036,0.336192,[11 23] ; [23 37],[12.29787234 21.70212766] ; [21.70212766 38.29787234],0
b2,1,0.562036,0.336192,[11 23] ; [23 37],[12.29787234 21.70212766] ; [21.70212766 38.29787234],0
a3,1,0.565611,0.330081,[39 19] ; [50 30],[37.4057971 20.5942029] ; [51.5942029 28.4057971],0
p1,1,0.610285,0.25976,[ 3 55] ; [ 6 76],[ 3.72857143 54.27142857] ; [ 5.27142857 76.72857143],0
n5,1,0.613662,0.254877,[37 21] ; [55 26],[38.38848921 19.61151079] ; [53.61151079 27.38848921],0
b5,1,0.628447,0.234173,[33 25] ; [50 32],[34.38571429 23.61428571] ; [48.61428571 33.38571429],0
u1,1,0.726176,0.122652,[ 9 49] ; [11 71],[ 8.28571429 49.71428571] ; [11.71428571 70.28571429],0
a2,1,0.733592,0.115839,[10 48] ; [16 66],[10.77142857 47.22857143] ; [15.22857143 66.77142857],0
d2,1,0.813947,0.055384,[28 30] ; [37 43],[27.31884058 30.68115942] ; [37.68115942 42.31884058],0
a1,1,0.819635,0.051991,[ 5 53] ; [ 8 74],[ 5.38571429 52.61428571] ; [ 7.61428571 74.38571429],0
n3,1,0.889286,0.019379,[10  8] ; [19 14],[10.23529412  7.76470588] ; [18.76470588 14.23529412],0
a4,1,0.914356,0.011566,[23 35] ; [31 49],[22.69565217 35.30434783] ; [31.30434783 48.69565217],0
a8,1,0.93255,0.007163,[ 5 48] ; [ 8 73],[ 5.14179104 47.85820896] ; [ 7.85820896 73.14179104],0
