Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.017379,5.657706,[25  8] ; [33 32],[19.53061224 13.46938776] ; [38.46938776 26.53061224],0
p6,1,0.468777,0.524857,[ 5 28] ; [13 48],[ 6.31914894 26.68085106] ; [11.68085106 49.31914894],0
s3,1,0.477583,0.504378,[15 15] ; [27 37],[13.40425532 16.59574468] ; [28.59574468 35.40425532],0
p9,1,0.493877,0.468068,[18 14] ; [40 23],[19.53684211 12.46315789] ; [38.46315789 24.53684211],0
s6,1,0.504768,0.444897,[12 20] ; [29 36],[13.5257732 18.4742268] ; [27.4742268 37.5257732],0
d2,1,0.562168,0.335964,[17 16] ; [29 35],[15.64948454 17.35051546] ; [30.35051546 33.64948454],0
n6,1,0.572063,0.319243,[18 13] ; [41 23],[19.25263158 11.74736842] ; [39.74736842 24.25263158],0
a2,1,0.573179,0.317392,[ 6 27] ; [ 9 56],[ 5.05102041 27.94897959] ; [ 9.94897959 55.05102041],0
d5,1,0.576757,0.311507,[27  6] ; [50 15],[25.92857143  7.07142857] ; [51.07142857 13.92857143],0
a8,1,0.591473,0.288049,[ 1 27] ; [ 4 59],[ 1.53846154 26.46153846] ; [ 3.46153846 59.53846154],0
b5,1,0.604936,0.267616,[18 15] ; [39 26],[19.19387755 13.80612245] ; [37.80612245 27.19387755],0
s7,1,0.668095,0.183838,[12 16] ; [24 39],[11.07692308 16.92307692] ; [24.92307692 38.07692308],0
a5,1,0.726968,0.121914,[21 12] ; [39 26],[20.20408163 12.79591837] ; [39.79591837 25.20408163],0
s8,1,0.765424,0.089022,[ 7 25] ; [16 49],[ 7.58762887 24.41237113] ; [15.41237113 49.58762887],0
p1,1,0.766914,0.087861,[ 2 31] ; [ 5 60],[ 2.35714286 30.64285714] ; [ 4.64285714 60.35714286],0
a3,1,0.80173,0.063056,[23 10] ; [43 21],[22.45360825 10.54639175] ; [43.54639175 20.45360825],0
r2,1,0.829992,0.046101,[18 12] ; [34 25],[17.52808989 12.47191011] ; [34.47191011 24.52808989],0
p2,1,0.835022,0.043375,[19 13] ; [36 27],[18.52631579 13.47368421] ; [36.47368421 26.52631579],0
d1,1,0.83634,0.042674,[19 14] ; [36 29],[18.52040816 14.47959184] ; [36.47959184 28.52040816],0
b2,1,0.85583,0.033009,[ 6 12] ; [13 29],[ 5.7 12.3] ; [13.3 28.7],0
b3,1,0.85583,0.033009,[ 6 12] ; [13 29],[ 5.7 12.3] ; [13.3 28.7],0
p8,1,0.89307,0.018069,[ 9 24] ; [18 45],[ 9.28125 23.71875] ; [17.71875 45.28125],0
p7,1,0.894248,0.017671,[11 19] ; [24 39],[11.29032258 18.70967742] ; [23.70967742 39.29032258],0
u3,1,0.918931,0.010359,[4 6] ; [ 8 13],[3.87096774 6.12903226] ; [ 8.12903226 12.87096774],0
v1,1,0.919971,0.010094,[13 20] ; [23 37],[12.77419355 20.22580645] ; [23.22580645 36.77419355],0
d3,1,0.923846,0.009138,[21 12] ; [42 23],[21.21428571 11.78571429] ; [41.78571429 23.21428571],0
n4,1,0.93305,0.007057,[19 14] ; [38 27],[19.19387755 13.80612245] ; [37.80612245 27.19387755],0
a7,1,0.93305,0.007057,[19 14] ; [38 27],[19.19387755 13.80612245] ; [37.80612245 27.19387755],0
u2,1,0.935919,0.006464,[4 5] ; [ 9 12],[3.9 5.1] ; [ 9.1 11.9],0
b1,1,0.944345,0.004873,[17 16] ; [33 32],[16.83673469 16.16326531] ; [33.16326531 31.83673469],0
n1,1,0.951895,0.003639,[ 6 14] ; [ 7 17],[ 5.90909091 14.09090909] ; [ 7.09090909 16.90909091],0
u1,1,0.981924,0.000513,[ 3 30] ; [ 6 59],[ 3.03061224 29.96938776] ; [ 5.96938776 59.03061224],0
a1,1,0.981924,0.000513,[ 3 30] ; [ 6 59],[ 3.03061224 29.96938776] ; [ 5.96938776 59.03061224],0
