Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,70.199698,[369 112] ; [ 72 100],[324.84073507 156.15926493] ; [116.15926493  55.84073507],1
a5,1,0.188287,1.730973,[369 113] ; [123  49],[362.60550459 119.39449541] ; [129.39449541  42.60550459],0
s1,1,0.198511,1.653298,[ 14 460] ; [  2 169],[ 11.75813953 462.24186047] ; [  4.24186047 166.75813953],0
s8,1,0.210037,1.57117,[212 265] ; [86 86],[219.02311248 257.97688752] ; [78.97688752 93.02311248],0
s5,1,0.211032,1.564333,[160 303] ; [66 99],[166.62101911 296.37898089] ; [ 59.37898089 105.62101911],0
v1,1,0.223418,1.482278,[271 200] ; [87 80],[264.29153605 206.70846395] ; [93.70846395 73.29153605],0
a1,1,0.247448,1.337656,[ 18 464] ; [ 10 162],[ 20.63608563 461.36391437] ; [  7.36391437 164.63608563],0
n3,1,0.258615,1.276156,[72 22] ; [29 14],[69.29927007 24.70072993] ; [31.70072993 11.29927007],0
n4,1,0.259876,1.269418,[389  91] ; [146  26],[393.86503067  86.13496933] ; [141.13496933  30.86503067],0
s7,1,0.265035,1.242267,[232 226] ; [93 74],[238.16 219.84] ; [86.84 80.16],0
s6,1,0.275755,1.187892,[330 140] ; [109  57],[324.41823899 145.58176101] ; [114.58176101  51.41823899],0
p12,1,0.277739,1.178118,[ 44 436] ; [ 11 159],[ 40.61538462 439.38461538] ; [ 14.38461538 155.61538462],0
s2,1,0.32867,0.954132,[254 221] ; [84 87],[248.52941176 226.47058824] ; [89.47058824 81.52941176],0
p8,1,0.37429,0.789372,[285 189] ; [95 74],[280.1244168 193.8755832] ; [99.8755832 69.1244168],0
a8,1,0.396055,0.720272,[ 68 361] ; [ 21 140],[ 64.71355932 364.28644068] ; [ 24.28644068 136.71355932],0
p1,1,0.431099,0.619861,[ 46 435] ; [ 13 159],[ 43.45941807 437.54058193] ; [ 15.54058193 156.45941807],0
p10,1,0.503776,0.446973,[413  63] ; [144  26],[410.42105263  65.57894737] ; [146.57894737  23.42105263],0
p6,1,0.546236,0.364104,[197 278] ; [ 66 104],[193.68217054 281.31782946] ; [ 69.31782946 100.68217054],0
p5,1,0.635688,0.224426,[ 63 418] ; [ 25 147],[ 64.82082695 416.17917305] ; [ 23.17917305 148.82082695],0
v3,1,0.654833,0.199861,[189 279] ; [72 98],[191.45454545 276.54545455] ; [ 69.54545455 100.45454545],0
d2,1,0.775515,0.081321,[241 240] ; [84 88],[239.39509954 241.60490046] ; [85.60490046 86.39509954],0
p3,1,0.832126,0.044934,[259 222] ; [91 81],[257.8101072 223.1898928] ; [92.1898928 79.8101072],0
p7,1,0.843006,0.039224,[326 144] ; [120  51],[327.02028081 142.97971919] ; [118.97971919  52.02028081],0
u4,1,0.848042,0.036717,[ 10 471] ; [  4 168],[ 10.31240429 470.68759571] ; [  3.68759571 168.31240429],0
n1,1,0.849905,0.035811,[34 59] ; [15 28],[33.50735294 59.49264706] ; [15.49264706 27.50735294],0
s4,1,0.874154,0.025085,[ 75 398] ; [ 28 143],[ 75.65062112 397.34937888] ; [ 27.34937888 143.65062112],0
p11,1,0.923076,0.009324,[402  80] ; [144  28],[402.40366972  79.59633028] ; [143.59633028  28.40366972],0
p9,1,0.932603,0.007152,[423  51] ; [153  18],[423.29302326  50.70697674] ; [152.70697674  18.29302326],0
s3,1,0.936341,0.006379,[271 202] ; [98 72],[271.44167963 201.55832037] ; [97.55832037 72.44167963],0
a4,1,0.947517,0.004333,[218 263] ; [78 93],[218.36809816 262.63190184] ; [77.63190184 93.36809816],0
a3,1,0.99483,4.2e-05,[351 129] ; [125  46],[350.96774194 129.03225806] ; [125.03225806  45.96774194],0
