Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7.1e-05,15.772392,[6 5] ; [ 3 44],[1.70689655 9.29310345] ; [ 7.29310345 39.70689655],1
n6,1,0.283797,1.148818,[7 4] ; [21 25],[5.40350877 5.59649123] ; [22.59649123 23.40350877],0
p8,1,0.31141,1.024687,[4 7] ; [10 36],[2.70175439 8.29824561] ; [11.29824561 34.70175439],0
s5,1,0.327864,0.957318,[3 8] ; [ 7 40],[1.89655172 9.10344828] ; [ 8.10344828 38.89655172],0
a3,1,0.362788,0.828218,[8 3] ; [26 19],[6.67857143 4.32142857] ; [27.32142857 17.67857143],0
n5,1,0.367714,0.811375,[9 2] ; [32 15],[7.77586207 3.22413793] ; [33.22413793 13.77586207],0
a4,1,0.367757,0.81123,[5 6] ; [14 31],[3.73214286 7.26785714] ; [15.26785714 29.73214286],0
a5,1,0.379781,0.77141,[7 4] ; [23 24],[5.68965517 5.31034483] ; [24.31034483 22.68965517],0
a7,1,0.394622,0.724652,[6 5] ; [19 28],[4.74137931 6.25862069] ; [20.25862069 26.74137931],0
d5,1,0.451737,0.56629,[7 4] ; [24 23],[5.87931034 5.12068966] ; [25.12068966 21.87931034],0
d2,1,0.507947,0.438294,[6 5] ; [20 26],[5.01754386 5.98245614] ; [20.98245614 25.01754386],0
v4,1,0.530628,0.393189,[7 4] ; [25 22],[6.06896552 4.93103448] ; [25.93103448 21.06896552],0
v3,1,0.573239,0.317292,[3 8] ; [ 9 37],[2.31578947 8.68421053] ; [ 9.68421053 36.31578947],0
b1,1,0.616069,0.251432,[7 4] ; [26 21],[6.25862069 4.74137931] ; [26.74137931 20.25862069],0
r4,1,0.639128,0.219884,[2 9] ; [ 6 41],[1.51724138 9.48275862] ; [ 6.48275862 40.51724138],0
n1,1,0.680724,0.169312,[4 4] ; [10 14],[3.5 4.5] ; [10.5 13.5],0
r2,1,0.738095,0.111808,[7 4] ; [31 14],[7.46428571 3.53571429] ; [30.53571429 14.46428571],0
p7,1,0.764763,0.08954,[2 8] ; [11 34],[2.36363636 7.63636364] ; [10.63636364 34.36363636],0
p1,1,0.786281,0.073519,[2 9] ; [ 7 40],[1.70689655 9.29310345] ; [ 7.29310345 39.70689655],0
u3,1,0.865215,0.028812,[1 2] ; [ 6 15],[0.875 2.125] ; [ 6.125 14.875],0
n4,1,0.884083,0.021256,[7 4] ; [31 16],[7.20689655 3.79310345] ; [30.79310345 16.20689655],0
b4,1,0.905263,0.014165,[7 4] ; [29 18],[6.82758621 4.17241379] ; [29.17241379 17.82758621],0
n3,1,0.935004,0.00665,[3 5] ; [ 9 14],[3.09677419 4.90322581] ; [ 8.90322581 14.09677419],0
p3,1,0.936053,0.006437,[3 8] ; [12 34],[2.89473684 8.10526316] ; [12.10526316 33.89473684],0
s1,1,0.950781,0.00381,[ 1 10] ; [ 4 43],[ 0.94827586 10.05172414] ; [ 4.05172414 42.94827586],0
u2,1,1.0,0.0,[1 2] ; [ 7 14],[1. 2.] ; [ 7. 14.],0
