Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.3e-05,17.258503,[19 43] ; [23  7],[28.30434783 33.69565217] ; [13.69565217 16.30434783],1
n3,1,0.202134,1.626891,[12  5] ; [3 4],[10.625  6.375] ; [4.375 2.625],0
p3,1,0.20825,1.583548,[23 38] ; [15 14],[25.75555556 35.24444444] ; [12.24444444 16.75555556],0
d2,1,0.302878,1.061478,[22 40] ; [14 16],[24.26086957 37.73913043] ; [11.73913043 18.26086957],0
n2,1,0.303387,1.059247,[11  6] ; [6 1],[12.04166667  4.95833333] ; [4.95833333 2.04166667],0
p12,1,0.334783,0.930308,[ 3 58] ; [ 3 26],[ 4.06666667 56.93333333] ; [ 1.93333333 27.06666667],0
r1,1,0.341042,0.90651,[49 13] ; [21  9],[47.17391304 14.82608696] ; [22.82608696  7.17391304],0
n4,1,0.348904,0.87744,[27 35] ; [10 20],[24.93478261 37.06521739] ; [12.06521739 17.93478261],0
a8,1,0.368803,0.807692,[ 5 51] ; [ 1 27],[ 4. 52.] ; [ 2. 26.],0
r2,1,0.393269,0.72881,[54  8] ; [27  2],[55.18681319  6.81318681] ; [25.81318681  3.18681319],0
p11,1,0.459998,0.5459,[44 18] ; [19 11],[42.45652174 19.54347826] ; [20.54347826  9.45652174],0
p8,1,0.516058,0.421765,[28 34] ; [11 18],[26.57142857 35.42857143] ; [12.42857143 16.57142857],0
v3,1,0.517317,0.419238,[25 32] ; [11 19],[23.5862069 33.4137931] ; [12.4137931 17.5862069],0
s1,1,0.547334,0.362114,[ 4 58] ; [ 3 27],[ 4.7173913 57.2826087] ; [ 2.2826087 27.7173913],0
a3,1,0.56356,0.333578,[43 19] ; [19 11],[41.7826087 20.2173913] ; [20.2173913  9.7826087],0
b5,1,0.565567,0.330156,[41 21] ; [18 12],[39.76086957 22.23913043] ; [19.23913043 10.76086957],0
u2,1,0.627726,0.235157,[13  5] ; [7 4],[12.4137931  5.5862069] ; [7.5862069 3.4137931],0
r3,1,0.630913,0.230824,[56  6] ; [28  2],[56.60869565  5.39130435] ; [27.39130435  2.60869565],0
a4,1,0.662792,0.19015,[28 34] ; [15 15],[28.97826087 33.02173913] ; [14.02173913 15.97826087],0
d1,1,0.764307,0.089898,[31 31] ; [16 14],[31.67391304 30.32608696] ; [15.32608696 14.67391304],0
d3,1,0.796636,0.066411,[45 17] ; [21  9],[44.47826087 17.52173913] ; [21.52173913  8.47826087],0
a7,1,0.796636,0.066411,[45 17] ; [21  9],[44.47826087 17.52173913] ; [21.52173913  8.47826087],0
a5,1,0.796636,0.066411,[45 17] ; [21  9],[44.47826087 17.52173913] ; [21.52173913  8.47826087],0
p2,1,0.839148,0.041202,[48 14] ; [23  6],[48.37362637 13.62637363] ; [22.62637363  6.37362637],0
n6,1,0.845526,0.037959,[35 27] ; [17 12],[35.42857143 26.57142857] ; [16.57142857 12.42857143],0
b4,1,0.849926,0.035801,[38 24] ; [19 11],[38.41304348 23.58695652] ; [18.58695652 11.41304348],0
b1,1,0.905372,0.014132,[24 38] ; [12 18],[24.26086957 37.73913043] ; [11.73913043 18.26086957],0
r4,1,0.9144,0.011554,[49 13] ; [24  6],[49.19565217 12.80434783] ; [23.80434783  6.19565217],0
p7,1,0.936064,0.006435,[30 31] ; [14 15],[29.82222222 31.17777778] ; [14.17777778 14.82222222],0
