Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,52.468667,[ 36 192] ; [116 132],[ 72.80672269 155.19327731] ; [ 79.19327731 168.80672269],1
s6,1,0.08122,3.040324,[109 119] ; [140 111],[118.52192067 109.47807933] ; [130.47807933 120.52192067],0
a2,1,0.081283,3.039056,[ 38 195] ; [ 58 199],[ 45.64897959 187.35102041] ; [ 50.35102041 206.64897959],0
a7,1,0.092819,2.824786,[162  70] ; [196  60],[170.19672131  61.80327869] ; [187.80327869  68.19672131],0
d2,1,0.101933,2.675041,[ 86 145] ; [114 142],[ 94.86652977 136.13347023] ; [105.13347023 150.86652977],0
b1,1,0.118377,2.438663,[ 91 142] ; [ 83 174],[ 82.73877551 150.26122449] ; [ 91.26122449 165.73877551],0
n3,1,0.120973,2.404677,[38 20] ; [44 12],[41.71929825 16.28070175] ; [40.28070175 15.71929825],0
u3,1,0.196615,1.667344,[56 43] ; [37 42],[51.7247191 47.2752809] ; [41.2752809 37.7247191],0
s4,1,0.199578,1.64546,[ 39 189] ; [ 33 222],[ 33.98757764 194.01242236] ; [ 38.01242236 216.98757764],0
n4,1,0.282357,1.155711,[158  75] ; [185  71],[163.43353783  69.56646217] ; [179.56646217  76.43353783],0
u1,1,0.297297,1.086281,[ 27 206] ; [ 38 219],[ 30.90816327 202.09183673] ; [ 34.09183673 222.90816327],0
a6,1,0.298244,1.082031,[152  80] ; [179  77],[157.36065574  74.63934426] ; [173.63934426  82.36065574],0
r2,1,0.317669,0.99852,[212  19] ; [239  15],[214.80618557  16.19381443] ; [236.19381443  17.80618557],0
a4,1,0.332736,0.938219,[ 87 145] ; [107 149],[ 92.2295082 139.7704918] ; [101.7704918 154.2295082],0
a1,1,0.340403,0.908914,[  7 226] ; [ 12 245],[  9.03469388 223.96530612] ; [  9.96530612 247.03469388],0
n1,1,0.40736,0.686492,[20 39] ; [15 41],[17.95652174 41.04347826] ; [17.04347826 38.95652174],0
u2,1,0.409915,0.679047,[53 47] ; [36 41],[50.28248588 49.71751412] ; [38.71751412 38.28248588],0
r4,1,0.414595,0.665585,[204  29] ; [231  26],[206.84693878  26.15306122] ; [228.15306122  28.84693878],0
b4,1,0.41603,0.661502,[133 100] ; [156 101],[137.42244898  95.57755102] ; [151.57755102 105.42244898],0
v4,1,0.424902,0.636717,[218  13] ; [237  19],[215.82135524  15.17864476] ; [239.17864476  16.82135524],0
a8,1,0.483939,0.489974,[ 27 190] ; [ 24 208],[ 24.6481069 192.3518931] ; [ 26.3518931 205.6481069],0
b2,1,0.490583,0.475247,[37 93] ; [44 92],[39.58646617 90.41353383] ; [41.41353383 94.58646617],0
b3,1,0.490583,0.475247,[37 93] ; [44 92],[39.58646617 90.41353383] ; [41.41353383 94.58646617],0
s3,1,0.546029,0.364478,[101 132] ; [102 149],[ 97.72520661 135.27479339] ; [105.27479339 145.72520661],0
s5,1,0.594578,0.283252,[ 54 173] ; [ 65 186],[ 56.5125523 170.4874477] ; [ 62.4874477 188.5125523],0
n6,1,0.605152,0.267295,[184  48] ; [207  48],[186.26694045  45.73305955] ; [204.73305955  50.26694045],0
p2,1,0.623107,0.241525,[184  47] ; [206  47],[186.13636364  44.86363636] ; [203.86363636  49.13636364],0
n5,1,0.654562,0.200197,[152  79] ; [172  82],[154.31752577  76.68247423] ; [169.68247423  84.31752577],0
n2,1,0.741801,0.10855,[46 15] ; [40 15],[45.22413793 15.77586207] ; [40.77586207 14.22413793],0
s7,1,0.743864,0.106759,[ 58 165] ; [ 67 178],[ 59.56196581 163.43803419] ; [ 65.43803419 179.56196581],0
p6,1,0.770262,0.085283,[ 64 166] ; [ 72 176],[ 65.43933054 164.56066946] ; [ 70.56066946 177.43933054],0
p1,1,0.823598,0.049693,[ 15 215] ; [ 18 238],[ 15.61728395 214.38271605] ; [ 17.38271605 238.61728395],0
s2,1,0.880488,0.022605,[ 80 151] ; [ 87 169],[ 79.21355236 151.78644764] ; [ 87.78644764 168.21355236],0
p5,1,0.908008,0.013352,[ 18 214] ; [ 19 235],[ 17.66255144 214.33744856] ; [ 19.33744856 234.66255144],0
u4,1,0.921551,0.009698,[  2 231] ; [  2 255],[  1.90204082 231.09795918] ; [  2.09795918 254.90204082],0
