Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,65.825853,[ 34 125] ; [161  98],[74.17464115 84.82535885] ; [120.82535885 138.17464115],1
n6,1,0.252187,1.31115,[144  19] ; [243  22],[147.38551402  15.61448598] ; [239.61448598  25.38551402],0
p5,1,0.270623,1.213586,[ 26 135] ; [ 33 234],[ 22.19392523 138.80607477] ; [ 36.80607477 230.19392523],0
r4,1,0.300894,1.070226,[147  17] ; [247  20],[149.92111369  14.07888631] ; [244.07888631  22.92111369],0
a3,1,0.306571,1.045389,[131  32] ; [224  42],[134.88344988  28.11655012] ; [220.11655012  45.88344988],0
s8,1,0.34049,0.908587,[83 81] ; [145 117],[87.77464789 76.22535211] ; [140.22535211 121.77464789],0
u4,1,0.355293,0.854463,[  4 160] ; [ 11 256],[  5.70765661 158.29234339] ; [  9.29234339 257.70765661],0
s3,1,0.366751,0.814645,[101  62] ; [149 110],[96.56398104 66.43601896] ; [153.43601896 105.56398104],0
a6,1,0.391989,0.732764,[115  48] ; [197  68],[118.82242991  44.17757009] ; [193.17757009  71.82242991],0
b2,1,0.414914,0.664675,[46 61] ; [ 69 112],[42.72569444 64.27430556] ; [ 72.27430556 108.72569444],0
b3,1,0.414914,0.664675,[46 61] ; [ 69 112],[42.72569444 64.27430556] ; [ 72.27430556 108.72569444],0
p3,1,0.41513,0.664061,[87 75] ; [153 112],[91.05386417 70.94613583] ; [148.94613583 116.05386417],0
s5,1,0.442675,0.589339,[ 55 104] ; [ 97 156],[ 58.66019417 100.33980583] ; [ 93.33980583 159.66019417],0
n5,1,0.494803,0.466066,[146  18] ; [230  35],[143.73892774  20.26107226] ; [232.26107226  32.73892774],0
p4,1,0.516953,0.419969,[109  55] ; [182  80],[112.02816901  51.97183099] ; [178.97183099  83.02816901],0
p8,1,0.561459,0.337184,[90 74] ; [149 109],[92.88151659 71.11848341] ; [146.11848341 111.88151659],0
u2,1,0.568811,0.324675,[21 12] ; [24 18],[19.8 13.2] ; [25.2 16.8],0
b5,1,0.572483,0.318545,[95 69] ; [162 105],[97.79118329 66.20881671] ; [159.20881671 107.79118329],0
n1,1,0.583411,0.300752,[18 24] ; [14 24],[16.8 25.2] ; [15.2 22.8],0
p6,1,0.585512,0.297408,[73 90] ; [109 150],[70.2985782 92.7014218] ; [111.7014218 147.2985782],0
b4,1,0.626251,0.237178,[95 69] ; [161 106],[97.41067285 66.58932715] ; [158.58932715 108.41067285],0
u3,1,0.627019,0.236125,[21 12] ; [25 18],[19.97368421 13.02631579] ; [26.02631579 16.97368421],0
p1,1,0.636141,0.223825,[ 17 147] ; [ 24 243],[ 15.60092807 148.39907193] ; [ 25.39907193 241.60092807],0
a2,1,0.662391,0.190632,[ 58 106] ; [100 167],[ 60.12064965 103.87935035] ; [ 97.87935035 169.12064965],0
a5,1,0.701041,0.147392,[141  23] ; [233  34],[142.31090487  21.68909513] ; [231.68909513  35.31090487],0
s6,1,0.710035,0.138242,[109  51] ; [183  79],[110.71090047  49.28909953] ; [181.28909953  80.71090047],0
u1,1,0.711179,0.137102,[ 47 117] ; [ 81 186],[ 48.70533643 115.29466357] ; [ 79.29466357 187.70533643],0
a1,1,0.79226,0.069368,[ 10 154] ; [ 18 249],[ 10.65429234 153.34570766] ; [ 17.34570766 249.65429234],0
r1,1,0.959758,0.002546,[140  23] ; [228  38],[139.82284382  23.17715618] ; [228.17715618  37.82284382],0
a4,1,0.965556,0.001865,[99 64] ; [161 105],[98.78787879 64.21212121] ; [161.21212121 104.78787879],0
d5,1,0.983539,0.000426,[159   3] ; [261   5],[158.97196262   3.02803738] ; [261.02803738   4.97196262],0
