Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.001215,10.467136,[10 60] ; [10 11],[15.38461538 54.61538462] ; [ 4.61538462 16.38461538],0
r1,1,0.281113,1.161701,[44 27] ; [15  5],[46.03296703 24.96703297] ; [12.96703297  7.03296703],0
u2,1,0.33602,0.925556,[12 13] ; [6 3],[13.23529412 11.76470588] ; [4.76470588 4.23529412],0
a2,1,0.352377,0.864878,[ 8 63] ; [ 4 17],[ 9.26086957 61.73913043] ; [ 2.73913043 18.26086957],0
s3,1,0.37207,0.796739,[31 39] ; [ 7 14],[29.23076923 40.76923077] ; [ 8.76923077 12.23076923],0
p11,1,0.431033,0.620037,[27 44] ; [10 11],[28.55434783 42.44565217] ; [ 8.44565217 12.55434783],0
p9,1,0.43304,0.614656,[36 33] ; [13  8],[37.56666667 31.43333333] ; [11.43333333  9.56666667],0
s4,1,0.490283,0.475904,[11 60] ; [ 2 19],[10.0326087 60.9673913] ; [ 2.9673913 18.0326087],0
n2,1,0.514828,0.424242,[18 15] ; [6 3],[18.85714286 14.14285714] ; [5.14285714 3.85714286],0
a3,1,0.552889,0.352167,[45 25] ; [12  9],[43.84615385 26.15384615] ; [13.15384615  7.84615385],0
b1,1,0.581064,0.304518,[29 42] ; [10 11],[30.09782609 40.90217391] ; [ 8.90217391 12.09782609],0
a7,1,0.612796,0.256124,[43 28] ; [14  7],[43.98913043 27.01086957] ; [13.01086957  7.98913043],0
n3,1,0.642835,0.215054,[18 13] ; [6 3],[18.6 12.4] ; [5.4 3.6],0
p10,1,0.650807,0.204885,[29 40] ; [10 11],[29.9 39.1] ; [ 9.1 11.9],0
s7,1,0.67046,0.181065,[16 49] ; [ 4 16],[15.29411765 49.70588235] ; [ 4.70588235 15.29411765],0
p1,1,0.68109,0.168902,[ 9 61] ; [ 2 19],[ 8.46153846 61.53846154] ; [ 2.53846154 18.46153846],0
b5,1,0.68484,0.164728,[37 34] ; [12  9],[37.81521739 33.18478261] ; [11.18478261  9.81521739],0
v3,1,0.713292,0.135011,[18 48] ; [ 6 13],[18.63529412 47.36470588] ; [ 5.36470588 13.63529412],0
n4,1,0.717435,0.130963,[37 34] ; [10 11],[36.27173913 34.72826087] ; [10.72826087 10.27173913],0
a4,1,0.778841,0.078865,[28 43] ; [ 9 12],[28.55434783 42.44565217] ; [ 8.44565217 12.55434783],0
n5,1,0.782666,0.076092,[26 45] ; [ 7 14],[25.4673913 45.5326087] ; [ 7.5326087 13.4673913],0
d2,1,0.821384,0.05097,[29 42] ; [ 8 13],[28.55434783 42.44565217] ; [ 8.44565217 12.55434783],0
b2,1,0.85183,0.034888,[17 21] ; [5 7],[16.72 21.28] ; [5.28 6.72],0
b3,1,0.85183,0.034888,[17 21] ; [5 7],[16.72 21.28] ; [5.28 6.72],0
v1,1,0.856754,0.032583,[30 41] ; [ 8 12],[29.64835165 41.35164835] ; [ 8.35164835 11.64835165],0
d3,1,0.857731,0.032135,[39 32] ; [12  9],[39.35869565 31.64130435] ; [11.64130435  9.35869565],0
s1,1,0.8666,0.028217,[ 4 66] ; [ 1 20],[ 3.84615385 66.15384615] ; [ 1.15384615 19.84615385],0
n1,1,0.897213,0.016688,[15 17] ; [4 5],[14.82926829 17.17073171] ; [4.17073171 4.82926829],0
u1,1,0.915647,0.011219,[ 3 68] ; [ 1 20],[ 3.08695652 67.91304348] ; [ 0.91304348 20.08695652],0
d1,1,0.960781,0.002418,[30 41] ; [ 9 12],[30.09782609 40.90217391] ; [ 8.90217391 12.09782609],0
b4,1,0.960781,0.002418,[41 30] ; [12  9],[40.90217391 30.09782609] ; [12.09782609  8.90217391],0
s5,1,0.979846,0.000638,[11 56] ; [ 3 15],[11.03529412 55.96470588] ; [ 2.96470588 15.03529412],0
