Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.207112,[29 33] ; [60  9],[42.1221374 19.8778626] ; [46.8778626 22.1221374],1
n6,1,0.281358,1.160517,[49 11] ; [61  8],[51.1627907  8.8372093] ; [58.8372093 10.1627907],0
n5,1,0.30543,1.050333,[49 12] ; [60  9],[51.14615385  9.85384615] ; [57.85384615 11.14615385],0
b2,1,0.317375,0.999734,[29 23] ; [21 25],[26.53061224 25.46938776] ; [23.46938776 22.53061224],0
b3,1,0.317375,0.999734,[29 23] ; [21 25],[26.53061224 25.46938776] ; [23.46938776 22.53061224],0
d2,1,0.323866,0.973271,[35 27] ; [33 36],[32.18320611 29.81679389] ; [35.81679389 33.18320611],0
s1,1,0.331427,0.943314,[ 4 58] ; [ 2 67],[ 2.83969466 59.16030534] ; [ 3.16030534 65.83969466],0
s2,1,0.333386,0.935699,[42 20] ; [52 17],[44.48854962 17.51145038] ; [49.51145038 19.48854962],0
p11,1,0.334341,0.932012,[48 14] ; [58 11],[50.16793893 11.83206107] ; [55.83206107 13.16793893],0
u2,1,0.349575,0.875,[5 4] ; [9 3],[6. 3.] ; [8. 4.],0
a5,1,0.382318,0.763234,[49 13] ; [50 19],[46.85496183 15.14503817] ; [52.14503817 16.85496183],0
n4,1,0.424691,0.637299,[52  9] ; [62  7],[53.49230769  7.50769231] ; [60.50769231  8.49230769],0
b1,1,0.433741,0.612785,[29 33] ; [37 32],[31.23664122 30.76335878] ; [34.76335878 34.23664122],0
a4,1,0.433741,0.612785,[33 29] ; [32 37],[30.76335878 31.23664122] ; [34.23664122 34.76335878],0
p12,1,0.446656,0.579123,[ 4 58] ; [ 7 62],[ 5.20610687 56.79389313] ; [ 5.79389313 63.20610687],0
a8,1,0.487122,0.482876,[ 7 52] ; [11 57],[ 8.36220472 50.63779528] ; [ 9.63779528 58.36220472],0
p1,1,0.499897,0.455155,[ 5 57] ; [ 8 61],[ 6.15267176 55.84732824] ; [ 6.84732824 62.15267176],0
d5,1,0.538822,0.377728,[51 11] ; [53 15],[49.6 12.4] ; [54.4 13.6],0
b4,1,0.56153,0.337062,[31 31] ; [31 38],[29.34351145 32.65648855] ; [32.65648855 36.34351145],0
a6,1,0.64986,0.206077,[21 41] ; [26 43],[22.24427481 39.75572519] ; [24.75572519 44.24427481],0
a3,1,0.654275,0.200553,[53  9] ; [57 12],[52.0610687  9.9389313] ; [57.9389313 11.0610687],0
n2,1,0.769297,0.086022,[19  6] ; [12  3],[19.375  5.625] ; [11.625  3.375],0
u1,1,0.845791,0.037827,[ 6 56] ; [ 6 63],[ 5.67938931 56.32061069] ; [ 6.32061069 62.67938931],0
a1,1,0.857503,0.032239,[ 4 58] ; [ 5 64],[ 4.25954198 57.74045802] ; [ 4.74045802 64.25954198],0
n1,1,0.875935,0.024375,[15  9] ; [9 6],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
r2,1,0.898378,0.01631,[57  5] ; [62  5],[57.19379845  4.80620155] ; [61.80620155  5.19379845],0
u3,1,0.898708,0.016204,[5 4] ; [7 5],[5.14285714 3.85714286] ; [6.85714286 5.14285714],0
a2,1,0.956508,0.002974,[ 7 55] ; [ 8 61],[ 7.09923664 54.90076336] ; [ 7.90076336 61.09923664],0
