Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000152,14.349825,[ 5 39] ; [8 5],[10.03508772 33.96491228] ; [ 2.96491228 10.03508772],1
a7,1,0.111181,2.537351,[27 18] ; [5 9],[24.40677966 20.59322034] ; [7.59322034 6.40677966],0
u2,1,0.149173,2.080688,[ 8 10] ; [6 2],[9.69230769 8.30769231] ; [4.30769231 3.69230769],0
p6,1,0.153587,2.036259,[ 6 38] ; [4 9],[ 7.71929825 36.28070175] ; [ 2.28070175 10.71929825],0
p9,1,0.168715,1.894326,[19 25] ; [9 5],[21.24137931 22.75862069] ; [6.75862069 7.24137931],0
n1,1,0.17346,1.852787,[ 7 17] ; [4 3],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
s5,1,0.197565,1.660281,[ 6 38] ; [ 4 10],[ 7.5862069 36.4137931] ; [ 2.4137931 11.5862069],0
b1,1,0.204985,1.606498,[27 18] ; [11  3],[28.98305085 16.01694915] ; [9.01694915 4.98305085],0
s7,1,0.217948,1.517833,[ 9 33] ; [5 8],[10.69090909 31.30909091] ; [3.30909091 9.69090909],0
p10,1,0.223273,1.483211,[17 27] ; [8 6],[18.96551724 25.03448276] ; [6.03448276 7.96551724],0
a3,1,0.223273,1.483211,[27 17] ; [6 8],[25.03448276 18.96551724] ; [7.96551724 6.03448276],0
b4,1,0.249466,1.326289,[24 21] ; [5 9],[22.11864407 22.88135593] ; [6.88135593 7.11864407],0
d1,1,0.25906,1.273771,[17 28] ; [ 3 11],[15.25423729 29.74576271] ; [4.74576271 9.25423729],0
v3,1,0.333769,0.934219,[ 8 37] ; [ 1 13],[ 6.86440678 38.13559322] ; [ 2.13559322 11.86440678],0
v4,1,0.344853,0.892308,[21 24] ; [8 5],[22.5 22.5] ; [6.5 6.5],0
r2,1,0.360881,0.834824,[26 17] ; [6 7],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
v1,1,0.449123,0.572864,[14 30] ; [6 8],[15.17241379 28.82758621] ; [4.82758621 9.17241379],0
p3,1,0.483074,0.491916,[ 6 38] ; [ 3 11],[ 6.82758621 37.17241379] ; [ 2.17241379 11.82758621],0
n5,1,0.493494,0.4689,[24 21] ; [6 8],[22.88135593 22.11864407] ; [7.11864407 6.88135593],0
a2,1,0.531603,0.391327,[ 6 39] ; [ 1 13],[ 5.33898305 39.66101695] ; [ 1.66101695 12.33898305],0
d3,1,0.539416,0.376623,[21 23] ; [8 6],[22. 22.] ; [7. 7.],0
d5,1,0.56373,0.333287,[25 20] ; [9 5],[25.93220339 19.06779661] ; [8.06779661 5.93220339],0
r1,1,0.58345,0.30069,[13 32] ; [ 3 11],[12.20338983 32.79661017] ; [ 3.79661017 10.20338983],0
a5,1,0.608702,0.262069,[19 26] ; [7 7],[19.83050847 25.16949153] ; [6.16949153 7.83050847],0
v2,1,0.663888,0.188835,[13 31] ; [5 9],[13.65517241 30.34482759] ; [4.34482759 9.65517241],0
a6,1,0.693056,0.155797,[23 22] ; [8 6],[23.6440678 21.3559322] ; [7.3559322 6.6440678],0
s4,1,0.759366,0.093828,[ 8 37] ; [ 3 11],[ 8.38983051 36.61016949] ; [ 2.61016949 11.38983051],0
s1,1,0.837678,0.041969,[ 4 41] ; [ 1 13],[ 3.81355932 41.18644068] ; [ 1.18644068 12.81355932],0
d4,1,0.849263,0.036122,[27 18] ; [8 6],[26.69491525 18.30508475] ; [8.30508475 5.69491525],0
a4,1,0.869447,0.027015,[15 30] ; [5 9],[15.25423729 29.74576271] ; [4.74576271 9.25423729],0
n2,1,0.889275,0.019383,[13 11] ; [4 3],[13.16129032 10.83870968] ; [3.83870968 3.16129032],0
n3,1,0.889275,0.019383,[11 13] ; [3 4],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
a8,1,0.897716,0.016524,[ 3 42] ; [ 1 12],[ 3.10344828 41.89655172] ; [ 0.89655172 12.10344828],0
a1,1,0.908121,0.013319,[ 7 38] ; [ 2 12],[ 6.86440678 38.13559322] ; [ 2.13559322 11.86440678],0
