Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00035,12.783793,[ 9 77] ; [10 14],[14.85454545 71.14545455] ; [ 4.14545455 19.85454545],1
s5,1,0.701976,0.146425,[13 70] ; [ 3 21],[12.41121495 70.58878505] ; [ 3.58878505 20.41121495],0
n2,1,0.721277,0.127273,[24  9] ; [6 3],[23.57142857  9.42857143] ; [6.42857143 2.57142857],0
b1,1,0.748274,0.102987,[39 47] ; [10 14],[38.30909091 47.69090909] ; [10.69090909 13.30909091],0
d2,1,0.757258,0.095533,[39 45] ; [12 12],[39.66666667 44.33333333] ; [11.33333333 12.66666667],0
r2,1,0.759919,0.093384,[68 15] ; [19  5],[67.48598131 15.51401869] ; [19.51401869  4.48598131],0
p5,1,0.784204,0.074991,[ 5 81] ; [ 1 22],[ 4.73394495 81.26605505] ; [ 1.26605505 21.73394495],0
u2,1,0.833748,0.044057,[15 23] ; [1 2],[14.82926829 23.17073171] ; [1.17073171 1.82926829],0
p8,1,0.913695,0.011746,[29 55] ; [ 8 16],[28.77777778 55.22222222] ; [ 8.22222222 15.77777778],0
s1,1,0.919746,0.010151,[ 4 82] ; [ 1 23],[ 3.90909091 82.09090909] ; [ 1.09090909 22.90909091],0
n3,1,0.952263,0.003584,[21 12] ; [5 3],[20.92682927 12.07317073] ; [5.07317073 2.92682927],0
v2,1,0.965002,0.001925,[35 48] ; [10 14],[34.90654206 48.09345794] ; [10.09345794 13.90654206],0
v3,1,0.992015,0.0001,[22 62] ; [ 6 17],[21.98130841 62.01869159] ; [ 6.01869159 16.98130841],0
u3,1,1.0,0.0,[13 26] ; [1 2],[13. 26.] ; [1. 2.],0
