Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5.4e-05,16.309172,[10 15] ; [54 11],[17.77777778  7.22222222] ; [46.22222222 18.77777778],1
a2,1,0.160408,1.970373,[ 7 18] ; [10 56],[ 4.67032967 20.32967033] ; [12.32967033 53.67032967],0
n3,1,0.163187,1.944444,[6 8] ; [14  7],[8. 6.] ; [12.  9.],0
n6,1,0.166439,1.914725,[17  8] ; [53 12],[19.44444444  5.55555556] ; [50.55555556 14.44444444],0
p5,1,0.183097,1.772308,[ 1 24] ; [ 9 56],[ 2.77777778 22.22222222] ; [ 7.22222222 57.77777778],0
n4,1,0.184303,1.762582,[15 10] ; [49 17],[17.58241758  7.41758242] ; [46.41758242 19.58241758],0
a4,1,0.192443,1.698819,[15  9] ; [31 35],[12.26666667 11.73333333] ; [33.73333333 32.26666667],0
u2,1,0.195539,1.675385,[1 4] ; [7 6],[2.22222222 2.77777778] ; [5.77777778 7.22222222],0
p7,1,0.208413,1.582418,[ 9 16] ; [33 32],[11.66666667 13.33333333] ; [30.33333333 34.66666667],0
u1,1,0.229513,1.443879,[ 4 21] ; [ 5 61],[ 2.47252747 22.52747253] ; [ 6.52747253 59.47252747],0
p1,1,0.23711,1.397695,[ 5 20] ; [ 7 59],[ 3.2967033 21.7032967] ; [ 8.7032967 57.2967033],0
s3,1,0.239155,1.385565,[ 9 15] ; [34 32],[11.46666667 12.53333333] ; [31.53333333 34.46666667],0
s1,1,0.310062,1.030411,[ 2 23] ; [ 2 63],[ 1.11111111 23.88888889] ; [ 2.88888889 62.11111111],0
a5,1,0.324056,0.972505,[21  4] ; [49 17],[19.23076923  5.76923077] ; [50.76923077 15.23076923],0
a7,1,0.344783,0.892567,[14 11] ; [44 22],[15.93406593  9.06593407] ; [42.06593407 23.93406593],0
u3,1,0.410117,0.678462,[2 3] ; [8 5],[2.77777778 2.22222222] ; [7.22222222 5.77777778],0
d5,1,0.470483,0.520841,[24  1] ; [65  1],[24.45054945  0.54945055] ; [64.54945055  1.45054945],0
d3,1,0.478041,0.50333,[22  3] ; [54 12],[20.87912088  4.12087912] ; [55.12087912 10.87912088],0
p3,1,0.525841,0.402423,[10 14] ; [32 33],[11.3258427 12.6741573] ; [30.6741573 34.3258427],0
a8,1,0.566427,0.328697,[ 2 23] ; [ 3 59],[ 1.43678161 23.56321839] ; [ 3.56321839 58.43678161],0
a6,1,0.593999,0.284142,[14 11] ; [41 25],[15.10989011  9.89010989] ; [39.89010989 26.10989011],0
r2,1,0.641709,0.216514,[18  4] ; [55  9],[18.6744186  3.3255814] ; [54.3255814  9.6744186],0
n1,1,0.693329,0.155505,[ 4 10] ; [ 7 13],[4.52941176 9.47058824] ; [ 6.47058824 13.52941176],0
b5,1,0.748911,0.102449,[15 10] ; [42 24],[15.65934066  9.34065934] ; [41.34065934 24.65934066],0
s5,1,0.785217,0.074271,[ 6 15] ; [20 43],[ 6.5 14.5] ; [19.5 43.5],0
a1,1,0.94595,0.004596,[ 2 23] ; [ 5 61],[ 1.92307692 23.07692308] ; [ 5.07692308 60.92307692],0
a3,1,0.974159,0.001049,[20  5] ; [53 13],[20.05494505  4.94505495] ; [52.94505495 13.05494505],0
